"source_id","file_id","team","player_name","player_number","stint_index","in_seconds","out_seconds","duration","pts_for","pts_against","plus_minus","starter"
"2016-17","9665","Maryland","Kaila Charles",3,1,0,139,139,7,1,6,1
"2016-17","9665","Maryland","Destiny Slocum",5,1,0,283,283,17,3,14,1
"2016-17","9665","Maryland","Kristen Confroy",12,1,0,355,355,19,5,14,1
"2016-17","9665","Maryland","S. Walker-Kimbrough",32,1,0,575,575,34,5,29,1
"2016-17","9665","Maryland","Brionna Jones",42,1,0,283,283,17,3,14,1
"2016-17","9665","UMass-Lowell","Kayla GIBBS",1,1,0,283,283,3,17,-14,1
"2016-17","9665","UMass-Lowell","Asia MITCHELL-OWENS",12,1,0,600,600,5,34,-29,1
"2016-17","9665","UMass-Lowell","Shawnkia McCALLUM",23,1,0,283,283,3,17,-14,1
"2016-17","9665","UMass-Lowell","Nicole HAYNER",34,1,0,60,60,0,5,-5,1
"2016-17","9665","UMass-Lowell","Katherine SMITH",50,1,0,139,139,1,7,-6,1
"2016-17","9665","UMass-Lowell","Megan HENDRICK",3,1,60,470,410,5,20,-15,0
"2016-17","9665","Maryland","Kiah Gillespie",15,1,139,396,257,12,4,8,0
"2016-17","9665","UMass-Lowell","Tyshay BRITTEN",11,1,139,600,461,4,27,-23,0
"2016-17","9665","Maryland","Ieshia Small",1,1,283,407,124,2,2,0,0
"2016-17","9665","Maryland","Jenna Staiti",14,1,283,396,113,2,2,0,0
"2016-17","9665","UMass-Lowell","Nazarae BUTLER",22,1,283,600,317,2,17,-15,0
"2016-17","9665","UMass-Lowell","Katherine SMITH",50,2,283,444,161,2,4,-2,0
"2016-17","9665","Maryland","Sarah Myers",21,1,355,444,89,2,0,2,0
"2016-17","9665","Maryland","Kaila Charles",3,2,396,692,296,19,0,19,0
"2016-17","9665","Maryland","Brionna Jones",42,2,396,575,179,15,0,15,0
"2016-17","9665","Maryland","Destiny Slocum",5,2,407,899,492,23,7,16,0
"2016-17","9665","Maryland","Blair Watson",22,1,444,600,156,13,0,13,0
"2016-17","9665","UMass-Lowell","Kayla GIBBS",1,2,444,640,196,0,15,-15,0
"2016-17","9665","UMass-Lowell","Shawnkia McCALLUM",23,2,470,837,367,5,17,-12,0
"2016-17","9665","Maryland","Kristen Confroy",12,2,575,1072,497,15,7,8,0
"2016-17","9665","Maryland","Brianna Fraser",34,1,575,600,25,0,0,0,0
"2016-17","9665","Maryland","Blair Watson",22,2,600,640,40,2,0,2,0
"2016-17","9665","Maryland","S. Walker-Kimbrough",32,2,600,600,0,0,0,0,0
"2016-17","9665","Maryland","Brianna Fraser",34,2,600,837,237,8,5,3,0
"2016-17","9665","Maryland","Brionna Jones",42,3,600,600,0,0,0,0,0
"2016-17","9665","UMass-Lowell","Amanda ORTIZ",2,1,600,952,352,7,10,-3,0
"2016-17","9665","UMass-Lowell","Megan HENDRICK",3,2,600,1200,600,11,23,-12,0
"2016-17","9665","UMass-Lowell","Kiana BATAGELJ",15,1,600,1200,600,11,23,-12,0
"2016-17","9665","UMass-Lowell","Nicole HAYNER",34,2,600,600,0,0,0,0,0
"2016-17","9665","UMass-Lowell","Katherine SMITH",50,3,600,600,0,0,0,0,0
"2016-17","9665","Maryland","Ieshia Small",1,2,640,1200,560,21,11,10,0
"2016-17","9665","UMass-Lowell","Tyshay BRITTEN",11,2,640,780,140,5,6,-1,0
"2016-17","9665","Maryland","Jenna Staiti",14,2,692,788,96,4,5,-1,0
"2016-17","9665","UMass-Lowell","Oda SHACKELFORD",21,1,780,1200,420,6,15,-9,0
"2016-17","9665","Maryland","Kiah Gillespie",15,2,788,837,49,0,0,0,0
"2016-17","9665","Maryland","Stephanie Jones",24,1,837,1007,170,7,2,5,0
"2016-17","9665","Maryland","Brionna Jones",42,4,837,1007,170,7,2,5,0
"2016-17","9665","UMass-Lowell","Asia MITCHELL-OWENS",12,2,837,2038,1201,22,49,-27,0
"2016-17","9665","Maryland","S. Walker-Kimbrough",32,3,899,985,86,4,0,4,0
"2016-17","9665","UMass-Lowell","Nicole HAYNER",34,3,952,2400,1448,32,56,-24,0
"2016-17","9665","Maryland","Blair Watson",22,3,985,1200,215,11,4,7,0
"2016-17","9665","Maryland","Kiah Gillespie",15,3,1007,1144,137,4,2,2,0
"2016-17","9665","Maryland","Brianna Fraser",34,3,1007,1200,193,8,4,4,0
"2016-17","9665","Maryland","Sarah Myers",21,2,1072,1200,128,8,4,4,0
"2016-17","9665","Maryland","Stephanie Jones",24,2,1144,1200,56,4,2,2,0
"2016-17","9665","Maryland","Kaila Charles",3,3,1200,1636,436,17,11,6,0
"2016-17","9665","Maryland","Destiny Slocum",5,3,1200,1721,521,19,14,5,0
"2016-17","9665","Maryland","Kristen Confroy",12,3,1200,1527,327,13,11,2,0
"2016-17","9665","Maryland","S. Walker-Kimbrough",32,4,1200,1456,256,11,9,2,0
"2016-17","9665","Maryland","Brionna Jones",42,5,1200,1372,172,8,6,2,0
"2016-17","9665","UMass-Lowell","Kayla GIBBS",1,3,1200,1372,172,6,8,-2,0
"2016-17","9665","UMass-Lowell","Shawnkia McCALLUM",23,3,1200,1424,224,6,11,-5,0
"2016-17","9665","UMass-Lowell","Katherine SMITH",50,4,1200,1578,378,11,17,-6,0
"2016-17","9665","Maryland","Kiah Gillespie",15,4,1372,1721,349,11,8,3,0
"2016-17","9665","UMass-Lowell","Tyshay BRITTEN",11,3,1372,1800,428,8,13,-5,0
"2016-17","9665","UMass-Lowell","Megan HENDRICK",3,3,1424,1800,376,8,10,-2,0
"2016-17","9665","Maryland","Ieshia Small",1,3,1456,1800,344,10,5,5,0
"2016-17","9665","Maryland","Brionna Jones",42,6,1456,1800,344,10,5,5,0
"2016-17","9665","Maryland","Blair Watson",22,4,1527,1800,273,8,3,5,0
"2016-17","9665","UMass-Lowell","Kiana BATAGELJ",15,2,1578,1800,222,3,4,-1,0
"2016-17","9665","Maryland","Jenna Staiti",14,3,1636,1721,85,2,3,-1,0
"2016-17","9665","Maryland","Sarah Myers",21,3,1721,1800,79,2,0,2,0
"2016-17","9665","Maryland","Stephanie Jones",24,3,1721,1800,79,2,0,2,0
"2016-17","9665","Maryland","Brianna Fraser",34,4,1721,1800,79,2,0,2,0
"2016-17","9665","Maryland","Ieshia Small",1,4,1800,1968,168,11,2,9,0
"2016-17","9665","Maryland","Kaila Charles",3,4,1800,1800,0,0,0,0,0
"2016-17","9665","Maryland","Destiny Slocum",5,4,1800,1800,0,0,0,0,0
"2016-17","9665","Maryland","Kristen Confroy",12,4,1800,1800,0,0,0,0,0
"2016-17","9665","Maryland","Jenna Staiti",14,4,1800,1878,78,4,0,4,0
"2016-17","9665","Maryland","Sarah Myers",21,4,1800,2320,520,19,9,10,0
"2016-17","9665","Maryland","Blair Watson",22,5,1800,2400,600,22,14,8,0
"2016-17","9665","Maryland","S. Walker-Kimbrough",32,5,1800,1800,0,0,0,0,0
"2016-17","9665","Maryland","Brianna Fraser",34,5,1800,2038,238,13,2,11,0
"2016-17","9665","UMass-Lowell","Kayla GIBBS",1,4,1800,1800,0,0,0,0,0
"2016-17","9665","UMass-Lowell","Megan HENDRICK",3,4,1800,2400,600,14,22,-8,0
"2016-17","9665","UMass-Lowell","Tyshay BRITTEN",11,4,1800,2092,292,2,15,-13,0
"2016-17","9665","UMass-Lowell","Shawnkia McCALLUM",23,4,1800,1800,0,0,0,0,0
"2016-17","9665","UMass-Lowell","Katherine SMITH",50,5,1800,1800,0,0,0,0,0
"2016-17","9665","UMass-Lowell","Kiana BATAGELJ",15,3,1802,2092,290,2,15,-13,0
"2016-17","9665","Maryland","Kiah Gillespie",15,5,1878,2158,280,11,4,7,0
"2016-17","9665","Maryland","Kaila Charles",3,5,1968,2202,234,6,2,4,0
"2016-17","9665","Maryland","Stephanie Jones",24,4,2038,2202,164,4,2,2,0
"2016-17","9665","UMass-Lowell","Shawnkia McCALLUM",23,5,2038,2400,362,12,9,3,0
"2016-17","9665","UMass-Lowell","Kayla GIBBS",1,5,2092,2400,308,12,7,5,0
"2016-17","9665","UMass-Lowell","Katherine SMITH",50,6,2092,2400,308,12,7,5,0
"2016-17","9665","Maryland","Jenna Staiti",14,5,2158,2371,213,7,8,-1,0
"2016-17","9665","Maryland","Ieshia Small",1,5,2202,2400,198,5,10,-5,0
"2016-17","9665","Maryland","Brianna Fraser",34,6,2202,2400,198,5,10,-5,0
