"source_id","file_id","period","time_remaining","seconds_elapsed","team","player_name","player_number","trip_size","made","missed","trip_result","first_attempt_made","margin_before","clutch","trip_context"
"2016-17","9665",1,540,60,"Maryland","S. Walker-Kimbrough",32,2,1,1,"1/2",0,4,0,""
"2016-17","9665",1,461,139,"UMass-Lowell","Katherine SMITH",50,2,1,1,"1/2",0,-7,0,""
"2016-17","9665",1,420,180,"Maryland","Kristen Confroy",12,2,1,1,"1/2",0,8,0,""
"2016-17","9665",1,130,470,"Maryland","Destiny Slocum",5,2,2,0,"2/2",1,18,0,""
"2016-17","9665",1,74,526,"Maryland","S. Walker-Kimbrough",32,2,2,0,"2/2",1,22,0,""
"2016-17","9665",2,594,606,"Maryland","Brianna Fraser",34,1,0,1,"0/1",0,31,0,"and_one"
"2016-17","9665",2,477,723,"Maryland","Ieshia Small",1,2,2,0,"2/2",1,30,0,""
"2016-17","9665",2,412,788,"UMass-Lowell","Oda SHACKELFORD",21,2,0,2,"0/2",0,-32,0,""
"2016-17","9665",2,301,899,"UMass-Lowell","Amanda ORTIZ",2,2,2,0,"2/2",1,-32,0,""
"2016-17","9665",2,193,1007,"Maryland","Stephanie Jones",24,1,1,0,"1/1",1,36,0,"and_one"
"2016-17","9665",2,56,1144,"UMass-Lowell","Nicole HAYNER",34,2,2,0,"2/2",1,-41,0,""
"2016-17","9665",3,344,1456,"UMass-Lowell","Katherine SMITH",50,1,1,0,"1/1",1,-44,0,"and_one"
"2016-17","9665",4,400,2000,"Maryland","Brianna Fraser",34,2,2,0,"2/2",1,57,0,""
"2016-17","9665",4,242,2158,"UMass-Lowell","Nicole HAYNER",34,2,2,0,"2/2",1,-61,0,""
"2016-17","9665",4,29,2371,"Maryland","Kaila Charles",3,2,1,1,"1/2",0,57,0,""
"2016-17","9666",1,415,185,"Maryland","Brionna Jones",42,2,2,0,"2/2",1,9,0,""
"2016-17","9666",1,264,336,"Maryland Eastern Shore","Tori MORRIS",12,2,1,1,"1/2",0,-7,0,""
"2016-17","9666",1,160,440,"Maryland Eastern Shore","Briana MACK",33,2,1,1,"1/2",1,-8,0,""
"2016-17","9666",1,78,522,"Maryland","S. Walker-Kimbrough",32,2,1,1,"1/2",1,10,0,""
"2016-17","9666",2,566,634,"Maryland Eastern Shore","Tori MORRIS",12,2,1,1,"1/2",0,-15,0,""
"2016-17","9666",2,536,664,"Maryland Eastern Shore","Briana SYE",15,2,1,1,"1/2",0,-16,0,""
"2016-17","9666",2,526,674,"Maryland","Brionna Jones",42,1,1,0,"1/1",1,17,0,"and_one"
"2016-17","9666",2,295,905,"Maryland Eastern Shore","Tori MORRIS",12,2,1,1,"1/2",0,-23,0,""
"2016-17","9666",2,168,1032,"Maryland","Kiah Gillespie",15,2,2,0,"2/2",1,24,0,""
"2016-17","9666",2,71,1129,"Maryland","Jenna Staiti",14,2,0,2,"0/2",0,26,0,""
"2016-17","9666",2,53,1147,"Maryland Eastern Shore","Ra'Jean MARTIN",21,2,1,1,"1/2",0,-26,0,""
"2016-17","9666",3,445,1355,"Maryland","Destiny Slocum",5,2,1,1,"1/2",0,21,0,""
"2016-17","9666",3,337,1463,"Maryland Eastern Shore","Alexus HICKS",3,2,2,0,"2/2",1,-26,0,""
"2016-17","9666",3,157,1643,"Maryland","Kiah Gillespie",15,2,2,0,"2/2",1,21,0,""
"2016-17","9666",3,83,1717,"Maryland Eastern Shore","Briana SYE",15,2,0,2,"0/2",0,-24,0,""
"2016-17","9666",4,166,2234,"Maryland Eastern Shore","Keyera EATON",32,2,2,0,"2/2",1,-39,0,""
"2016-17","9666",4,47,2353,"Maryland","Stephanie Jones",24,1,0,1,"0/1",0,43,0,"and_one"
"2016-17","9668",1,536,64,"Maryland","Destiny Slocum",5,2,1,1,"1/2",1,-2,0,""
"2016-17","9668",1,193,407,"Mount St. Mary's","Ashlee WHITE",10,2,1,1,"1/2",1,-3,0,""
"2016-17","9668",2,332,868,"Maryland","Brionna Jones",42,2,2,0,"2/2",1,8,0,""
"2016-17","9668",2,253,947,"Maryland","Ieshia Small",1,2,2,0,"2/2",1,12,0,""
"2016-17","9668",2,4,1196,"Maryland","Ieshia Small",1,2,1,1,"1/2",1,16,0,""
"2016-17","9668",3,419,1381,"Maryland","S. Walker-Kimbrough",32,1,0,1,"0/1",0,27,0,"and_one"
"2016-17","9668",3,321,1479,"Maryland","Destiny Slocum",5,2,2,0,"2/2",1,29,0,""
"2016-17","9668",3,254,1546,"Maryland","Jenna Staiti",14,2,2,0,"2/2",1,32,0,""
"2016-17","9668",3,131,1669,"Mount St. Mary's","Katrice DICKSON",11,1,0,1,"0/1",0,-36,0,"and_one"
"2016-17","9668",3,115,1685,"Maryland","Ieshia Small",1,2,1,1,"1/2",1,36,0,""
"2016-17","9668",4,478,1922,"Maryland","Ieshia Small",1,2,2,0,"2/2",1,51,0,""
"2016-17","9668",4,449,1951,"Maryland","Brianna Fraser",34,2,2,0,"2/2",1,53,0,""
"2016-17","9668",4,318,2082,"Maryland","Brianna Fraser",34,2,1,1,"1/2",1,56,0,""
"2016-17","9668",4,240,2160,"Maryland","Kiah Gillespie",15,2,2,0,"2/2",1,56,0,""
"2016-17","9668",4,218,2182,"Mount St. Mary's","Stacey KOUTRIS",13,2,0,2,"0/2",0,-58,0,""
"2016-17","9668",4,28,2372,"Maryland","Kiah Gillespie",15,2,2,0,"2/2",1,62,0,""
"2016-17","9669",1,460,140,"Niagara","Victoria Rampado",22,2,2,0,"2/2",1,-8,0,""
"2016-17","9669",1,407,193,"Maryland","Kaila Charles",3,1,1,0,"1/1",1,8,0,"other"
"2016-17","9669",1,283,317,"Niagara","Kaylee Stroemple",44,1,1,0,"1/1",1,-10,0,"and_one"
"2016-17","9669",1,270,330,"Maryland","Brionna Jones",42,1,1,0,"1/1",1,11,0,"and_one"
"2016-17","9669",1,191,409,"Maryland","S. Walker-Kimbrough",32,2,2,0,"2/2",1,10,0,""
"2016-17","9669",1,157,443,"Niagara","Victoria Rampado",22,2,2,0,"2/2",1,-10,0,""
"2016-17","9669",1,63,537,"Niagara","Kaylee Stroemple",44,2,2,0,"2/2",1,-12,0,""
"2016-17","9669",2,469,731,"Maryland","Kaila Charles",3,2,0,2,"0/2",0,12,0,""
"2016-17","9669",2,372,828,"Maryland","Destiny Slocum",5,1,1,0,"1/1",1,13,0,"other"
"2016-17","9669",2,327,873,"Niagara","Jai Moore",4,2,2,0,"2/2",1,-14,0,""
"2016-17","9669",2,241,959,"Niagara","Carolyn Cosey",1,2,0,2,"0/2",0,-18,0,""
"2016-17","9669",2,66,1134,"Niagara","Victoria Rampado",22,2,2,0,"2/2",1,-21,0,""
"2016-17","9669",2,56,1144,"Maryland","Destiny Slocum",5,3,3,0,"3/3",1,19,0,""
"2016-17","9669",2,24,1176,"Niagara","Maggie McIntyre",21,2,0,2,"0/2",0,-24,0,""
"2016-17","9669",2,6,1194,"Maryland","Brianna Fraser",34,2,2,0,"2/2",1,24,0,""
"2016-17","9669",3,455,1345,"Niagara","Victoria Rampado",22,2,1,1,"1/2",1,-25,0,""
"2016-17","9669",3,310,1490,"Niagara","Victoria Rampado",22,2,1,1,"1/2",1,-22,0,""
"2016-17","9669",3,80,1720,"Maryland","Stephanie Jones",24,1,0,1,"0/1",0,29,0,"other"
"2016-17","9669",4,373,2027,"Maryland","Brionna Jones",42,2,1,1,"1/2",0,32,0,""
"2016-17","9669",4,209,2191,"Niagara","Victoria Rampado",22,2,2,0,"2/2",1,-33,0,""
"2016-17","9669",4,163,2237,"Niagara","Jai Moore",4,2,1,1,"1/2",1,-33,0,""
"2016-17","9669",4,160,2240,"Niagara","Victoria Rampado",22,2,2,0,"2/2",1,-32,0,""
"2016-17","9669",4,128,2272,"Maryland","Sarah Myers",21,2,2,0,"2/2",1,30,0,""
"2016-17","9669",4,89,2311,"Maryland","Stephanie Jones",24,2,0,2,"0/2",0,32,0,""
"2016-17","9669",4,23,2377,"Niagara","Tiffany Corselli",3,2,2,0,"2/2",1,-34,0,""
"2016-17","9670",1,254,346,"Arizona State","Kiara Russell",4,1,0,1,"0/1",0,-8,0,"and_one"
"2016-17","9670",1,131,469,"Arizona State","Reili Richardson",1,1,1,0,"1/1",1,-16,0,"other"
"2016-17","9670",1,128,472,"Arizona State","Reili Richardson",1,1,1,0,"1/1",1,-15,0,"other"
"2016-17","9670",1,31,569,"Maryland","S. Walker-Kimbrough",32,1,0,1,"0/1",0,18,0,"other"
"2016-17","9670",1,30,570,"Maryland","Brionna Jones",42,1,0,1,"0/1",0,20,0,"and_one"
"2016-17","9670",2,300,900,"Maryland","Kristen Confroy",12,2,2,0,"2/2",1,28,0,""
"2016-17","9670",2,98,1102,"Arizona State","Reili Richardson",1,1,1,0,"1/1",1,-28,0,"and_one"
"2016-17","9670",2,79,1121,"Maryland","S. Walker-Kimbrough",32,2,2,0,"2/2",1,27,0,""
"2016-17","9670",3,359,1441,"Arizona State","Kiara Russell",4,2,1,1,"1/2",1,-35,0,""
"2016-17","9670",3,280,1520,"Maryland","Destiny Slocum",5,2,2,0,"2/2",1,32,0,""
"2016-17","9670",3,138,1662,"Maryland","S. Walker-Kimbrough",32,1,0,1,"0/1",0,35,0,"and_one"
"2016-17","9670",3,117,1683,"Maryland","Kaila Charles",3,2,2,0,"2/2",1,35,0,""
"2016-17","9670",3,72,1728,"Maryland","Ieshia Small",1,2,1,1,"1/2",0,35,0,""
"2016-17","9670",3,19,1781,"Maryland","Kaila Charles",3,1,0,1,"0/1",0,38,0,"and_one"
"2016-17","9670",4,448,1952,"Arizona State","Armani Hawkins",50,2,1,1,"1/2",0,-38,0,""
"2016-17","9670",4,402,1998,"Arizona State","Sara Hattis",44,2,1,1,"1/2",0,-39,0,""
"2016-17","9670",4,363,2037,"Maryland","Brianna Fraser",34,1,1,0,"1/1",1,40,0,"and_one"
"2016-17","9670",4,228,2172,"Arizona State","Kiara Russell",4,2,1,1,"1/2",1,-45,0,""
"2016-17","9670",4,162,2238,"Arizona State","Sydney Goodson",13,2,2,0,"2/2",1,-46,0,""
"2016-17","9670",4,116,2284,"Arizona State","Reili Richardson",1,1,0,1,"0/1",0,-46,0,"other"
"2016-17","9670",4,115,2285,"Arizona State","Reili Richardson",1,1,1,0,"1/1",1,-46,0,"other"
"2016-17","9670",4,14,2386,"Arizona State","Jamie Ruden",52,1,0,1,"0/1",0,-41,0,"and_one"
"2016-17","9671",1,444,156,"Washington State","Maria Kostourkova",20,2,1,1,"1/2",1,1,0,""
"2016-17","9671",1,310,290,"Maryland","Ieshia Small",1,2,1,1,"1/2",1,-5,0,""
"2016-17","9671",1,213,387,"Maryland","Brionna Jones",42,2,1,1,"1/2",1,-2,0,""
"2016-17","9671",1,188,412,"Maryland","Brionna Jones",42,2,1,1,"1/2",1,-4,0,""
"2016-17","9671",1,29,571,"Maryland","Brionna Jones",42,2,2,0,"2/2",1,-6,0,""
"2016-17","9671",2,307,893,"Washington State","Kayla Washington",5,2,0,2,"0/2",0,3,0,""
"2016-17","9671",2,38,1162,"Washington State","Caila Hailey",1,2,0,2,"0/2",0,1,0,""
"2016-17","9671",2,2,1198,"Washington State","Borislava Hristova",45,2,1,1,"1/2",1,-1,0,""
"2016-17","9671",3,363,1437,"Maryland","S. Walker-Kimbrough",32,2,2,0,"2/2",1,-1,0,""
"2016-17","9671",3,257,1543,"Maryland","Ieshia Small",1,1,0,1,"0/1",0,-3,0,"other"
"2016-17","9671",3,254,1546,"Maryland","Ieshia Small",1,1,0,1,"0/1",0,-3,0,"other"
"2016-17","9671",3,210,1590,"Maryland","S. Walker-Kimbrough",32,1,1,0,"1/1",1,-3,0,"other"
"2016-17","9671",3,185,1615,"Maryland","S. Walker-Kimbrough",32,2,2,0,"2/2",1,-2,0,""
"2016-17","9671",3,164,1636,"Maryland","Kaila Charles",3,2,0,2,"0/2",0,0,0,""
"2016-17","9671",3,135,1665,"Maryland","Kaila Charles",3,2,2,0,"2/2",1,0,0,""
"2016-17","9671",4,586,1814,"Washington State","Borislava Hristova",45,1,0,1,"0/1",0,1,0,"and_one"
"2016-17","9671",4,578,1822,"Maryland","S. Walker-Kimbrough",32,2,2,0,"2/2",1,-1,0,""
"2016-17","9671",4,478,1922,"Maryland","Ieshia Small",1,1,0,1,"0/1",0,3,0,"and_one"
"2016-17","9671",4,462,1938,"Washington State","Caila Hailey",1,2,1,1,"1/2",1,-3,0,""
"2016-17","9671",4,272,2128,"Maryland","Kaila Charles",3,2,1,1,"1/2",1,0,1,""
"2016-17","9671",4,225,2175,"Washington State","Caila Hailey",1,2,0,2,"0/2",0,-1,1,""
"2016-17","9671",4,215,2185,"Maryland","Destiny Slocum",5,2,2,0,"2/2",1,1,1,""
"2016-17","9671",4,191,2209,"Maryland","Brionna Jones",42,2,2,0,"2/2",1,3,1,""
"2016-17","9671",4,138,2262,"Washington State","Chanelle Molina",11,2,0,2,"0/2",0,-6,0,""
"2016-17","9671",4,99,2301,"Maryland","Destiny Slocum",5,2,2,0,"2/2",1,6,0,""
"2016-17","9671",4,88,2312,"Washington State","Louise Brown",4,2,2,0,"2/2",1,-8,0,""
"2016-17","9671",4,63,2337,"Washington State","Caila Hailey",1,2,1,1,"1/2",0,-8,0,""
"2016-17","9671",4,61,2339,"Maryland","Destiny Slocum",5,2,1,1,"1/2",1,7,0,""
"2016-17","9671",4,37,2363,"Maryland","S. Walker-Kimbrough",32,2,2,0,"2/2",1,6,0,""
"2016-17","9671",4,25,2375,"Maryland","Blair Watson",22,2,2,0,"2/2",1,8,0,""
"2016-17","9671",4,13,2387,"Maryland","Blair Watson",22,2,1,1,"1/2",0,10,0,""
"2016-17","9671",4,0,2400,"Washington State","Maria Kostourkova",20,2,1,1,"1/2",1,-11,0,""
"2016-17","9672",1,313,287,"Louisville","Mariya MOORE",4,1,1,0,"1/1",1,3,0,"and_one"
"2016-17","9672",1,173,427,"Maryland","S. Walker-Kimbrough",32,2,2,0,"2/2",1,-9,0,""
"2016-17","9672",1,91,509,"Maryland","Brionna Jones",42,1,1,0,"1/1",1,-5,0,"and_one"
"2016-17","9672",1,64,536,"Maryland","Brionna Jones",42,2,1,1,"1/2",0,-6,0,""
"2016-17","9672",2,511,689,"Maryland","Stephanie Jones",24,2,1,1,"1/2",1,-4,0,""
"2016-17","9672",2,462,738,"Maryland","S. Walker-Kimbrough",32,1,1,0,"1/1",1,-1,0,"and_one"
"2016-17","9672",2,327,873,"Louisville","Asia DURR",25,3,1,2,"1/3",0,-3,0,""
"2016-17","9672",2,316,884,"Maryland","S. Walker-Kimbrough",32,2,2,0,"2/2",1,2,0,""
"2016-17","9672",2,196,1004,"Maryland","Destiny Slocum",5,2,0,2,"0/2",0,6,0,""
"2016-17","9672",2,194,1006,"Maryland","Kiah Gillespie",15,2,2,0,"2/2",1,6,0,""
"2016-17","9672",2,104,1096,"Louisville","Briahanna JACKSON",0,1,0,1,"0/1",0,-6,0,"and_one"
"2016-17","9672",3,578,1222,"Louisville","Briahanna JACKSON",0,2,1,1,"1/2",1,-4,0,""
"2016-17","9672",3,39,1761,"Maryland","S. Walker-Kimbrough",32,2,2,0,"2/2",1,5,0,""
"2016-17","9672",3,19,1781,"Louisville","Myisha HINES-ALLEN",2,2,1,1,"1/2",1,-7,0,""
"2016-17","9672",3,4,1796,"Maryland","Kristen Confroy",12,3,3,0,"3/3",1,6,0,""
"2016-17","9672",4,538,1862,"Louisville","Cortnee WALTON",13,2,0,2,"0/2",0,-6,0,""
"2016-17","9672",4,286,2114,"Maryland","Destiny Slocum",5,2,1,1,"1/2",0,0,1,""
"2016-17","9672",4,195,2205,"Louisville","Myisha HINES-ALLEN",2,1,1,0,"1/1",1,1,1,"and_one"
"2016-17","9672",4,113,2287,"Maryland","Destiny Slocum",5,1,1,0,"1/1",1,4,1,"and_one"
"2016-17","9672",4,46,2354,"Maryland","Destiny Slocum",5,2,2,0,"2/2",1,3,1,""
"2016-17","9672",4,19,2381,"Louisville","Mariya MOORE",4,2,1,1,"1/2",0,-5,1,""
"2016-17","9672",4,14,2386,"Maryland","Destiny Slocum",5,2,2,0,"2/2",1,4,1,""
"2016-17","9672",4,4,2396,"Maryland","S. Walker-Kimbrough",32,2,2,0,"2/2",1,4,1,""
"2016-17","9673",1,586,14,"Maryland","Brionna Jones",42,2,1,1,"1/2",0,0,0,""
"2016-17","9673",1,501,99,"Maryland","Brionna Jones",42,2,1,1,"1/2",0,3,0,""
"2016-17","9673",1,143,457,"Umbc","Laura Castaldo",25,2,2,0,"2/2",1,-12,0,""
"2016-17","9673",2,208,992,"Umbc","Laura Castaldo",25,1,1,0,"1/1",1,-22,0,"and_one"
"2016-17","9673",3,399,1401,"Maryland","Brionna Jones",42,1,1,0,"1/1",1,32,0,"and_one"
"2016-17","9673",3,354,1446,"Umbc","Laura Castaldo",25,1,1,0,"1/1",1,-33,0,"and_one"
"2016-17","9673",3,315,1485,"Maryland","Kaila Charles",3,2,1,1,"1/2",0,34,0,""
"2016-17","9673",3,249,1551,"Maryland","Stephanie Jones",24,2,2,0,"2/2",1,35,0,""
"2016-17","9673",3,169,1631,"Maryland","Brianna Fraser",34,2,1,1,"1/2",0,37,0,""
"2016-17","9673",3,158,1642,"Umbc","Lucrezia Costa",24,2,1,1,"1/2",1,-38,0,""
"2016-17","9673",3,43,1757,"Maryland","Ieshia Small",1,2,2,0,"2/2",1,39,0,""
"2016-17","9673",4,387,2013,"Umbc","Lakiah Sims",45,2,1,1,"1/2",1,-49,0,""
"2016-17","9673",4,76,2324,"Umbc","Carly Harris",21,2,1,1,"1/2",1,-52,0,""
"2016-17","9673",4,39,2361,"Maryland","Jenna Staiti",14,2,1,1,"1/2",1,49,0,""
"2016-17","9674",1,450,150,"Maryland","S. Walker-Kimbrough",32,2,1,1,"1/2",1,3,0,""
"2016-17","9674",1,395,205,"Towson","Brianna Bush",14,2,2,0,"2/2",1,-6,0,""
"2016-17","9674",1,338,262,"Maryland","Brianna Fraser",34,2,2,0,"2/2",1,4,0,""
"2016-17","9674",1,7,593,"Maryland","Brionna Jones",42,2,2,0,"2/2",1,10,0,""
"2016-17","9674",1,1,599,"Towson","Brittany Tarr",23,2,0,2,"0/2",0,-12,0,""
"2016-17","9674",2,541,659,"Maryland","Brionna Jones",42,1,1,0,"1/1",1,14,0,"and_one"
"2016-17","9674",2,521,679,"Towson","Sianni Martin",3,2,2,0,"2/2",1,-15,0,""
"2016-17","9674",2,468,732,"Maryland","Brionna Jones",42,1,1,0,"1/1",1,17,0,"and_one"
"2016-17","9674",2,421,779,"Maryland","S. Walker-Kimbrough",32,1,1,0,"1/1",1,22,0,"and_one"
"2016-17","9674",2,91,1109,"Towson","Raven Bankston",11,2,2,0,"2/2",1,-30,0,""
"2016-17","9674",2,37,1163,"Towson","Raine Bankston",10,2,1,1,"1/2",0,-30,0,""
"2016-17","9674",3,568,1232,"Maryland","Kaila Charles",3,2,2,0,"2/2",1,25,0,""
"2016-17","9674",3,488,1312,"Maryland","Brionna Jones",42,2,1,1,"1/2",0,28,0,""
"2016-17","9674",3,396,1404,"Maryland","S. Walker-Kimbrough",32,1,1,0,"1/1",1,33,0,"and_one"
"2016-17","9674",3,258,1542,"Maryland","Ieshia Small",1,2,0,2,"0/2",0,31,0,""
"2016-17","9674",3,173,1627,"Maryland","Kaila Charles",3,1,0,1,"0/1",0,31,0,"and_one"
"2016-17","9674",3,71,1729,"Towson","Raine Bankston",10,2,2,0,"2/2",1,-31,0,""
"2016-17","9674",3,21,1779,"Maryland","Stephanie Jones",24,2,1,1,"1/2",0,29,0,""
"2016-17","9674",4,567,1833,"Towson","Brianna Bush",14,2,1,1,"1/2",1,-34,0,""
"2016-17","9674",4,522,1878,"Towson","Sianni Martin",3,2,2,0,"2/2",1,-33,0,""
"2016-17","9674",4,383,2017,"Maryland","Jenna Staiti",14,2,1,1,"1/2",1,29,0,""
"2016-17","9674",4,356,2044,"Towson","Daijha Thomas",33,2,2,0,"2/2",1,-32,0,""
"2016-17","9674",4,166,2234,"Maryland","Brianna Fraser",34,2,2,0,"2/2",1,28,0,""
"2016-17","9674",4,132,2268,"Maryland","Kaila Charles",3,2,2,0,"2/2",1,30,0,""
"2016-17","9675",1,491,109,"Maryland","Brionna Jones",42,1,1,0,"1/1",1,1,0,"and_one"
"2016-17","9675",1,57,543,"Saint Peter's","Talah Hughes",15,2,2,0,"2/2",1,-2,0,""
