"source_id","player_name","streak_type","length","start_date","end_date","start_file_id","end_file_id","spans_games","active"
"2016-17","S. Walker-Kimbrough","ft_makes",19,"2016-11-26","2016-12-06","9671","9674",1,0
"2016-17","Brionna Jones","fg_makes",15,"2017-01-29","2017-02-02","9687","9688",1,0
"2016-17","Destiny Slocum","ft_makes",13,"2016-11-18","2016-11-26","9668","9671",1,0
"2016-17","Brionna Jones","fg_makes",11,"2016-12-08","2016-12-08","9675","9675",0,0
"2016-17","Brionna Jones","fg_makes",11,"2017-03-03","2017-03-04","9695","9696",1,0
"2016-17","Brionna Jones","ft_makes",11,"2016-12-21","2016-12-29","9677","9678",1,0
"2016-17","Brionna Jones","ft_makes",11,"2017-02-12","2017-02-15","9691","9692",1,0
"2016-17","Kaila Charles","ft_makes",11,"2017-01-04","2017-01-19","9680","9684",1,0
"2016-17","S. Walker-Kimbrough","ft_makes",11,"2016-12-21","2017-01-07","9677","9681",1,0
"2016-17","Kristen Confroy","fg_misses",10,"2016-11-13","2016-11-25","9665","9670",1,0
"2016-17","Brionna Jones","ft_makes",10,"2017-01-29","2017-02-05","9687","9689",1,0
"2016-17","Brionna Jones","ft_makes",10,"2017-03-03","2017-03-04","9695","9696",1,0
"2016-17","Kiah Gillespie","ft_makes",10,"2016-11-16","2016-12-01","9666","9672",1,0
"2016-17","Brionna Jones","fg_makes",9,"2016-11-25","2016-11-26","9670","9671",1,0
"2016-17","Brionna Jones","fg_makes",9,"2017-02-05","2017-02-09","9689","9690",1,0
"2016-17","Brionna Jones","fg_makes",9,"2017-03-05","2017-03-17","9697","9698",1,0
"2016-17","Destiny Slocum","fg_misses",9,"2017-01-19","2017-01-22","9684","9685",1,0
"2016-17","S. Walker-Kimbrough","ft_makes",9,"2017-02-12","2017-02-26","9691","9694",1,0
"2016-17","Brionna Jones","fg_makes",8,"2016-12-29","2017-01-01","9678","9679",1,0
"2016-17","Brionna Jones","fg_makes",8,"2017-02-09","2017-02-12","9690","9691",1,0
"2016-17","S. Walker-Kimbrough","fg_makes",8,"2017-03-03","2017-03-03","9695","9695",0,0
"2016-17","Stephanie Jones","fg_makes",8,"2017-03-17","2017-03-25","9698","9700",1,1
"2016-17","Brianna Fraser","fg_misses",8,"2017-03-05","2017-03-25","9697","9700",1,0
"2016-17","Ieshia Small","fg_misses",8,"2017-02-09","2017-02-15","9690","9692",1,0
"2016-17","Brionna Jones","ft_makes",8,"2017-01-11","2017-01-14","9682","9683",1,0
"2016-17","Destiny Slocum","ft_makes",8,"2016-12-01","2016-12-08","9672","9675",1,0
"2016-17","S. Walker-Kimbrough","ft_makes",8,"2017-01-07","2017-01-14","9681","9683",1,0
"2016-17","Brionna Jones","fg_makes",7,"2016-11-18","2016-11-20","9668","9669",1,0
"2016-17","Brionna Jones","fg_makes",7,"2017-01-11","2017-01-11","9682","9682",0,0
"2016-17","Brionna Jones","fg_makes",7,"2017-03-17","2017-03-17","9698","9698",0,0
"2016-17","S. Walker-Kimbrough","fg_makes",7,"2017-02-12","2017-02-15","9691","9692",1,0
"2016-17","S. Walker-Kimbrough","fg_makes",7,"2017-03-17","2017-03-19","9698","9699",1,0
"2016-17","Ieshia Small","fg_misses",7,"2016-11-25","2016-11-26","9670","9671",1,0
"2016-17","S. Walker-Kimbrough","fg_misses",7,"2017-03-04","2017-03-05","9696","9697",1,0
"2016-17","Brianna Fraser","ft_makes",7,"2017-01-29","2017-02-02","9687","9688",1,0
"2016-17","Brionna Jones","ft_makes",7,"2017-03-05","2017-03-17","9697","9698",1,0
"2016-17","Kaila Charles","ft_makes",7,"2017-02-20","2017-02-26","9693","9694",1,0
"2016-17","Kiah Gillespie","ft_makes",7,"2017-03-03","2017-03-19","9695","9699",1,1
"2016-17","Kristen Confroy","ft_makes",7,"2016-11-13","2017-01-11","9665","9682",1,0
"2016-17","S. Walker-Kimbrough","ft_makes",7,"2016-12-06","2016-12-12","9674","9676",1,0
"2016-17","S. Walker-Kimbrough","ft_makes",7,"2017-01-29","2017-02-05","9687","9689",1,0
"2016-17","S. Walker-Kimbrough","ft_makes",7,"2017-02-05","2017-02-12","9689","9691",1,0
"2016-17","Brionna Jones","fg_makes",6,"2016-12-01","2016-12-01","9672","9672",0,0
"2016-17","Brionna Jones","fg_makes",6,"2017-01-07","2017-01-11","9681","9682",1,0
"2016-17","Brionna Jones","fg_makes",6,"2017-02-20","2017-02-26","9693","9694",1,0
"2016-17","Jenna Staiti","fg_makes",6,"2016-12-06","2017-01-04","9674","9680",1,0
"2016-17","Kaila Charles","fg_makes",6,"2016-11-16","2016-11-18","9666","9668",1,0
"2016-17","Kaila Charles","fg_makes",6,"2017-01-22","2017-01-22","9685","9685",0,0
"2016-17","Kristen Confroy","fg_makes",6,"2017-03-17","2017-03-19","9698","9699",1,0
"2016-17","S. Walker-Kimbrough","fg_makes",6,"2016-11-16","2016-11-16","9666","9666",0,0
"2016-17","S. Walker-Kimbrough","fg_makes",6,"2016-12-06","2016-12-06","9674","9674",0,0
"2016-17","Stephanie Jones","fg_makes",6,"2016-11-16","2016-11-18","9666","9668",1,0
"2016-17","Blair Watson","fg_misses",6,"2016-11-13","2016-11-16","9665","9666",1,0
"2016-17","Blair Watson","fg_misses",6,"2016-11-18","2016-11-20","9668","9669",1,0
"2016-17","Blair Watson","fg_misses",6,"2016-11-25","2016-12-04","9670","9673",1,0
"2016-17","Destiny Slocum","fg_misses",6,"2017-01-01","2017-01-01","9679","9679",0,0
"2016-17","Destiny Slocum","fg_misses",6,"2017-01-22","2017-01-26","9685","9686",1,0
"2016-17","Ieshia Small","fg_misses",6,"2016-12-01","2016-12-04","9672","9673",1,0
"2016-17","Kristen Confroy","fg_misses",6,"2017-02-02","2017-02-05","9688","9689",1,0
"2016-17","S. Walker-Kimbrough","fg_misses",6,"2017-02-20","2017-02-20","9693","9693",0,0
"2016-17","Brianna Fraser","ft_makes",6,"2016-12-04","2016-12-08","9673","9675",1,0
"2016-17","Brianna Fraser","ft_makes",6,"2017-03-03","2017-03-17","9695","9698",1,0
"2016-17","Brionna Jones","ft_makes",6,"2016-11-16","2016-11-20","9666","9669",1,0
"2016-17","Brionna Jones","ft_makes",6,"2016-12-04","2016-12-06","9673","9674",1,0
"2016-17","Brionna Jones","ft_makes",6,"2016-12-12","2016-12-21","9676","9677",1,0
"2016-17","Brionna Jones","ft_makes",6,"2017-01-11","2017-01-11","9682","9682",0,0
"2016-17","Brionna Jones","ft_makes",6,"2017-02-09","2017-02-12","9690","9691",1,0
"2016-17","Ieshia Small","ft_makes",6,"2016-12-21","2017-01-07","9677","9681",1,0
"2016-17","S. Walker-Kimbrough","ft_makes",6,"2017-03-19","2017-03-25","9699","9700",1,1
"2016-17","Brianna Fraser","fg_makes",5,"2016-11-13","2016-11-16","9665","9666",1,0
"2016-17","Brianna Fraser","fg_makes",5,"2016-11-16","2016-11-18","9666","9668",1,0
"2016-17","Brianna Fraser","fg_makes",5,"2017-01-29","2017-01-29","9687","9687",0,0
"2016-17","Brionna Jones","fg_makes",5,"2016-12-08","2016-12-12","9675","9676",1,0
"2016-17","Brionna Jones","fg_makes",5,"2017-01-01","2017-01-01","9679","9679",0,0
"2016-17","Brionna Jones","fg_makes",5,"2017-01-01","2017-01-04","9679","9680",1,0
