"source_id","file_id","team","period","points","fgm","fga","tpm","tpa","ftm","fta","offensive_rebounds","defensive_rebounds","rebounds","assists","turnovers","steals","blocks","personal_fouls","points_in_paint","points_off_turnovers","points_fastbreak","points_second_chance","points_from_bench"
"2016-17","9665","Maryland",1,34,13,19,2,2,6,8,4,4,8,6,2,10,2,4,18,21,8,3,4
"2016-17","9665","Maryland",2,23,10,19,0,4,3,4,0,7,7,8,2,7,2,7,16,15,4,0,19
"2016-17","9665","Maryland",3,21,9,27,3,10,0,0,11,10,21,7,3,3,2,4,12,4,2,7,6
"2016-17","9665","Maryland",4,22,9,23,1,6,3,4,8,8,16,4,2,6,0,5,12,8,4,3,21
"2016-17","9665","UMass-Lowell",1,5,2,7,0,4,1,2,0,2,2,2,13,0,1,6,4,0,0,0,2
"2016-17","9665","UMass-Lowell",2,11,3,11,1,4,4,6,1,10,11,0,11,0,0,5,2,3,0,0,7
"2016-17","9665","UMass-Lowell",3,14,5,16,3,6,1,1,1,7,8,4,4,1,0,3,4,3,0,0,3
"2016-17","9665","UMass-Lowell",4,14,5,16,2,5,2,2,3,6,9,3,6,0,1,6,4,0,0,6,3
"2016-17","9666","Maryland",1,32,13,20,3,6,3,4,4,10,14,7,2,2,1,4,20,4,4,6,8
"2016-17","9666","Maryland",2,22,9,22,1,4,3,5,8,7,15,2,4,3,1,6,14,9,2,10,4
"2016-17","9666","Maryland",3,26,10,19,3,5,3,4,5,10,15,7,6,1,2,3,12,5,4,6,8
"2016-17","9666","Maryland",4,26,13,19,0,2,0,1,4,13,17,9,3,1,2,3,26,4,6,6,26
"2016-17","9666","Maryland Eastern Shore",1,17,6,16,3,6,2,4,1,4,5,3,2,2,0,2,4,1,0,2,5
"2016-17","9666","Maryland Eastern Shore",2,12,4,13,0,3,4,8,1,6,7,0,6,2,0,6,4,5,0,1,2
"2016-17","9666","Maryland Eastern Shore",3,21,8,21,3,7,2,4,4,4,8,2,3,1,1,4,10,7,2,2,3
"2016-17","9666","Maryland Eastern Shore",4,11,4,19,1,2,2,2,2,3,5,2,1,0,0,2,4,3,0,2,2
"2016-17","9668","Maryland",1,18,8,15,1,7,1,2,3,9,12,5,5,3,1,2,12,0,2,2,2
"2016-17","9668","Maryland",2,19,7,13,0,0,5,6,3,12,15,6,7,3,1,1,10,4,2,2,9
"2016-17","9668","Maryland",3,34,14,21,1,4,5,7,5,8,13,9,3,9,2,2,26,16,12,7,14
"2016-17","9668","Maryland",4,35,12,22,2,3,9,10,6,14,20,9,4,6,0,1,16,13,8,6,35
"2016-17","9668","Mount St. Mary's",1,13,5,15,2,8,1,2,2,5,7,2,4,2,0,2,6,10,0,1,1
"2016-17","9668","Mount St. Mary's",2,7,3,16,1,13,0,0,1,4,5,1,5,2,1,5,4,2,2,2,2
"2016-17","9668","Mount St. Mary's",3,9,4,11,1,2,0,1,1,4,5,3,11,0,0,5,6,0,0,0,0
"2016-17","9668","Mount St. Mary's",4,13,5,20,3,9,0,2,2,5,7,4,7,2,0,5,4,3,0,2,10
"2016-17","9669","Niagara",1,17,5,12,0,1,7,7,3,3,6,2,8,3,1,3,10,4,0,5,4
"2016-17","9669","Niagara",2,15,4,10,3,3,4,8,5,2,7,4,8,1,1,6,0,2,0,8,2
"2016-17","9669","Niagara",3,17,7,15,1,3,2,4,2,7,9,5,1,0,0,1,8,2,0,2,2
"2016-17","9669","Niagara",4,15,3,14,2,4,7,8,3,5,8,3,1,0,2,5,2,2,0,5,1
"2016-17","9669","Maryland",1,27,10,17,3,8,4,4,3,4,7,8,6,3,1,5,14,9,5,6,2
"2016-17","9669","Maryland",2,31,11,18,3,7,6,8,6,3,9,8,2,7,3,7,16,13,6,4,12
"2016-17","9669","Maryland",3,20,8,14,4,7,0,1,0,8,8,6,2,1,2,2,6,0,5,0,7
"2016-17","9669","Maryland",4,18,7,18,1,4,3,6,7,9,16,4,1,1,1,7,8,2,0,8,9
"2016-17","9670","Arizona State",1,4,1,9,0,3,2,3,1,2,3,0,9,3,0,4,2,2,0,0,2
"2016-17","9670","Arizona State",2,9,4,17,0,1,1,1,5,2,7,1,4,1,0,4,8,3,0,0,7
"2016-17","9670","Arizona State",3,15,6,16,2,3,1,2,3,6,9,3,4,1,0,8,4,5,0,2,4
"2016-17","9670","Arizona State",4,14,4,11,0,2,6,11,3,6,9,2,3,0,3,2,6,1,2,4,11
"2016-17","9670","Maryland",1,24,12,16,0,0,0,2,3,8,11,3,5,3,0,4,18,16,6,6,2
"2016-17","9670","Maryland",2,23,9,14,1,5,4,4,3,8,11,7,4,3,3,5,14,6,2,4,4
"2016-17","9670","Maryland",3,19,7,14,0,1,5,8,3,8,11,3,3,2,1,4,10,4,2,2,1
"2016-17","9670","Maryland",4,17,8,22,0,3,1,1,8,6,14,3,2,0,0,8,14,4,0,9,17
"2016-17","9671","Maryland",1,16,5,16,1,4,5,8,5,7,12,3,5,2,0,3,6,4,2,5,3
"2016-17","9671","Maryland",2,18,9,17,0,1,0,0,4,7,11,4,7,4,0,4,14,8,0,8,4
"2016-17","9671","Maryland",3,19,6,14,0,0,7,11,4,6,10,3,4,5,0,5,12,4,2,6,2
"2016-17","9671","Maryland",4,26,5,11,1,2,15,19,2,9,11,2,4,5,0,8,8,4,0,0,5
"2016-17","9671","Washington State",1,20,8,17,3,4,1,2,3,9,12,4,5,3,2,7,6,9,2,2,6
"2016-17","9671","Washington State",2,14,5,18,3,5,1,6,9,4,13,3,8,4,2,2,4,5,0,3,3
"2016-17","9671","Washington State",3,18,8,19,2,5,0,0,5,6,11,4,5,0,0,7,8,5,0,0,4
"2016-17","9671","Washington State",4,17,6,14,0,3,5,13,3,8,11,2,6,2,2,11,10,2,2,4,1
"2016-17","9672","Louisville",1,24,11,21,1,4,1,1,4,4,8,5,2,2,1,3,16,8,2,9,0
"2016-17","9672","Louisville",2,14,6,18,1,9,1,4,3,4,7,4,4,1,0,7,6,2,0,0,4
"2016-17","9672","Louisville",3,15,6,18,1,4,2,4,3,4,7,2,1,3,1,4,10,5,0,5,0
"2016-17","9672","Louisville",4,19,8,22,1,6,2,5,5,8,13,4,0,1,0,6,12,5,2,3,2
"2016-17","9672","Maryland",1,20,7,14,2,6,4,5,3,6,9,1,5,1,2,3,6,2,0,4,4
"2016-17","9672","Maryland",2,22,8,13,0,3,6,9,3,11,14,5,5,1,0,6,12,6,0,4,5
"2016-17","9672","Maryland",3,20,7,14,1,2,5,5,3,11,14,1,4,0,1,4,6,2,0,5,0
"2016-17","9672","Maryland",4,16,4,13,0,4,8,9,1,10,11,2,4,0,3,6,8,0,2,2,0
"2016-17","9673","Maryland",1,24,9,15,4,4,2,4,2,5,7,8,4,6,0,1,6,9,2,3,2
"2016-17","9673","Maryland",2,18,8,16,2,6,0,0,2,15,17,7,3,0,2,2,6,0,2,2,10
"2016-17","9673","Maryland",3,29,9,20,4,10,7,9,7,9,16,8,2,3,2,4,13,9,7,12,10
"2016-17","9673","Maryland",4,21,9,20,2,4,1,2,6,7,13,6,3,3,3,3,14,8,6,9,21
"2016-17","9673","Umbc",1,9,3,8,1,2,2,2,0,4,4,2,10,1,1,2,4,0,0,0,3
"2016-17","9673","Umbc",2,8,3,22,1,7,1,1,4,6,10,1,0,1,0,3,2,0,0,5,0
