"source_id","file_id","period","time_remaining","seconds_elapsed","team","player_name","player_number","foul_type","player_foul_count","team_fouls_in_period","bonus_active","margin_at_foul"
"2016-17","9665",1,540,60,"UMass-Lowell","Katherine SMITH",50,"personal",1,1,0,-4
"2016-17","9665",1,505,95,"Maryland","S. Walker-Kimbrough",32,"personal",1,1,0,5
"2016-17","9665",1,461,139,"Maryland","Kaila Charles",3,"personal",1,2,0,7
"2016-17","9665",1,420,180,"UMass-Lowell","Megan HENDRICK",3,"personal",1,2,0,-8
"2016-17","9665",1,193,407,"Maryland","Ieshia Small",1,"personal",1,3,0,14
"2016-17","9665",1,180,420,"UMass-Lowell","Katherine SMITH",50,"personal",2,3,0,-14
"2016-17","9665",1,156,444,"Maryland","Sarah Myers",21,"personal",1,4,0,16
"2016-17","9665",1,130,470,"UMass-Lowell","Nazarae BUTLER",22,"personal",1,4,0,-18
"2016-17","9665",1,74,526,"UMass-Lowell","Shawnkia McCALLUM",23,"personal",1,5,1,-22
"2016-17","9665",1,25,575,"UMass-Lowell","Tyshay BRITTEN",11,"personal",1,6,1,-29
"2016-17","9665",2,594,606,"UMass-Lowell","Kayla GIBBS",1,"personal",1,1,0,-31
"2016-17","9665",2,560,640,"UMass-Lowell","Kayla GIBBS",1,"personal",2,2,0,-31
"2016-17","9665",2,508,692,"Maryland","Kaila Charles",3,"personal",2,1,0,33
"2016-17","9665",2,477,723,"UMass-Lowell","Tyshay BRITTEN",11,"personal",2,3,0,-30
"2016-17","9665",2,420,780,"Maryland","Jenna Staiti",14,"personal",1,2,0,32
"2016-17","9665",2,412,788,"Maryland","Jenna Staiti",14,"personal",2,3,0,32
"2016-17","9665",2,341,859,"Maryland","Stephanie Jones",24,"personal",1,4,0,32
"2016-17","9665",2,301,899,"Maryland","Destiny Slocum",5,"personal",1,5,1,32
"2016-17","9665",2,248,952,"UMass-Lowell","Kiana BATAGELJ",15,"personal",1,4,0,-32
"2016-17","9665",2,215,985,"Maryland","S. Walker-Kimbrough",32,"personal",2,6,1,34
"2016-17","9665",2,193,1007,"UMass-Lowell","Megan HENDRICK",3,"personal",2,5,1,-36
"2016-17","9665",2,56,1144,"Maryland","Kiah Gillespie",15,"personal",1,7,1,41
"2016-17","9665",3,520,1280,"UMass-Lowell","Kayla GIBBS",1,"personal",3,1,0,-40
"2016-17","9665",3,376,1424,"Maryland","Kiah Gillespie",15,"personal",2,1,0,46
"2016-17","9665",3,344,1456,"Maryland","S. Walker-Kimbrough",32,"personal",3,2,0,44
"2016-17","9665",3,153,1647,"UMass-Lowell","Nicole HAYNER",34,"personal",1,2,0,-47
"2016-17","9665",3,109,1691,"Maryland","Brianna Fraser",34,"personal",1,3,0,44
"2016-17","9665",3,21,1779,"Maryland","Ieshia Small",1,"personal",2,4,0,48
"2016-17","9665",3,5,1795,"UMass-Lowell","Tyshay BRITTEN",11,"personal",3,3,0,-48
"2016-17","9665",4,572,1828,"UMass-Lowell","Kiana BATAGELJ",15,"personal",2,1,0,-50
"2016-17","9665",4,538,1862,"Maryland","Jenna Staiti",14,"personal",3,1,0,52
"2016-17","9665",4,522,1878,"Maryland","Jenna Staiti",14,"personal",4,2,0,52
"2016-17","9665",4,449,1951,"Maryland","Sarah Myers",21,"personal",2,3,0,57
"2016-17","9665",4,438,1962,"UMass-Lowell","Megan HENDRICK",3,"personal",3,2,0,-57
"2016-17","9665",4,400,2000,"UMass-Lowell","Kiana BATAGELJ",15,"personal",3,3,0,-57
"2016-17","9665",4,313,2087,"UMass-Lowell","Kiana BATAGELJ",15,"personal",4,4,0,-61
"2016-17","9665",4,308,2092,"UMass-Lowell","Tyshay BRITTEN",11,"personal",4,5,1,-61
"2016-17","9665",4,282,2118,"Maryland","Stephanie Jones",24,"personal",2,4,0,61
"2016-17","9665",4,242,2158,"Maryland","Blair Watson",22,"personal",1,5,1,61
"2016-17","9665",4,29,2371,"UMass-Lowell","Nicole HAYNER",34,"personal",2,6,1,-57
"2016-17","9666",1,497,103,"Maryland","Destiny Slocum",5,"personal",1,1,0,8
"2016-17","9666",1,415,185,"Maryland Eastern Shore","Alexus HICKS",3,"personal",1,1,0,-9
"2016-17","9666",1,264,336,"Maryland","S. Walker-Kimbrough",32,"personal",1,2,0,7
"2016-17","9666",1,241,359,"Maryland","Ieshia Small",1,"personal",1,3,0,6
"2016-17","9666",1,160,440,"Maryland","Destiny Slocum",5,"personal",2,4,0,8
"2016-17","9666",1,78,522,"Maryland Eastern Shore","Keyera EATON",32,"personal",1,2,0,-10
"2016-17","9666",2,566,634,"Maryland","Kaila Charles",3,"personal",1,1,0,15
"2016-17","9666",2,536,664,"Maryland","Sarah Myers",21,"personal",1,2,0,16
"2016-17","9666",2,526,674,"Maryland Eastern Shore","Briana SYE",15,"personal",1,1,0,-17
"2016-17","9666",2,408,792,"Maryland Eastern Shore","Tori MORRIS",12,"personal",1,2,0,-18
"2016-17","9666",2,381,819,"Maryland","Sarah Myers",21,"personal",2,3,0,20
"2016-17","9666",2,312,888,"Maryland Eastern Shore","Ciani BYROM",2,"personal",1,3,0,-23
"2016-17","9666",2,311,889,"Maryland","Kiah Gillespie",15,"personal",1,4,0,23
"2016-17","9666",2,295,905,"Maryland","Ieshia Small",1,"personal",2,5,1,23
"2016-17","9666",2,173,1027,"Maryland Eastern Shore","Keyera EATON",32,"personal",2,4,0,-24
