team,games,wins,losses,win_pct,total_points,ppg,points_allowed,off_rating,def_rating,net_rating,fg_made,fg_attempted,fg_pct,three_made,three_attempted,three_pt_pct,ft_made,ft_attempted,ft_pct,efg_pct,ts_pct,ft_rate,total_rebounds,rpg,total_assists,apg,ast_to_ratio,total_steals,spg,total_blocks,bpg,total_turnovers,tpg,total_fouls,fpg
Maryland,35,32,3,91.42857142857143,3125,89.28571428571429,2256,89.28571428571429,64.45714285714286,24.828571428571436,1194,2340,51.02564102564102,217,580,37.41379310344828,520,736,70.65217391304348,55.662393162393165,58.65592528079764,0.3145299145299145,1556,44.457142857142856,694,19.82857142857143,1.3397683397683398,382,10.914285714285715,174,4.9714285714285715,518,14.8,558,15.942857142857143
Connecticut,1,1,0,100.0,87,87.0,81,87.0,81.0,6.0,34,67,50.74626865671642,9,21,42.857142857142854,10,16,62.5,57.46268656716418,58.752025931928685,0.23880597014925373,31,31.0,20,20.0,2.0,6,6.0,4,4.0,10,10.0,17,17.0
Oregon,1,1,0,100.0,77,77.0,63,77.0,63.0,14.0,28,61,45.90163934426229,6,15,40.0,15,16,93.75,50.81967213114754,56.58436213991769,0.26229508196721313,31,31.0,14,14.0,0.8235294117647058,11,11.0,1,1.0,17,17.0,15,15.0
Ohio State,1,1,0,100.0,98,98.0,87,98.0,87.0,11.0,36,57,63.1578947368421,10,18,55.55555555555556,16,25,64.0,71.9298245614035,72.05882352941177,0.43859649122807015,32,32.0,13,13.0,0.9285714285714286,8,8.0,3,3.0,14,14.0,20,20.0
Northwestern,1,0,1,0.0,65,65.0,96,65.0,96.0,-31.0,24,59,40.67796610169492,1,11,9.090909090909092,16,21,76.19047619047619,41.52542372881356,47.626025791324736,0.3559322033898305,30,30.0,8,8.0,0.4444444444444444,7,7.0,5,5.0,18,18.0,19,19.0
Purdue,2,0,2,0.0,134,67.0,159,67.0,79.5,-12.5,50,125,40.0,8,31,25.806451612903224,26,33,78.78787878787878,43.2,48.021788990825684,0.264,70,35.0,31,15.5,0.9117647058823529,17,8.5,9,4.5,34,17.0,32,16.0
Towson,1,0,1,0.0,63,63.0,97,63.0,97.0,-34.0,24,56,42.857142857142854,1,9,11.11111111111111,14,18,77.77777777777779,43.75,49.28035043804756,0.32142857142857145,28,28.0,6,6.0,0.2857142857142857,7,7.0,3,3.0,21,21.0,20,20.0
Saint Peter's,1,0,1,0.0,49,49.0,101,49.0,101.0,-52.0,19,46,41.30434782608695,7,12,58.333333333333336,4,4,100.0,48.91304347826087,51.298157453936355,0.08695652173913043,23,23.0,9,9.0,0.32142857142857145,3,3.0,1,1.0,28,28.0,13,13.0
Michigan State,2,0,2,0.0,161,80.5,189,80.5,94.5,-14.0,63,129,48.837209302325576,20,54,37.03703703703704,15,25,60.0,56.58914728682171,57.49999999999999,0.1937984496124031,55,27.5,45,22.5,1.5517241379310345,9,4.5,8,4.0,29,14.5,43,21.5
Minnesota,3,0,3,0.0,212,70.66666666666667,268,70.66666666666667,89.33333333333333,-18.666666666666657,77,195,39.48717948717949,19,49,38.775510204081634,39,50,78.0,44.35897435897436,48.8479262672811,0.2564102564102564,104,34.666666666666664,34,11.333333333333334,0.576271186440678,23,7.666666666666667,13,4.333333333333333,59,19.666666666666668,45,15.0
Nebraska,1,0,1,0.0,49,49.0,93,49.0,93.0,-44.0,20,63,31.746031746031743,4,19,21.052631578947366,5,12,41.66666666666667,34.92063492063492,35.881663737551264,0.19047619047619047,31,31.0,10,10.0,0.5882352941176471,5,5.0,2,2.0,17,17.0,18,18.0
Louisville,1,0,1,0.0,72,72.0,78,72.0,78.0,-6.0,31,79,39.24050632911392,4,23,17.391304347826086,6,14,42.857142857142854,41.77215189873418,42.27336777829967,0.17721518987341772,35,35.0,15,15.0,2.142857142857143,7,7.0,2,2.0,7,7.0,20,20.0
Iowa,2,0,2,0.0,163,81.5,198,81.5,99.0,-17.5,58,124,46.774193548387096,17,43,39.53488372093023,30,41,73.17073170731707,53.62903225806451,57.378203323007604,0.33064516129032256,55,27.5,34,17.0,1.096774193548387,14,7.0,5,2.5,31,15.5,35,17.5
Mount St. Mary's,1,0,1,0.0,42,42.0,106,42.0,106.0,-64.0,17,62,27.419354838709676,7,32,21.875,1,5,20.0,33.064516129032256,32.71028037383177,0.08064516129032258,24,24.0,10,10.0,0.37037037037037035,6,6.0,1,1.0,27,27.0,17,17.0
Illinois,2,0,2,0.0,108,54.0,178,54.0,89.0,-35.0,42,134,31.343283582089555,12,40,30.0,12,14,85.71428571428571,35.82089552238806,38.52739726027397,0.1044776119402985,65,32.5,17,8.5,0.5,13,6.5,9,4.5,34,17.0,40,20.0
Niagara,1,0,1,0.0,64,64.0,96,64.0,96.0,-32.0,19,51,37.254901960784316,6,11,54.54545454545454,20,27,74.07407407407408,43.13725490196079,50.89058524173028,0.5294117647058824,30,30.0,14,14.0,0.7777777777777778,4,4.0,3,3.0,18,18.0,15,15.0
Umbc,1,0,1,0.0,42,42.0,92,42.0,92.0,-50.0,16,59,27.11864406779661,3,17,17.647058823529413,7,10,70.0,29.66101694915254,33.12302839116719,0.1694915254237288,29,29.0,10,10.0,0.5,5,5.0,1,1.0,20,20.0,13,13.0
UMass-Lowell,1,0,1,0.0,44,44.0,100,44.0,100.0,-56.0,15,50,30.0,6,19,31.57894736842105,8,11,72.72727272727273,36.0,40.11670313639679,0.22,30,30.0,9,9.0,0.2647058823529412,1,1.0,2,2.0,34,34.0,20,20.0
Arizona State,1,0,1,0.0,42,42.0,83,42.0,83.0,-41.0,15,53,28.30188679245283,2,9,22.22222222222222,10,17,58.82352941176471,30.18867924528302,34.72222222222222,0.32075471698113206,28,28.0,6,6.0,0.3,5,5.0,3,3.0,20,20.0,18,18.0
Maryland Eastern Shore,1,0,1,0.0,61,61.0,106,61.0,106.0,-45.0,22,69,31.88405797101449,7,18,38.88888888888889,10,18,55.55555555555556,36.95652173913043,39.65158606344254,0.2608695652173913,25,25.0,7,7.0,0.5833333333333334,5,5.0,1,1.0,12,12.0,14,14.0
Indiana,1,0,1,0.0,56,56.0,92,56.0,92.0,-36.0,22,69,31.88405797101449,3,16,18.75,9,14,64.28571428571429,34.05797101449276,37.253858435337946,0.2028985507246377,32,32.0,15,15.0,1.3636363636363635,6,6.0,1,1.0,11,11.0,17,17.0
Rutgers,1,0,1,0.0,71,71.0,80,71.0,80.0,-9.0,29,65,44.61538461538462,7,14,50.0,6,10,60.0,50.0,51.15273775216138,0.15384615384615385,27,27.0,15,15.0,0.9375,11,11.0,2,2.0,16,16.0,22,22.0
Michigan,1,0,1,0.0,70,70.0,83,70.0,83.0,-13.0,26,60,43.333333333333336,9,22,40.909090909090914,9,9,100.0,50.83333333333333,54.721701063164474,0.15,33,33.0,17,17.0,0.9444444444444444,7,7.0,2,2.0,18,18.0,15,15.0
Wisconsin,1,0,1,0.0,40,40.0,89,40.0,89.0,-49.0,17,54,31.48148148148148,3,14,21.428571428571427,3,6,50.0,34.25925925925926,35.31073446327684,0.1111111111111111,24,24.0,9,9.0,0.45,3,3.0,5,5.0,20,20.0,15,15.0
Washington State,1,0,1,0.0,69,69.0,79,69.0,79.0,-10.0,27,68,39.705882352941174,8,17,47.05882352941176,7,21,33.33333333333333,45.588235294117645,44.665976178146046,0.3088235294117647,47,47.0,13,13.0,0.5416666666666666,9,9.0,6,6.0,24,24.0,27,27.0
Loyola Maryland,1,0,1,0.0,60,60.0,79,60.0,79.0,-19.0,25,57,43.859649122807014,6,20,30.0,4,8,50.0,49.122807017543856,49.5703899537343,0.14035087719298245,23,23.0,16,16.0,0.6956521739130435,7,7.0,2,2.0,23,23.0,16,16.0
West Virginia,1,0,1,0.0,56,56.0,83,56.0,83.0,-27.0,20,63,31.746031746031743,3,10,30.0,13,16,81.25,34.12698412698413,39.977155910908046,0.25396825396825395,38,38.0,10,10.0,0.5555555555555556,6,6.0,6,6.0,18,18.0,16,16.0
Duquesne,1,0,1,0.0,57,57.0,77,57.0,77.0,-20.0,16,52,30.76923076923077,5,20,25.0,20,23,86.95652173913044,35.57692307692308,45.87894397939472,0.4423076923076923,28,28.0,14,14.0,0.6666666666666666,6,6.0,3,3.0,21,21.0,24,24.0
Bucknell,1,0,1,0.0,61,61.0,103,61.0,103.0,-42.0,20,54,37.03703703703704,5,22,22.727272727272727,16,19,84.21052631578947,41.66666666666667,48.909557408595255,0.35185185185185186,30,30.0,10,10.0,0.5,3,3.0,1,1.0,20,20.0,18,18.0
Penn State,1,0,1,0.0,83,83.0,89,83.0,89.0,-6.0,34,75,45.33333333333333,8,18,44.44444444444444,7,13,53.84615384615385,50.66666666666667,51.412289395441036,0.17333333333333334,30,30.0,12,12.0,0.8571428571428571,7,7.0,0,0.0,14,14.0,27,27.0
