"source_id","file_id","team","name","number","position","minutes","field_goals","fg_pct","three_pointers","three_pt_pct","free_throws","ft_pct","rebounds","assists","turnovers","steals","blocks","points","offensive_rebounds","defensive_rebounds","personal_fouls","technical_fouls","efficiency","usage_pct","points_per_minute","fgm","fga","tpm","tpa","ftm","fta","starter"
2016,9665,"Maryland","K. CHARLES",3,"G",21,"5-12",41.7,"0-0",0.0,"1-2",50.0,10,2,1,2,0,11,7,3,2,0,16.0,25.41,0.524,5,12,0,0,1,2,1
2016,9665,"Maryland","D. SLOCUM",5,"G",22,"5-11",45.5,"3-5",60.0,"2-2",100.0,5,6,0,4,0,15,2,3,1,0,24.0,20.76,0.682,5,11,3,5,2,2,1
2016,9665,"Maryland","K. CONFROY",12,"G",19,"2-5",40.0,"1-4",25.0,"1-2",50.0,2,2,0,2,0,6,0,2,0,0,8.0,11.9,0.316,2,5,1,4,1,2,1
2016,9665,"Maryland","S. WALKER-KIMBROUGH",32,"G",15,"5-8",62.5,"1-2",50.0,"3-4",75.0,2,3,2,2,0,14,1,1,3,0,15.0,30.14,0.933,5,8,1,2,3,4,1
2016,9665,"Maryland","B. JONES",42,"C",14,"2-3",66.7,"0-1",0.0,"0-0",0.0,4,0,0,2,2,4,0,4,0,0,11.0,8.24,0.286,2,3,0,1,0,0,1
2016,9665,"Maryland","I. SMALL",1,"",23,"5-10",50.0,"0-2",0.0,"2-2",100.0,2,4,2,3,0,12,1,1,2,0,14.0,21.53,0.522,5,10,0,2,2,2,0
2016,9665,"Maryland","J. STAITI",14,"",10,"3-9",33.3,"0-0",0.0,"0-0",0.0,4,0,1,0,0,6,3,1,4,0,3.0,38.45,0.6,3,9,0,0,0,0,0
2016,9665,"Maryland","K. GILLESPIE",15,"",18,"3-6",50.0,"1-1",100.0,"0-0",0.0,7,5,2,3,1,7,2,5,2,0,18.0,17.09,0.389,3,6,1,1,0,0,0
2016,9665,"Maryland","S. MYERS",21,"",13,"1-3",33.3,"0-1",0.0,"0-0",0.0,0,0,1,2,0,2,0,0,2,0,1.0,11.83,0.154,1,3,0,1,0,0,0
2016,9665,"Maryland","B. WATSON",22,"",22,"1-9",11.1,"0-6",0.0,"0-0",0.0,6,3,0,5,1,2,4,2,1,0,9.0,15.73,0.091,1,9,0,6,0,0,0
2016,9665,"Maryland","S. JONES",24,"",8,"3-5",60.0,"0-0",0.0,"1-1",100.0,1,0,0,0,0,7,0,1,2,0,6.0,0.0,0.0,3,5,0,0,1,1,0
2016,9665,"Maryland","B. FRASER",34,"",15,"6-7",85.7,"0-0",0.0,"2-3",66.7,4,0,0,1,0,14,2,2,1,0,17.0,21.33,0.933,6,7,0,0,2,3,0
2016,9665,"UMass-Lowell","K. GIBBS",1,"G",16,"1-3",33.3,"0-0",0.0,"0-0",0.0,4,1,2,0,1,2,0,4,3,0,4.0,14.07,0.125,1,3,0,0,0,0,1
2016,9665,"UMass-Lowell","A. MITCHELL-OWENS",12,"G",30,"2-5",40.0,"0-1",0.0,"0-0",0.0,1,4,8,0,0,4,0,1,0,0,-2.0,19.51,0.133,2,5,0,1,0,0,1
2016,9665,"UMass-Lowell","S. MCCALLUM",23,"G",21,"0-8",0.0,"0-2",0.0,"0-0",0.0,7,1,6,0,1,0,1,6,1,0,-5.0,30.02,0.0,0,8,0,2,0,0,1
2016,9665,"UMass-Lowell","N. HAYNER",34,"G",25,"5-9",55.6,"3-4",75.0,"4-4",100.0,0,2,3,0,0,17,0,0,2,0,12.0,24.78,0.68,5,9,3,4,4,4,1
