source_id,file_id,period,time_remaining,assister_number,assister_name,assister_assist_count,scorer_number,scorer_name,shot_type,points,home_score,visiting_score,narrative
2016,9672,2,351,05,Destiny Slocum,2,42,Brionna Jones,LAYUP,2,29.0,32.0,42 Brionna Jones LAYUP GOOD (12 Pt); 05 Destiny Slocum Assist (2 Asst)
2016,9672,2,265,42,Brionna Jones,1,24,Stephanie Jones,LAYUP,2,30.0,36.0,24 Stephanie Jones LAYUP GOOD (5 Pt); 42 Brionna Jones Assist (1 Asst)
2016,9672,3,382,05,Destiny Slocum,3,12,Kristen Confroy,3PTR,3,43.0,49.0,12 Kristen Confroy 3PTR GOOD (3 Pt); 05 Destiny Slocum Assist (3 Asst)
2016,9672,4,165,32,S. Walker-Kimbrough,3,42,Brionna Jones,LAYUP,2,67.0,67.0,42 Brionna Jones LAYUP GOOD (16 Pt); 32 S. Walker-Kimbrough Assist (3 Asst)
2016,9672,4,140,05,Destiny Slocum,4,03,Kaila Charles,LAYUP,2,67.0,69.0,03 Kaila Charles LAYUP GOOD (8 Pt); 05 Destiny Slocum Assist (4 Asst)
2016,9673,1,403,05,Destiny Slocum,1,12,Kristen Confroy,3PTR,3,7.0,2.0,12 Kristen Confroy 3PTR GOOD (3 Pt); 05 Destiny Slocum Assist (1 Asst)
2016,9673,1,342,32,S. Walker-Kimbrough,1,42,Brionna Jones,JUMPER,2,9.0,2.0,42 Brionna Jones JUMPER GOOD (4 Pt); 32 S. Walker-Kimbrough Assist (1 Asst)
2016,9673,1,318,12,Kristen Confroy,1,32,S. Walker-Kimbrough,3PTR,3,12.0,4.0,32 S. Walker-Kimbrough 3PTR GOOD (5 Pt); 12 Kristen Confroy Assist (1 Asst)
2016,9673,1,188,05,Destiny Slocum,2,42,Brionna Jones,LAYUP,2,14.0,4.0,42 Brionna Jones LAYUP GOOD (6 Pt); 05 Destiny Slocum Assist (2 Asst)
2016,9673,1,153,32,S. Walker-Kimbrough,2,12,Kristen Confroy,LAYUP,2,16.0,4.0,12 Kristen Confroy LAYUP GOOD (5 Pt); 32 S. Walker-Kimbrough Assist (2 Asst)
2016,9673,1,129,22,Blair Watson,1,12,Kristen Confroy,3PTR,3,19.0,6.0,12 Kristen Confroy 3PTR GOOD (8 Pt); 22 Blair Watson Assist (1 Asst)
2016,9673,1,92,12,Kristen Confroy,2,05,Destiny Slocum,3PTR,3,22.0,6.0,05 Destiny Slocum 3PTR GOOD (3 Pt); 12 Kristen Confroy Assist (2 Asst)
2016,9673,1,28,15,Kiah Gillespie,1,14,Jenna Staiti,JUMPER,2,24.0,6.0,14 Jenna Staiti JUMPER GOOD (2 Pt); 15 Kiah Gillespie Assist (1 Asst)
2016,9673,2,564,21,Sarah Myers,1,32,S. Walker-Kimbrough,JUMPER,2,26.0,9.0,32 S. Walker-Kimbrough JUMPER GOOD (7 Pt); 21 Sarah Myers Assist (1 Asst)
2016,9673,2,515,32,S. Walker-Kimbrough,3,14,Jenna Staiti,LAYUP,2,28.0,9.0,14 Jenna Staiti LAYUP GOOD (4 Pt); 32 S. Walker-Kimbrough Assist (3 Asst)
2016,9673,2,385,34,Brianna Fraser,1,24,Stephanie Jones,JUMPER,2,33.0,12.0,24 Stephanie Jones JUMPER GOOD (2 Pt); 34 Brianna Fraser Assist (1 Asst)
2016,9673,2,261,05,Destiny Slocum,3,12,Kristen Confroy,3PTR,3,36.0,14.0,12 Kristen Confroy 3PTR GOOD (11 Pt); 05 Destiny Slocum Assist (3 Asst)
2016,9673,2,231,01,Ieshia Small,1,24,Stephanie Jones,LAYUP,2,38.0,14.0,24 Stephanie Jones LAYUP GOOD (4 Pt); 01 Ieshia Small Assist (1 Asst)
2016,9673,2,50,14,Jenna Staiti,1,15,Kiah Gillespie,LAYUP,2,42.0,17.0,15 Kiah Gillespie LAYUP GOOD (2 Pt); 14 Jenna Staiti Assist (1 Asst)
2016,9673,3,547,03,Kaila Charles,1,12,Kristen Confroy,3PTR,3,45.0,19.0,12 Kristen Confroy 3PTR GOOD (14 Pt); 03 Kaila Charles Assist (1 Asst)
2016,9673,3,484,12,Kristen Confroy,4,05,Destiny Slocum,3PTR,3,48.0,19.0,05 Destiny Slocum 3PTR GOOD (9 Pt); 12 Kristen Confroy Assist (4 Asst)
2016,9673,3,441,05,Destiny Slocum,4,12,Kristen Confroy,3PTR,3,51.0,19.0,12 Kristen Confroy 3PTR GOOD (17 Pt); 05 Destiny Slocum Assist (4 Asst)
2016,9673,3,375,42,Brionna Jones,1,32,S. Walker-Kimbrough,LAYUP,2,56.0,21.0,32 S. Walker-Kimbrough LAYUP GOOD (9 Pt); 42 Brionna Jones Assist (1 Asst)
2016,9673,3,343,03,Kaila Charles,2,42,Brionna Jones,LAYUP,2,58.0,24.0,42 Brionna Jones LAYUP GOOD (11 Pt); 03 Kaila Charles Assist (2 Asst)
2016,9673,3,283,34,Brianna Fraser,2,03,Kaila Charles,LAYUP,2,61.0,24.0,03 Kaila Charles LAYUP GOOD (3 Pt); 34 Brianna Fraser Assist (2 Asst)
2016,9673,3,87,01,Ieshia Small,2,22,Blair Watson,LAYUP,2,66.0,27.0,22 Blair Watson LAYUP GOOD (2 Pt); 01 Ieshia Small Assist (2 Asst)
2016,9673,3,5,01,Ieshia Small,3,22,Blair Watson,3PTR,3,71.0,27.0,22 Blair Watson 3PTR GOOD (5 Pt); 01 Ieshia Small Assist (3 Asst)
2016,9673,4,566,21,Sarah Myers,2,14,Jenna Staiti,JUMPER,2,73.0,27.0,14 Jenna Staiti JUMPER GOOD (6 Pt); 21 Sarah Myers Assist (2 Asst)
2016,9673,4,452,22,Blair Watson,2,01,Ieshia Small,LAYUP,2,77.0,29.0,01 Ieshia Small LAYUP GOOD (4 Pt); 22 Blair Watson Assist (2 Asst)
2016,9673,4,409,15,Kiah Gillespie,2,01,Ieshia Small,3PTR,3,80.0,31.0,01 Ieshia Small 3PTR GOOD (7 Pt); 15 Kiah Gillespie Assist (2 Asst)
2016,9673,4,343,22,Blair Watson,3,01,Ieshia Small,LAYUP,2,84.0,32.0,01 Ieshia Small LAYUP GOOD (9 Pt); 22 Blair Watson Assist (3 Asst)
2016,9673,4,167,15,Kiah Gillespie,3,14,Jenna Staiti,LAYUP,2,86.0,39.0,14 Jenna Staiti LAYUP GOOD (8 Pt); 15 Kiah Gillespie Assist (3 Asst)
2016,9673,4,94,21,Sarah Myers,3,22,Blair Watson,3PTR,3,91.0,39.0,22 Blair Watson 3PTR GOOD (10 Pt); 21 Sarah Myers Assist (3 Asst)
2016,9674,1,575,05,Destiny Slocum,1,42,Brionna Jones,JUMPER,2,2.0,0.0,42 Brionna Jones JUMPER GOOD (2 Pt); 05 Destiny Slocum Assist (1 Asst)
2016,9674,1,505,05,Destiny Slocum,2,12,Kristen Confroy,3PTR,3,5.0,2.0,12 Kristen Confroy 3PTR GOOD (3 Pt); 05 Destiny Slocum Assist (2 Asst)
2016,9674,1,314,12,Kristen Confroy,1,24,Stephanie Jones,LAYUP,2,12.0,4.0,24 Stephanie Jones LAYUP GOOD (2 Pt); 12 Kristen Confroy Assist (1 Asst)
2016,9674,1,282,05,Destiny Slocum,3,32,S. Walker-Kimbrough,3PTR,3,15.0,6.0,32 S. Walker-Kimbrough 3PTR GOOD (6 Pt); 05 Destiny Slocum Assist (3 Asst)
2016,9674,1,91,22,Blair Watson,1,42,Brionna Jones,LAYUP,2,17.0,6.0,42 Brionna Jones LAYUP GOOD (4 Pt); 22 Blair Watson Assist (1 Asst)
2016,9674,1,55,34,Brianna Fraser,1,12,Kristen Confroy,3PTR,3,20.0,8.0,12 Kristen Confroy 3PTR GOOD (6 Pt); 34 Brianna Fraser Assist (1 Asst)
2016,9674,2,541,32,S. Walker-Kimbrough,1,42,Brionna Jones,LAYUP,2,26.0,12.0,42 Brionna Jones LAYUP GOOD (10 Pt); 32 S. Walker-Kimbrough Assist (1 Asst)
2016,9674,2,468,12,Kristen Confroy,2,42,Brionna Jones,JUMPER,2,31.0,14.0,42 Brionna Jones JUMPER GOOD (15 Pt); 12 Kristen Confroy Assist (2 Asst)
2016,9674,2,421,05,Destiny Slocum,4,32,S. Walker-Kimbrough,LAYUP,2,36.0,14.0,32 S. Walker-Kimbrough LAYUP GOOD (8 Pt); 05 Destiny Slocum Assist (4 Asst)
2016,9674,2,368,32,S. Walker-Kimbrough,2,05,Destiny Slocum,LAYUP,2,41.0,16.0,05 Destiny Slocum LAYUP GOOD (2 Pt); 32 S. Walker-Kimbrough Assist (2 Asst)
2016,9674,2,343,05,Destiny Slocum,5,32,S. Walker-Kimbrough,LAYUP,2,43.0,16.0,32 S. Walker-Kimbrough LAYUP GOOD (13 Pt); 05 Destiny Slocum Assist (5 Asst)
2016,9674,2,312,14,Jenna Staiti,1,22,Blair Watson,3PTR,3,46.0,18.0,22 Blair Watson 3PTR GOOD (3 Pt); 14 Jenna Staiti Assist (1 Asst)
2016,9674,2,196,15,Kiah Gillespie,1,14,Jenna Staiti,LAYUP,2,48.0,22.0,14 Jenna Staiti LAYUP GOOD (2 Pt); 15 Kiah Gillespie Assist (1 Asst)
2016,9674,2,155,21,Sarah Myers,1,22,Blair Watson,3PTR,3,51.0,24.0,22 Blair Watson 3PTR GOOD (6 Pt); 21 Sarah Myers Assist (1 Asst)
2016,9674,2,117,21,Sarah Myers,2,32,S. Walker-Kimbrough,3PTR,3,54.0,24.0,32 S. Walker-Kimbrough 3PTR GOOD (16 Pt); 21 Sarah Myers Assist (2 Asst)
2016,9674,3,542,05,Destiny Slocum,6,12,Kristen Confroy,3PTR,3,61.0,33.0,12 Kristen Confroy 3PTR GOOD (9 Pt); 05 Destiny Slocum Assist (6 Asst)
2016,9674,3,456,32,S. Walker-Kimbrough,3,03,Kaila Charles,LAYUP,2,64.0,33.0,03 Kaila Charles LAYUP GOOD (4 Pt); 32 S. Walker-Kimbrough Assist (3 Asst)
2016,9674,3,385,03,Kaila Charles,1,12,Kristen Confroy,LAYUP,2,69.0,33.0,12 Kristen Confroy LAYUP GOOD (11 Pt); 03 Kaila Charles Assist (1 Asst)
2016,9674,3,91,15,Kiah Gillespie,2,21,Sarah Myers,LAYUP,2,73.0,42.0,21 Sarah Myers LAYUP GOOD (2 Pt); 15 Kiah Gillespie Assist (2 Asst)
2016,9674,3,11,15,Kiah Gillespie,3,22,Blair Watson,LAYUP,2,76.0,44.0,22 Blair Watson LAYUP GOOD (8 Pt); 15 Kiah Gillespie Assist (3 Asst)
2016,9674,4,579,01,Ieshia Small,1,15,Kiah Gillespie,JUMPER,2,78.0,44.0,15 Kiah Gillespie JUMPER GOOD (2 Pt); 01 Ieshia Small Assist (1 Asst)
2016,9674,4,467,22,Blair Watson,2,15,Kiah Gillespie,JUMPER,2,82.0,49.0,15 Kiah Gillespie JUMPER GOOD (4 Pt); 22 Blair Watson Assist (2 Asst)
2016,9674,4,378,01,Ieshia Small,2,14,Jenna Staiti,LAYUP,2,85.0,53.0,14 Jenna Staiti LAYUP GOOD (5 Pt); 01 Ieshia Small Assist (2 Asst)
2016,9674,4,275,22,Blair Watson,3,14,Jenna Staiti,LAYUP,2,87.0,57.0,14 Jenna Staiti LAYUP GOOD (7 Pt); 22 Blair Watson Assist (3 Asst)
2016,9674,4,104,21,Sarah Myers,3,34,Brianna Fraser,JUMPER,2,95.0,61.0,34 Brianna Fraser JUMPER GOOD (10 Pt); 21 Sarah Myers Assist (3 Asst)
2016,9675,1,364,22,Blair Watson,1,42,Brionna Jones,LAYUP,2,7.0,5.0,42 Brionna Jones LAYUP GOOD (5 Pt); 22 Blair Watson Assist (1 Asst)
2016,9675,1,231,34,Brianna Fraser,1,42,Brionna Jones,LAYUP,2,11.0,7.0,42 Brionna Jones LAYUP GOOD (9 Pt); 34 Brianna Fraser Assist (1 Asst)
2016,9675,1,184,05,Destiny Slocum,1,42,Brionna Jones,LAYUP,2,13.0,7.0,42 Brionna Jones LAYUP GOOD (11 Pt); 05 Destiny Slocum Assist (1 Asst)
2016,9675,1,4,05,Destiny Slocum,2,32,S. Walker-Kimbrough,LAYUP,2,17.0,13.0,32 S. Walker-Kimbrough LAYUP GOOD (6 Pt); 05 Destiny Slocum Assist (2 Asst)
2016,9675,2,590,05,Destiny Slocum,3,42,Brionna Jones,LAYUP,2,19.0,13.0,42 Brionna Jones LAYUP GOOD (13 Pt); 05 Destiny Slocum Assist (3 Asst)
2016,9675,2,490,03,Kaila Charles,1,42,Brionna Jones,LAYUP,2,21.0,13.0,42 Brionna Jones LAYUP GOOD (15 Pt); 03 Kaila Charles Assist (1 Asst)
2016,9675,2,448,32,S. Walker-Kimbrough,1,03,Kaila Charles,JUMPER,2,23.0,16.0,03 Kaila Charles JUMPER GOOD (2 Pt); 32 S. Walker-Kimbrough Assist (1 Asst)
2016,9675,2,385,12,Kristen Confroy,1,42,Brionna Jones,LAYUP,2,29.0,16.0,42 Brionna Jones LAYUP GOOD (17 Pt); 12 Kristen Confroy Assist (1 Asst)
2016,9675,2,370,42,Brionna Jones,1,32,S. Walker-Kimbrough,3PTR,3,32.0,16.0,32 S. Walker-Kimbrough 3PTR GOOD (9 Pt); 42 Brionna Jones Assist (1 Asst)
2016,9675,2,339,12,Kristen Confroy,2,42,Brionna Jones,LAYUP,2,34.0,18.0,42 Brionna Jones LAYUP GOOD (19 Pt); 12 Kristen Confroy Assist (2 Asst)
2016,9675,2,119,32,S. Walker-Kimbrough,2,14,Jenna Staiti,LAYUP,2,46.0,20.0,14 Jenna Staiti LAYUP GOOD (2 Pt); 32 S. Walker-Kimbrough Assist (2 Asst)
2016,9675,3,372,05,Destiny Slocum,4,42,Brionna Jones,LAYUP,2,60.0,29.0,42 Brionna Jones LAYUP GOOD (25 Pt); 05 Destiny Slocum Assist (4 Asst)
2016,9675,3,20,05,Destiny Slocum,5,01,Ieshia Small,LAYUP,2,76.0,39.0,01 Ieshia Small LAYUP GOOD (8 Pt); 05 Destiny Slocum Assist (5 Asst)
2016,9675,3,2,15,Kiah Gillespie,1,05,Destiny Slocum,LAYUP,2,78.0,39.0,05 Destiny Slocum LAYUP GOOD (8 Pt); 15 Kiah Gillespie Assist (1 Asst)
2016,9675,4,589,01,Ieshia Small,1,15,Kiah Gillespie,JUMPER,2,80.0,39.0,15 Kiah Gillespie JUMPER GOOD (2 Pt); 01 Ieshia Small Assist (1 Asst)
2016,9675,4,494,01,Ieshia Small,2,14,Jenna Staiti,LAYUP,2,84.0,41.0,14 Jenna Staiti LAYUP GOOD (4 Pt); 01 Ieshia Small Assist (2 Asst)
2016,9675,4,316,15,Kiah Gillespie,2,34,Brianna Fraser,JUMPER,2,90.0,44.0,34 Brianna Fraser JUMPER GOOD (13 Pt); 15 Kiah Gillespie Assist (2 Asst)
2016,9675,4,247,01,Ieshia Small,3,15,Kiah Gillespie,JUMPER,2,92.0,44.0,15 Kiah Gillespie JUMPER GOOD (9 Pt); 01 Ieshia Small Assist (3 Asst)
2016,9675,4,203,15,Kiah Gillespie,3,22,Blair Watson,3PTR,3,95.0,44.0,22 Blair Watson 3PTR GOOD (3 Pt); 15 Kiah Gillespie Assist (3 Asst)
2016,9675,4,130,21,Sarah Myers,1,22,Blair Watson,3PTR,3,98.0,44.0,22 Blair Watson 3PTR GOOD (6 Pt); 21 Sarah Myers Assist (1 Asst)
2016,9675,4,84,03,Kaila Charles,2,21,Sarah Myers,LAYUP,2,101.0,46.0,21 Sarah Myers LAYUP GOOD (2 Pt); 03 Kaila Charles Assist (2 Asst)
2016,9676,1,566,32,S. Walker-Kimbrough,1,42,Brionna Jones,LAYUP,2,0.0,2.0,42 Brionna Jones LAYUP GOOD (2 Pt); 32 S. Walker-Kimbrough Assist (1 Asst)
2016,9676,1,481,03,Kaila Charles,1,42,Brionna Jones,LAYUP,2,2.0,8.0,42 Brionna Jones LAYUP GOOD (4 Pt); 03 Kaila Charles Assist (1 Asst)
2016,9676,1,418,42,Brionna Jones,1,05,Destiny Slocum,3PTR,3,2.0,13.0,05 Destiny Slocum 3PTR GOOD (3 Pt); 42 Brionna Jones Assist (1 Asst)
2016,9676,1,375,03,Kaila Charles,2,42,Brionna Jones,LAYUP,2,2.0,15.0,42 Brionna Jones LAYUP GOOD (6 Pt); 03 Kaila Charles Assist (2 Asst)
2016,9676,1,349,05,Destiny Slocum,1,03,Kaila Charles,LAYUP,2,5.0,17.0,03 Kaila Charles LAYUP GOOD (4 Pt); 05 Destiny Slocum Assist (1 Asst)
2016,9676,1,103,03,Kaila Charles,3,42,Brionna Jones,LAYUP,2,9.0,26.0,42 Brionna Jones LAYUP GOOD (8 Pt); 03 Kaila Charles Assist (3 Asst)
2016,9676,2,531,32,S. Walker-Kimbrough,2,42,Brionna Jones,JUMPER,2,12.0,28.0,42 Brionna Jones JUMPER GOOD (10 Pt); 32 S. Walker-Kimbrough Assist (2 Asst)
2016,9676,2,446,03,Kaila Charles,4,32,S. Walker-Kimbrough,LAYUP,2,12.0,33.0,32 S. Walker-Kimbrough LAYUP GOOD (10 Pt); 03 Kaila Charles Assist (4 Asst)
2016,9676,2,111,01,Ieshia Small,1,15,Kiah Gillespie,JUMPER,2,19.0,45.0,15 Kiah Gillespie JUMPER GOOD (4 Pt); 01 Ieshia Small Assist (1 Asst)
2016,9676,3,379,32,S. Walker-Kimbrough,3,12,Kristen Confroy,3PTR,3,34.0,53.0,12 Kristen Confroy 3PTR GOOD (3 Pt); 32 S. Walker-Kimbrough Assist (3 Asst)
2016,9676,3,305,12,Kristen Confroy,1,32,S. Walker-Kimbrough,3PTR,3,34.0,56.0,32 S. Walker-Kimbrough 3PTR GOOD (15 Pt); 12 Kristen Confroy Assist (1 Asst)
2016,9676,3,51,32,S. Walker-Kimbrough,4,24,Stephanie Jones,LAYUP,2,43.0,62.0,24 Stephanie Jones LAYUP GOOD (7 Pt); 32 S. Walker-Kimbrough Assist (4 Asst)
2016,9676,3,22,05,Destiny Slocum,2,12,Kristen Confroy,JUMPER,2,43.0,64.0,12 Kristen Confroy JUMPER GOOD (5 Pt); 05 Destiny Slocum Assist (2 Asst)
2016,9676,4,319,01,Ieshia Small,2,05,Destiny Slocum,3PTR,3,51.0,70.0,05 Destiny Slocum 3PTR GOOD (6 Pt); 01 Ieshia Small Assist (2 Asst)
2016,9676,4,109,32,S. Walker-Kimbrough,5,42,Brionna Jones,LAYUP,2,57.0,76.0,42 Brionna Jones LAYUP GOOD (25 Pt); 32 S. Walker-Kimbrough Assist (5 Asst)
2016,9677,1,560,05,Destiny Slocum,1,32,S. Walker-Kimbrough,3PTR,3,0.0,3.0,32 S. Walker-Kimbrough 3PTR GOOD (3 Pt); 05 Destiny Slocum Assist (1 Asst)
2016,9677,1,259,05,Destiny Slocum,2,42,Brionna Jones,LAYUP,2,4.0,7.0,42 Brionna Jones LAYUP GOOD (2 Pt); 05 Destiny Slocum Assist (2 Asst)
2016,9677,1,223,32,S. Walker-Kimbrough,1,12,Kristen Confroy,3PTR,3,4.0,10.0,12 Kristen Confroy 3PTR GOOD (3 Pt); 32 S. Walker-Kimbrough Assist (1 Asst)
2016,9677,1,121,05,Destiny Slocum,3,42,Brionna Jones,LAYUP,2,7.0,12.0,42 Brionna Jones LAYUP GOOD (4 Pt); 05 Destiny Slocum Assist (3 Asst)
2016,9677,2,482,42,Brionna Jones,1,24,Stephanie Jones,LAYUP,2,14.0,18.0,24 Stephanie Jones LAYUP GOOD (2 Pt); 42 Brionna Jones Assist (1 Asst)
2016,9677,2,194,22,Blair Watson,1,42,Brionna Jones,LAYUP,2,14.0,24.0,42 Brionna Jones LAYUP GOOD (9 Pt); 22 Blair Watson Assist (1 Asst)
2016,9677,2,7,21,Sarah Myers,1,12,Kristen Confroy,3PTR,3,16.0,32.0,12 Kristen Confroy 3PTR GOOD (10 Pt); 21 Sarah Myers Assist (1 Asst)
2016,9677,3,538,32,S. Walker-Kimbrough,2,05,Destiny Slocum,JUMPER,2,16.0,34.0,05 Destiny Slocum JUMPER GOOD (4 Pt); 32 S. Walker-Kimbrough Assist (2 Asst)
2016,9677,3,460,42,Brionna Jones,2,03,Kaila Charles,LAYUP,2,20.0,37.0,03 Kaila Charles LAYUP GOOD (2 Pt); 42 Brionna Jones Assist (2 Asst)
2016,9677,3,373,05,Destiny Slocum,4,32,S. Walker-Kimbrough,JUMPER,2,22.0,42.0,32 S. Walker-Kimbrough JUMPER GOOD (11 Pt); 05 Destiny Slocum Assist (4 Asst)
2016,9677,3,293,32,S. Walker-Kimbrough,3,34,Brianna Fraser,JUMPER,2,26.0,44.0,34 Brianna Fraser JUMPER GOOD (2 Pt); 32 S. Walker-Kimbrough Assist (3 Asst)
2016,9677,3,254,32,S. Walker-Kimbrough,4,22,Blair Watson,3PTR,3,27.0,47.0,22 Blair Watson 3PTR GOOD (3 Pt); 32 S. Walker-Kimbrough Assist (4 Asst)
2016,9677,3,231,22,Blair Watson,2,24,Stephanie Jones,LAYUP,2,27.0,49.0,24 Stephanie Jones LAYUP GOOD (4 Pt); 22 Blair Watson Assist (2 Asst)
2016,9677,3,171,05,Destiny Slocum,5,32,S. Walker-Kimbrough,LAYUP,2,28.0,51.0,32 S. Walker-Kimbrough LAYUP GOOD (13 Pt); 05 Destiny Slocum Assist (5 Asst)
2016,9677,3,100,03,Kaila Charles,1,42,Brionna Jones,LAYUP,2,31.0,55.0,42 Brionna Jones LAYUP GOOD (14 Pt); 03 Kaila Charles Assist (1 Asst)
2016,9677,4,503,22,Blair Watson,3,14,Jenna Staiti,LAYUP,2,38.0,61.0,14 Jenna Staiti LAYUP GOOD (2 Pt); 22 Blair Watson Assist (3 Asst)
2016,9677,4,454,32,S. Walker-Kimbrough,5,34,Brianna Fraser,LAYUP,2,42.0,63.0,34 Brianna Fraser LAYUP GOOD (4 Pt); 32 S. Walker-Kimbrough Assist (5 Asst)
2016,9677,4,96,12,Kristen Confroy,1,42,Brionna Jones,LAYUP,2,57.0,74.0,42 Brionna Jones LAYUP GOOD (20 Pt); 12 Kristen Confroy Assist (1 Asst)
2016,9677,4,69,42,Brionna Jones,3,05,Destiny Slocum,LAYUP,2,57.0,76.0,05 Destiny Slocum LAYUP GOOD (8 Pt); 42 Brionna Jones Assist (3 Asst)
2016,9678,1,366,32,S. Walker-Kimbrough,1,03,Kaila Charles,LAYUP,2,4.0,9.0,03 Kaila Charles LAYUP GOOD (2 Pt); 32 S. Walker-Kimbrough Assist (1 Asst)
2016,9678,1,331,32,S. Walker-Kimbrough,2,03,Kaila Charles,JUMPER,2,6.0,9.0,03 Kaila Charles JUMPER GOOD (4 Pt); 32 S. Walker-Kimbrough Assist (2 Asst)
2016,9678,1,289,05,Destiny Slocum,1,03,Kaila Charles,JUMPER,2,8.0,10.0,03 Kaila Charles JUMPER GOOD (6 Pt); 05 Destiny Slocum Assist (1 Asst)
2016,9678,1,214,05,Destiny Slocum,2,03,Kaila Charles,LAYUP,2,10.0,10.0,03 Kaila Charles LAYUP GOOD (8 Pt); 05 Destiny Slocum Assist (2 Asst)
2016,9678,2,569,03,Kaila Charles,1,05,Destiny Slocum,LAYUP,2,14.0,20.0,05 Destiny Slocum LAYUP GOOD (2 Pt); 03 Kaila Charles Assist (1 Asst)
2016,9678,2,486,05,Destiny Slocum,3,32,S. Walker-Kimbrough,LAYUP,2,16.0,22.0,32 S. Walker-Kimbrough LAYUP GOOD (2 Pt); 05 Destiny Slocum Assist (3 Asst)
2016,9678,2,343,05,Destiny Slocum,4,32,S. Walker-Kimbrough,JUMPER,2,21.0,22.0,32 S. Walker-Kimbrough JUMPER GOOD (4 Pt); 05 Destiny Slocum Assist (4 Asst)
2016,9678,3,386,32,S. Walker-Kimbrough,3,05,Destiny Slocum,3PTR,3,36.0,52.0,05 Destiny Slocum 3PTR GOOD (9 Pt); 32 S. Walker-Kimbrough Assist (3 Asst)
2016,9678,3,209,32,S. Walker-Kimbrough,4,05,Destiny Slocum,3PTR,3,43.0,56.0,05 Destiny Slocum 3PTR GOOD (12 Pt); 32 S. Walker-Kimbrough Assist (4 Asst)
2016,9678,3,122,05,Destiny Slocum,5,34,Brianna Fraser,JUMPER,2,47.0,60.0,34 Brianna Fraser JUMPER GOOD (5 Pt); 05 Destiny Slocum Assist (5 Asst)
2016,9678,3,91,05,Destiny Slocum,6,03,Kaila Charles,LAYUP,2,49.0,63.0,03 Kaila Charles LAYUP GOOD (12 Pt); 05 Destiny Slocum Assist (6 Asst)
2016,9678,4,590,24,Stephanie Jones,1,42,Brionna Jones,LAYUP,2,55.0,68.0,42 Brionna Jones LAYUP GOOD (12 Pt); 24 Stephanie Jones Assist (1 Asst)
2016,9678,4,447,42,Brionna Jones,1,24,Stephanie Jones,LAYUP,2,61.0,68.0,24 Stephanie Jones LAYUP GOOD (2 Pt); 42 Brionna Jones Assist (1 Asst)
2016,9678,4,279,12,Kristen Confroy,1,05,Destiny Slocum,3PTR,3,68.0,73.0,05 Destiny Slocum 3PTR GOOD (15 Pt); 12 Kristen Confroy Assist (1 Asst)
2016,9678,4,222,05,Destiny Slocum,7,34,Brianna Fraser,LAYUP,2,70.0,75.0,34 Brianna Fraser LAYUP GOOD (7 Pt); 05 Destiny Slocum Assist (7 Asst)
2016,9678,4,15,32,S. Walker-Kimbrough,5,42,Brionna Jones,LAYUP,2,81.0,86.0,42 Brionna Jones LAYUP GOOD (19 Pt); 32 S. Walker-Kimbrough Assist (5 Asst)
2016,9679,1,554,03,Kaila Charles,1,42,Brionna Jones,JUMPER,2,0.0,4.0,42 Brionna Jones JUMPER GOOD (4 Pt); 03 Kaila Charles Assist (1 Asst)
2016,9679,1,468,05,Destiny Slocum,1,12,Kristen Confroy,3PTR,3,2.0,7.0,12 Kristen Confroy 3PTR GOOD (3 Pt); 05 Destiny Slocum Assist (1 Asst)
2016,9679,1,426,42,Brionna Jones,1,32,S. Walker-Kimbrough,3PTR,3,4.0,10.0,32 S. Walker-Kimbrough 3PTR GOOD (3 Pt); 42 Brionna Jones Assist (1 Asst)
2016,9679,1,366,05,Destiny Slocum,2,42,Brionna Jones,JUMPER,2,7.0,12.0,42 Brionna Jones JUMPER GOOD (6 Pt); 05 Destiny Slocum Assist (2 Asst)
2016,9679,1,260,12,Kristen Confroy,1,34,Brianna Fraser,JUMPER,2,11.0,16.0,34 Brianna Fraser JUMPER GOOD (2 Pt); 12 Kristen Confroy Assist (1 Asst)
2016,9679,1,140,12,Kristen Confroy,2,03,Kaila Charles,JUMPER,2,11.0,22.0,03 Kaila Charles JUMPER GOOD (2 Pt); 12 Kristen Confroy Assist (2 Asst)
2016,9679,1,43,03,Kaila Charles,2,15,Kiah Gillespie,JUMPER,2,14.0,24.0,15 Kiah Gillespie JUMPER GOOD (2 Pt); 03 Kaila Charles Assist (2 Asst)
2016,9679,2,586,32,S. Walker-Kimbrough,1,42,Brionna Jones,JUMPER,2,14.0,26.0,42 Brionna Jones JUMPER GOOD (8 Pt); 32 S. Walker-Kimbrough Assist (1 Asst)
2016,9679,2,502,05,Destiny Slocum,3,32,S. Walker-Kimbrough,JUMPER,2,18.0,28.0,32 S. Walker-Kimbrough JUMPER GOOD (9 Pt); 05 Destiny Slocum Assist (3 Asst)
2016,9679,2,359,12,Kristen Confroy,3,03,Kaila Charles,JUMPER,2,24.0,32.0,03 Kaila Charles JUMPER GOOD (4 Pt); 12 Kristen Confroy Assist (3 Asst)
2016,9679,2,324,32,S. Walker-Kimbrough,2,42,Brionna Jones,JUMPER,2,24.0,34.0,42 Brionna Jones JUMPER GOOD (10 Pt); 32 S. Walker-Kimbrough Assist (2 Asst)
2016,9679,2,162,12,Kristen Confroy,4,03,Kaila Charles,JUMPER,2,28.0,36.0,03 Kaila Charles JUMPER GOOD (6 Pt); 12 Kristen Confroy Assist (4 Asst)
