"source_id","file_id","team","period","points","fgm","fga","tpm","tpa","ftm","fta","offensive_rebounds","defensive_rebounds","rebounds","assists","turnovers","steals","blocks","personal_fouls","points_in_paint","points_off_turnovers","points_fastbreak","points_second_chance","points_from_bench"
"2018-19","9885","Maryland",1,31,12,25,4,10,3,4,11,6,17,10,1,2,2,2,0,13,0,10,7
"2018-19","9885","Maryland",2,17,6,21,1,11,4,6,9,10,19,1,2,1,4,5,0,5,0,5,10
"2018-19","9885","Maryland",3,24,9,21,1,3,5,6,5,8,13,5,3,4,1,4,0,10,0,3,7
"2018-19","9885","Maryland",4,21,7,21,2,4,5,8,8,14,22,4,2,2,2,6,0,2,0,10,10
"2018-19","9885","Coppin State",1,13,6,13,1,4,0,1,2,3,5,4,6,1,0,2,0,0,0,0,2
"2018-19","9885","Coppin State",2,7,2,16,2,6,1,4,6,7,13,2,4,2,0,4,0,0,0,3,0
"2018-19","9885","Coppin State",3,12,4,12,0,1,4,8,3,8,11,1,7,2,1,5,0,0,0,4,2
"2018-19","9885","Coppin State",4,4,2,15,0,4,0,6,2,8,10,0,3,0,2,5,0,0,0,0,0
"2018-19","9886","Maryland",1,28,11,16,3,3,3,5,2,8,10,8,4,4,1,3,0,12,0,1,9
"2018-19","9886","Maryland",2,15,6,11,0,0,3,3,1,8,9,5,9,3,2,5,0,7,0,2,4
"2018-19","9886","Maryland",3,28,13,22,1,4,1,2,5,6,11,8,4,4,0,3,0,11,0,4,8
"2018-19","9886","Maryland",4,11,3,10,0,1,5,7,1,8,9,2,7,2,1,3,0,0,0,2,7
"2018-19","9886","Dayton",1,11,4,15,3,7,0,0,3,3,6,3,6,0,0,6,0,0,0,0,3
"2018-19","9886","Dayton",2,16,6,22,2,8,2,5,8,4,12,3,4,2,2,3,0,13,0,4,0
"2018-19","9886","Dayton",3,26,9,14,6,9,2,4,0,5,5,7,6,1,2,5,0,4,0,0,4
"2018-19","9886","Dayton",4,18,7,15,2,6,2,2,0,7,7,2,3,4,0,7,0,2,0,0,10
"2018-19","9887","George Washington",1,8,3,14,2,5,0,0,2,6,8,3,6,0,0,4,0,0,0,0,0
"2018-19","9887","George Washington",2,7,2,15,0,5,3,4,3,6,9,2,3,2,0,1,2,0,0,0,3
"2018-19","9887","George Washington",3,3,1,15,1,5,0,0,5,6,11,1,7,2,0,2,0,0,0,3,3
"2018-19","9887","George Washington",4,12,4,13,2,6,2,7,3,6,9,3,1,0,0,2,2,2,0,2,6
"2018-19","9887","Maryland",1,18,7,15,1,7,3,4,3,9,12,4,3,4,3,3,10,6,2,2,10
"2018-19","9887","Maryland",2,22,10,20,1,6,1,1,4,11,15,6,2,3,2,4,14,4,6,5,6
"2018-19","9887","Maryland",3,14,7,16,0,1,0,0,3,9,12,6,4,6,2,3,14,6,4,2,2
"2018-19","9887","Maryland",4,15,7,16,0,2,1,1,3,10,13,6,1,1,2,7,10,3,4,4,10
"2018-19","9888","#10/11 South Carolina",1,19,9,21,0,5,1,2,5,4,9,5,3,3,1,2,0,8,0,4,2
"2018-19","9888","#10/11 South Carolina",2,7,3,15,1,5,0,0,3,2,5,3,3,0,1,3,0,0,0,0,0
"2018-19","9888","#10/11 South Carolina",3,20,7,19,0,6,6,10,5,4,9,2,1,5,2,3,0,10,0,5,6
"2018-19","9888","#10/11 South Carolina",4,15,7,18,0,5,1,2,5,1,6,0,3,1,1,5,0,4,0,5,11
"2018-19","9888","Maryland",1,22,10,19,2,5,0,0,3,8,11,8,4,1,1,5,0,7,0,4,0
"2018-19","9888","Maryland",2,23,10,20,1,7,2,2,6,9,15,4,2,0,1,3,0,2,0,10,6
"2018-19","9888","Maryland",3,15,5,16,2,3,3,6,8,8,16,2,9,0,2,6,0,3,0,2,2
"2018-19","9888","Maryland",4,25,8,14,2,5,7,7,5,6,11,6,5,2,2,6,0,7,0,3,2
"2018-19","9889","Maryland",1,26,10,15,3,6,3,3,1,8,9,6,2,0,3,2,10,0,0,3,2
"2018-19","9889","Maryland",2,11,3,8,1,2,4,8,2,10,12,2,6,0,1,6,2,3,0,0,2
"2018-19","9889","Maryland",3,10,4,13,0,3,2,4,0,7,7,2,0,1,2,0,6,0,0,0,1
"2018-19","9889","Maryland",4,11,2,11,0,0,7,8,6,12,18,1,7,1,2,5,0,0,0,2,8
"2018-19","9889","Georgia",1,18,8,21,1,2,1,2,5,4,9,6,1,2,0,2,10,0,0,5,6
"2018-19","9889","Georgia",2,12,4,17,1,2,3,6,5,4,9,2,1,2,1,6,2,4,0,7,0
"2018-19","9889","Georgia",3,12,6,20,0,4,0,0,7,9,16,0,3,0,1,4,12,0,0,4,2
"2018-19","9889","Georgia",4,9,3,20,1,4,2,2,5,3,8,1,1,3,2,5,4,4,0,2,0
"2018-19","9890","Morgan State",1,13,6,14,1,3,0,0,1,5,6,0,5,3,0,1,0,3,0,0,0
"2018-19","9890","Morgan State",2,9,4,12,0,2,1,2,0,6,6,0,2,1,0,4,4,4,0,0,2
"2018-19","9890","Morgan State",3,13,5,14,1,2,2,4,1,3,4,3,5,2,0,6,2,4,0,0,2
"2018-19","9890","Morgan State",4,9,4,17,0,3,1,2,2,1,3,0,0,4,0,5,6,5,0,0,0
"2018-19","9890","Maryland",1,16,7,19,2,8,0,2,8,7,15,3,7,2,0,1,10,4,0,7,0
"2018-19","9890","Maryland",2,12,5,13,2,4,0,0,2,9,11,4,4,0,1,1,6,5,0,0,0
"2018-19","9890","Maryland",3,22,7,14,4,5,4,6,4,9,13,6,7,5,4,4,4,8,0,6,1
"2018-19","9890","Maryland",4,18,8,12,0,0,2,3,3,11,14,3,5,0,2,1,14,0,0,6,11
"2018-19","9891","Maryland",1,18,7,16,1,5,3,3,4,11,15,6,4,2,1,2,8,4,8,3,3
"2018-19","9891","Maryland",2,20,9,15,2,6,0,0,2,6,8,7,5,3,1,0,12,4,11,2,4
"2018-19","9891","Maryland",3,9,3,13,1,5,2,2,2,6,8,3,8,1,1,4,4,2,2,0,0
"2018-19","9891","Maryland",4,20,4,10,0,3,12,13,2,10,12,1,3,2,2,3,2,4,3,2,0
"2018-19","9891","Georgia Tech",1,6,3,14,0,4,0,2,1,5,6,1,3,1,0,3,4,2,0,0,2
"2018-19","9891","Georgia Tech",2,12,5,13,2,4,0,0,2,4,6,3,6,5,0,2,4,5,2,3,0
"2018-19","9891","Georgia Tech",3,26,10,16,2,3,4,4,0,8,8,1,3,6,1,4,16,8,6,0,4
"2018-19","9891","Georgia Tech",4,10,4,15,2,4,0,0,1,5,6,3,3,2,2,8,4,3,0,0,2
"2018-19","9892","Maryland",1,29,11,17,1,3,6,9,2,8,10,10,2,4,0,3,18,9,8,3,6
"2018-19","9892","Maryland",2,29,11,18,4,4,3,9,8,8,16,6,1,1,0,6,12,4,1,12,12
"2018-19","9892","Maryland",3,23,9,17,2,5,3,7,4,9,13,6,2,2,0,1,14,6,2,5,16
"2018-19","9892","Maryland",4,11,3,10,0,2,5,6,1,4,5,2,7,6,0,4,6,5,4,0,11
"2018-19","9892","Umbc",1,14,5,13,4,10,0,0,0,6,6,4,6,0,0,6,0,0,0,0,8
