"source_id","file_id","team","opponent","points","start_seconds","end_seconds","duration","period_start","period_end","score_before","score_after"
"2018-19","9885","Maryland","Coppin State",10,85,179,94,1,1,"4-4","14-4"
"2018-19","9885","Maryland","Coppin State",10,277,464,187,1,1,"16-10","26-10"
"2018-19","9885","Maryland","Coppin State",15,491,823,332,1,2,"26-13","41-13"
"2018-19","9885","Maryland","Coppin State",8,1242,1330,88,3,3,"48-22","56-22"
"2018-19","9885","Maryland","Coppin State",9,1797,1954,157,3,4,"70-32","79-32"
"2018-19","9885","Maryland","Coppin State",10,2074,2228,154,4,4,"79-34","89-34"
"2018-19","9886","Dayton","Maryland",6,19,93,74,1,1,"0-0","0-6"
"2018-19","9886","Maryland","Dayton",14,178,425,247,1,1,"3-8","17-8"
"2018-19","9886","Maryland","Dayton",17,465,699,234,1,2,"17-11","34-11"
"2018-19","9886","Dayton","Maryland",11,935,1103,168,2,2,"39-16","39-27"
"2018-19","9886","Maryland","Dayton",6,1119,1228,109,2,3,"39-27","45-27"
"2018-19","9886","Dayton","Maryland",8,1273,1334,61,3,3,"47-30","47-38"
"2018-19","9886","Maryland","Dayton",9,1486,1525,39,3,3,"53-43","62-43"
"2018-19","9886","Dayton","Maryland",7,2114,2230,116,4,4,"80-60","80-67"
"2018-19","9887","George Washington","Maryland",6,70,106,36,1,1,"0-2","6-2"
"2018-19","9887","Maryland","George Washington",6,114,228,114,1,1,"6-2","6-8"
"2018-19","9887","Maryland","George Washington",17,264,754,490,1,2,"8-8","8-25"
"2018-19","9887","Maryland","George Washington",8,877,956,79,2,2,"12-25","12-33"
"2018-19","9887","Maryland","George Washington",12,1196,1580,384,2,3,"15-38","15-50"
"2018-19","9887","Maryland","George Washington",11,1909,2119,210,4,4,"21-54","21-65"
"2018-19","9887","George Washington","Maryland",6,2339,2389,50,4,4,"24-69","30-69"
"2018-19","9888","#10/11 South Carolina","Maryland",8,72,156,84,1,1,"4-2","12-2"
"2018-19","9888","Maryland","#10/11 South Carolina",16,351,579,228,1,1,"18-6","18-22"
"2018-19","9888","Maryland","#10/11 South Carolina",10,618,842,224,2,2,"19-22","19-32"
"2018-19","9888","Maryland","#10/11 South Carolina",12,981,1227,246,2,3,"26-36","26-48"
"2018-19","9888","#10/11 South Carolina","Maryland",8,1313,1456,143,3,3,"31-50","39-50"
"2018-19","9888","Maryland","#10/11 South Carolina",13,2054,2165,111,4,4,"52-68","52-81"
"2018-19","9889","Maryland","Georgia",6,703,830,127,2,2,"28-19","34-19"
"2018-19","9889","Georgia","Maryland",9,1200,1359,159,2,3,"37-27","37-36"
"2018-19","9889","Maryland","Georgia",6,1714,1866,152,3,4,"43-42","49-42"
"2018-19","9890","Maryland","Morgan State",10,1286,1422,136,3,3,"23-29","23-39"
"2018-19","9890","Maryland","Morgan State",7,1835,2009,174,4,4,"35-50","35-57"
"2018-19","9890","Maryland","Morgan State",6,2339,2364,25,4,4,"44-62","44-68"
"2018-19","9891","Maryland","Georgia Tech",10,201,417,216,1,1,"4-2","14-2"
"2018-19","9891","Maryland","Georgia Tech",9,559,726,167,1,2,"14-6","23-6"
"2018-19","9891","Maryland","Georgia Tech",6,1069,1150,81,2,2,"32-18","38-18"
"2018-19","9891","Georgia Tech","Maryland",6,1466,1522,56,3,3,"44-25","44-31"
"2018-19","9891","Georgia Tech","Maryland",15,1557,1845,288,3,4,"47-31","47-46"
"2018-19","9891","Maryland","Georgia Tech",11,1869,2047,178,4,4,"47-46","58-46"
"2018-19","9892","Maryland","Umbc",8,18,96,78,1,1,"0-0","8-0"
"2018-19","9892","Maryland","Umbc",7,224,249,25,1,1,"8-3","15-3"
"2018-19","9892","Maryland","Umbc",6,281,364,83,1,1,"15-5","21-5"
"2018-19","9892","Maryland","Umbc",17,674,943,269,2,2,"29-18","46-18"
"2018-19","9892","Umbc","Maryland",7,1198,1296,98,2,3,"58-29","58-36"
"2018-19","9892","Maryland","Umbc",8,1409,1530,121,3,3,"60-40","68-40"
"2018-19","9892","Maryland","Umbc",12,1569,1747,178,3,3,"68-43","80-43"
"2018-19","9893","Maryland","James Madison",9,480,718,238,1,2,"19-15","28-15"
"2018-19","9893","Maryland","James Madison",9,1009,1162,153,2,2,"37-22","46-22"
"2018-19","9893","James Madison","Maryland",11,1732,1867,135,3,4,"64-35","64-46"
"2018-19","9894","Maryland","Loyola",6,109,203,94,1,1,"0-3","6-3"
"2018-19","9894","Maryland","Loyola",17,492,725,233,1,2,"9-8","26-8"
"2018-19","9894","Maryland","Loyola",6,1001,1063,62,2,2,"35-19","41-19"
"2018-19","9894","Maryland","Loyola",6,1683,1840,157,3,4,"58-35","64-35"
"2018-19","9894","Maryland","Loyola",8,1879,2005,126,4,4,"64-37","72-37"
"2018-19","9894","Loyola","Maryland",6,2121,2140,19,4,4,"74-39","74-45"
