source_id,file_id,period,time_remaining,assister_number,assister_name,assister_assist_count,scorer_number,scorer_name,shot_type,points,home_score,visiting_score,narrative
2018,9885,1,579,05,Kaila Charles,1,11,Taylor Mikesell,3PTR,3,3.0,0.0,11 Taylor Mikesell 3PTR GOOD (3 Pt); 05 Kaila Charles Assist (1 Asst)
2018,9892,2,61,21,Sarah Myers,1,11,Taylor Mikesell,3PTR,3,56.0,29.0,11 Taylor Mikesell 3PTR GOOD (11 Pt); 21 Sarah Myers Assist (1 Asst)
2018,9892,2,19,32,Sara Vujacic,1,34,Brianna Fraser,LAYUP,2,58.0,29.0,34 Brianna Fraser LAYUP GOOD (6 Pt); 32 Sara Vujacic Assist (1 Asst)
2018,9892,3,489,05,Kaila Charles,3,24,Stephanie Jones,LAYUP,2,60.0,36.0,24 Stephanie Jones LAYUP GOOD (15 Pt); 05 Kaila Charles Assist (3 Asst)
2018,9892,3,359,01,Shakira Austin,1,34,Brianna Fraser,LAYUP,2,65.0,40.0,34 Brianna Fraser LAYUP GOOD (8 Pt); 01 Shakira Austin Assist (1 Asst)
2018,9892,3,270,11,Taylor Mikesell,4,32,Sara Vujacic,3PTR,3,68.0,40.0,32 Sara Vujacic 3PTR GOOD (6 Pt); 11 Taylor Mikesell Assist (4 Asst)
2018,9892,3,200,21,Sarah Myers,2,32,Sara Vujacic,3PTR,3,73.0,43.0,32 Sara Vujacic 3PTR GOOD (9 Pt); 21 Sarah Myers Assist (2 Asst)
2018,9892,3,144,32,Sara Vujacic,2,24,Stephanie Jones,LAYUP,2,75.0,43.0,24 Stephanie Jones LAYUP GOOD (17 Pt); 32 Sara Vujacic Assist (2 Asst)
2018,9892,3,53,21,Sarah Myers,3,05,Kaila Charles,LAYUP,2,80.0,43.0,05 Kaila Charles LAYUP GOOD (10 Pt); 21 Sarah Myers Assist (3 Asst)
2018,9892,4,193,21,Sarah Myers,4,01,Shakira Austin,LAYUP,2,85.0,54.0,01 Shakira Austin LAYUP GOOD (11 Pt); 21 Sarah Myers Assist (4 Asst)
2018,9892,4,164,32,Sara Vujacic,3,35,Olivia Owens,LAYUP,2,87.0,57.0,35 Olivia Owens LAYUP GOOD (4 Pt); 32 Sara Vujacic Assist (3 Asst)
2018,9893,1,562,03,Channise Lewis,1,11,Taylor Mikesell,3PTR,3,3.0,0.0,11 Taylor Mikesell 3PTR GOOD (3 Pt); 03 Channise Lewis Assist (1 Asst)
2018,9893,1,529,22,Blair Watson,1,24,Stephanie Jones,LAYUP,2,5.0,3.0,24 Stephanie Jones LAYUP GOOD (2 Pt); 22 Blair Watson Assist (1 Asst)
2018,9893,1,438,11,Taylor Mikesell,1,05,Kaila Charles,JUMPER,2,9.0,5.0,05 Kaila Charles JUMPER GOOD (4 Pt); 11 Taylor Mikesell Assist (1 Asst)
2018,9893,1,216,01,Shakira Austin,1,34,Brianna Fraser,LAYUP,2,15.0,11.0,34 Brianna Fraser LAYUP GOOD (4 Pt); 01 Shakira Austin Assist (1 Asst)
2018,9893,1,186,34,Brianna Fraser,1,05,Kaila Charles,LAYUP,2,17.0,13.0,05 Kaila Charles LAYUP GOOD (8 Pt); 34 Brianna Fraser Assist (1 Asst)
2018,9893,1,120,22,Blair Watson,2,11,Taylor Mikesell,3PTR,3,22.0,15.0,11 Taylor Mikesell 3PTR GOOD (6 Pt); 22 Blair Watson Assist (2 Asst)
2018,9893,1,99,05,Kaila Charles,1,22,Blair Watson,LAYUP,2,24.0,15.0,22 Blair Watson LAYUP GOOD (2 Pt); 05 Kaila Charles Assist (1 Asst)
2018,9893,1,63,22,Blair Watson,3,24,Stephanie Jones,LAYUP,2,26.0,15.0,24 Stephanie Jones LAYUP GOOD (4 Pt); 22 Blair Watson Assist (3 Asst)
2018,9893,2,286,11,Taylor Mikesell,2,22,Blair Watson,3PTR,3,35.0,21.0,22 Blair Watson 3PTR GOOD (5 Pt); 11 Taylor Mikesell Assist (2 Asst)
2018,9893,2,191,22,Blair Watson,4,11,Taylor Mikesell,3PTR,3,40.0,22.0,11 Taylor Mikesell 3PTR GOOD (11 Pt); 22 Blair Watson Assist (4 Asst)
2018,9893,2,90,11,Taylor Mikesell,3,05,Kaila Charles,JUMPER,2,42.0,22.0,05 Kaila Charles JUMPER GOOD (16 Pt); 11 Taylor Mikesell Assist (3 Asst)
2018,9893,3,543,22,Blair Watson,5,11,Taylor Mikesell,LAYUP,2,48.0,25.0,11 Taylor Mikesell LAYUP GOOD (13 Pt); 22 Blair Watson Assist (5 Asst)
2018,9893,3,520,11,Taylor Mikesell,4,05,Kaila Charles,JUMPER,2,50.0,27.0,05 Kaila Charles JUMPER GOOD (20 Pt); 11 Taylor Mikesell Assist (4 Asst)
2018,9893,4,514,22,Blair Watson,6,34,Brianna Fraser,LAYUP,2,66.0,46.0,34 Brianna Fraser LAYUP GOOD (17 Pt); 22 Blair Watson Assist (6 Asst)
2018,9893,4,486,22,Blair Watson,7,34,Brianna Fraser,JUMPER,2,69.0,46.0,34 Brianna Fraser JUMPER GOOD (20 Pt); 22 Blair Watson Assist (7 Asst)
2018,9893,4,414,01,Shakira Austin,2,22,Blair Watson,3PTR,3,74.0,48.0,22 Blair Watson 3PTR GOOD (10 Pt); 01 Shakira Austin Assist (2 Asst)
2018,9893,4,287,32,Sara Vujacic,1,05,Kaila Charles,LAYUP,2,76.0,53.0,05 Kaila Charles LAYUP GOOD (24 Pt); 32 Sara Vujacic Assist (1 Asst)
2018,9893,4,239,11,Taylor Mikesell,5,34,Brianna Fraser,LAYUP,2,78.0,55.0,34 Brianna Fraser LAYUP GOOD (22 Pt); 11 Taylor Mikesell Assist (5 Asst)
2018,9893,4,187,11,Taylor Mikesell,6,34,Brianna Fraser,LAYUP,2,80.0,57.0,34 Brianna Fraser LAYUP GOOD (24 Pt); 11 Taylor Mikesell Assist (6 Asst)
2018,9893,4,125,34,Brianna Fraser,2,35,Olivia Owens,LAYUP,2,82.0,59.0,35 Olivia Owens LAYUP GOOD (2 Pt); 34 Brianna Fraser Assist (2 Asst)
2018,9893,4,90,11,Taylor Mikesell,7,01,Shakira Austin,LAYUP,2,84.0,61.0,01 Shakira Austin LAYUP GOOD (4 Pt); 11 Taylor Mikesell Assist (7 Asst)
2018,9894,1,491,05,Kaila Charles,1,24,Stephanie Jones,LAYUP,2,2.0,3.0,24 Stephanie Jones LAYUP GOOD (2 Pt); 05 Kaila Charles Assist (1 Asst)
2018,9894,1,466,24,Stephanie Jones,1,11,Taylor Mikesell,3PTR,3,5.0,3.0,11 Taylor Mikesell 3PTR GOOD (3 Pt); 24 Stephanie Jones Assist (1 Asst)
2018,9894,1,196,34,Brianna Fraser,1,24,Stephanie Jones,LAYUP,2,8.0,5.0,24 Stephanie Jones LAYUP GOOD (4 Pt); 34 Brianna Fraser Assist (1 Asst)
2018,9894,1,108,24,Stephanie Jones,2,03,Channise Lewis,3PTR,3,12.0,8.0,03 Channise Lewis 3PTR GOOD (3 Pt); 24 Stephanie Jones Assist (2 Asst)
2018,9894,1,76,24,Stephanie Jones,3,01,Shakira Austin,LAYUP,2,14.0,8.0,01 Shakira Austin LAYUP GOOD (2 Pt); 24 Stephanie Jones Assist (3 Asst)
2018,9894,1,31,03,Channise Lewis,1,11,Taylor Mikesell,3PTR,3,17.0,8.0,11 Taylor Mikesell 3PTR GOOD (6 Pt); 03 Channise Lewis Assist (1 Asst)
2018,9894,2,576,01,Shakira Austin,1,32,Sara Vujacic,3PTR,3,22.0,8.0,32 Sara Vujacic 3PTR GOOD (3 Pt); 01 Shakira Austin Assist (1 Asst)
2018,9894,2,504,03,Channise Lewis,2,11,Taylor Mikesell,3PTR,3,25.0,8.0,11 Taylor Mikesell 3PTR GOOD (9 Pt); 03 Channise Lewis Assist (2 Asst)
2018,9894,2,396,22,Blair Watson,1,01,Shakira Austin,LAYUP,2,28.0,11.0,01 Shakira Austin LAYUP GOOD (7 Pt); 22 Blair Watson Assist (1 Asst)
2018,9894,2,373,22,Blair Watson,2,01,Shakira Austin,LAYUP,2,30.0,11.0,01 Shakira Austin LAYUP GOOD (9 Pt); 22 Blair Watson Assist (2 Asst)
2018,9894,2,283,34,Brianna Fraser,2,11,Taylor Mikesell,3PTR,3,35.0,16.0,11 Taylor Mikesell 3PTR GOOD (12 Pt); 34 Brianna Fraser Assist (2 Asst)
2018,9894,2,137,05,Kaila Charles,2,34,Brianna Fraser,LAYUP,2,41.0,19.0,34 Brianna Fraser LAYUP GOOD (3 Pt); 05 Kaila Charles Assist (2 Asst)
2018,9894,2,95,11,Taylor Mikesell,1,34,Brianna Fraser,LAYUP,2,43.0,22.0,34 Brianna Fraser LAYUP GOOD (5 Pt); 11 Taylor Mikesell Assist (1 Asst)
2018,9894,3,523,22,Blair Watson,3,11,Taylor Mikesell,3PTR,3,50.0,25.0,11 Taylor Mikesell 3PTR GOOD (17 Pt); 22 Blair Watson Assist (3 Asst)
2018,9894,3,452,24,Stephanie Jones,4,05,Kaila Charles,LAYUP,2,52.0,28.0,05 Kaila Charles LAYUP GOOD (6 Pt); 24 Stephanie Jones Assist (4 Asst)
2018,9894,3,417,22,Blair Watson,4,24,Stephanie Jones,LAYUP,2,54.0,30.0,24 Stephanie Jones LAYUP GOOD (9 Pt); 22 Blair Watson Assist (4 Asst)
2018,9894,3,117,11,Taylor Mikesell,2,05,Kaila Charles,LAYUP,2,60.0,35.0,05 Kaila Charles LAYUP GOOD (8 Pt); 11 Taylor Mikesell Assist (2 Asst)
2018,9894,4,449,11,Taylor Mikesell,3,24,Stephanie Jones,LAYUP,2,70.0,37.0,24 Stephanie Jones LAYUP GOOD (11 Pt); 11 Taylor Mikesell Assist (3 Asst)
2018,9894,4,342,24,Stephanie Jones,5,34,Brianna Fraser,LAYUP,2,74.0,39.0,34 Brianna Fraser LAYUP GOOD (9 Pt); 24 Stephanie Jones Assist (5 Asst)
2018,9894,4,154,11,Taylor Mikesell,4,01,Shakira Austin,LAYUP,2,80.0,45.0,01 Shakira Austin LAYUP GOOD (17 Pt); 11 Taylor Mikesell Assist (4 Asst)
2018,9895,1,538,05,Kaila Charles,1,01,Shakira Austin,LAYUP,2,0.0,2.0,01 Shakira Austin LAYUP GOOD (2 Pt); 05 Kaila Charles Assist (1 Asst)
2018,9895,1,384,22,Blair Watson,1,24,Stephanie Jones,JUMPER,2,6.0,6.0,24 Stephanie Jones JUMPER GOOD (2 Pt); 22 Blair Watson Assist (1 Asst)
2018,9895,2,313,11,Taylor Mikesell,1,24,Stephanie Jones,LAYUP,2,15.0,26.0,24 Stephanie Jones LAYUP GOOD (12 Pt); 11 Taylor Mikesell Assist (1 Asst)
2018,9895,2,127,05,Kaila Charles,2,11,Taylor Mikesell,3PTR,3,21.0,30.0,11 Taylor Mikesell 3PTR GOOD (3 Pt); 05 Kaila Charles Assist (2 Asst)
2018,9895,2,1,22,Blair Watson,2,01,Shakira Austin,LAYUP,2,23.0,35.0,01 Shakira Austin LAYUP GOOD (9 Pt); 22 Blair Watson Assist (2 Asst)
2018,9895,3,343,01,Shakira Austin,1,34,Brianna Fraser,LAYUP,2,30.0,43.0,34 Brianna Fraser LAYUP GOOD (2 Pt); 01 Shakira Austin Assist (1 Asst)
2018,9895,3,306,03,Channise Lewis,1,11,Taylor Mikesell,3PTR,3,32.0,47.0,11 Taylor Mikesell 3PTR GOOD (6 Pt); 03 Channise Lewis Assist (1 Asst)
2018,9895,3,213,03,Channise Lewis,2,05,Kaila Charles,LAYUP,2,34.0,49.0,05 Kaila Charles LAYUP GOOD (10 Pt); 03 Channise Lewis Assist (2 Asst)
2018,9895,3,188,03,Channise Lewis,3,34,Brianna Fraser,LAYUP,2,34.0,51.0,34 Brianna Fraser LAYUP GOOD (5 Pt); 03 Channise Lewis Assist (3 Asst)
2018,9895,4,554,03,Channise Lewis,4,11,Taylor Mikesell,3PTR,3,41.0,59.0,11 Taylor Mikesell 3PTR GOOD (9 Pt); 03 Channise Lewis Assist (4 Asst)
2018,9895,4,521,24,Stephanie Jones,1,11,Taylor Mikesell,3PTR,3,43.0,62.0,11 Taylor Mikesell 3PTR GOOD (12 Pt); 24 Stephanie Jones Assist (1 Asst)
2018,9895,4,175,03,Channise Lewis,5,05,Kaila Charles,LAYUP,2,50.0,71.0,05 Kaila Charles LAYUP GOOD (16 Pt); 03 Channise Lewis Assist (5 Asst)
2018,9895,4,139,11,Taylor Mikesell,2,01,Shakira Austin,LAYUP,2,50.0,73.0,01 Shakira Austin LAYUP GOOD (16 Pt); 11 Taylor Mikesell Assist (2 Asst)
2018,9895,4,48,01,Shakira Austin,2,11,Taylor Mikesell,3PTR,3,51.0,77.0,11 Taylor Mikesell 3PTR GOOD (15 Pt); 01 Shakira Austin Assist (2 Asst)
2018,9910,1,564,05,Kaila Charles,1,24,Stephanie Jones,JUMPER,2,2.0,0.0,24 Stephanie Jones JUMPER GOOD (2 Pt); 05 Kaila Charles Assist (1 Asst)
2018,9910,1,211,03,Channise Lewis,1,11,Taylor Mikesell,3PTR,3,15.0,8.0,11 Taylor Mikesell 3PTR GOOD (6 Pt); 03 Channise Lewis Assist (1 Asst)
2018,9910,2,562,03,Channise Lewis,2,22,Blair Watson,3PTR,3,22.0,15.0,22 Blair Watson 3PTR GOOD (5 Pt); 03 Channise Lewis Assist (2 Asst)
2018,9910,2,438,03,Channise Lewis,3,24,Stephanie Jones,LAYUP,2,24.0,17.0,24 Stephanie Jones LAYUP GOOD (8 Pt); 03 Channise Lewis Assist (3 Asst)
2018,9910,2,405,11,Taylor Mikesell,1,05,Kaila Charles,JUMPER,2,26.0,17.0,05 Kaila Charles JUMPER GOOD (5 Pt); 11 Taylor Mikesell Assist (1 Asst)
2018,9910,2,345,11,Taylor Mikesell,2,34,Brianna Fraser,JUMPER,2,28.0,17.0,34 Brianna Fraser JUMPER GOOD (2 Pt); 11 Taylor Mikesell Assist (2 Asst)
2018,9910,2,308,05,Kaila Charles,2,24,Stephanie Jones,JUMPER,2,31.0,19.0,24 Stephanie Jones JUMPER GOOD (10 Pt); 05 Kaila Charles Assist (2 Asst)
2018,9910,3,576,11,Taylor Mikesell,3,24,Stephanie Jones,LAYUP,2,37.0,33.0,24 Stephanie Jones LAYUP GOOD (12 Pt); 11 Taylor Mikesell Assist (3 Asst)
2018,9910,3,497,05,Kaila Charles,3,22,Blair Watson,3PTR,3,40.0,33.0,22 Blair Watson 3PTR GOOD (8 Pt); 05 Kaila Charles Assist (3 Asst)
2018,9910,3,371,05,Kaila Charles,4,34,Brianna Fraser,JUMPER,2,46.0,33.0,34 Brianna Fraser JUMPER GOOD (5 Pt); 05 Kaila Charles Assist (4 Asst)
2018,9910,3,326,22,Blair Watson,1,34,Brianna Fraser,JUMPER,2,48.0,35.0,34 Brianna Fraser JUMPER GOOD (7 Pt); 22 Blair Watson Assist (1 Asst)
2018,9910,3,262,34,Brianna Fraser,1,05,Kaila Charles,JUMPER,2,50.0,35.0,05 Kaila Charles JUMPER GOOD (11 Pt); 34 Brianna Fraser Assist (1 Asst)
2018,9910,3,228,03,Channise Lewis,4,24,Stephanie Jones,LAYUP,2,52.0,37.0,24 Stephanie Jones LAYUP GOOD (14 Pt); 03 Channise Lewis Assist (4 Asst)
2018,9910,3,171,03,Channise Lewis,5,05,Kaila Charles,JUMPER,2,54.0,37.0,05 Kaila Charles JUMPER GOOD (13 Pt); 03 Channise Lewis Assist (5 Asst)
2018,9910,3,120,03,Channise Lewis,6,05,Kaila Charles,JUMPER,2,58.0,39.0,05 Kaila Charles JUMPER GOOD (17 Pt); 03 Channise Lewis Assist (6 Asst)
2018,9910,3,16,03,Channise Lewis,7,05,Kaila Charles,JUMPER,2,60.0,41.0,05 Kaila Charles JUMPER GOOD (19 Pt); 03 Channise Lewis Assist (7 Asst)
2018,9910,4,577,03,Channise Lewis,8,22,Blair Watson,3PTR,3,63.0,41.0,22 Blair Watson 3PTR GOOD (11 Pt); 03 Channise Lewis Assist (8 Asst)
2018,9910,4,402,22,Blair Watson,2,01,Shakira Austin,LAYUP,2,65.0,44.0,01 Shakira Austin LAYUP GOOD (4 Pt); 22 Blair Watson Assist (2 Asst)
2018,9910,4,373,01,Shakira Austin,1,05,Kaila Charles,JUMPER,2,67.0,44.0,05 Kaila Charles JUMPER GOOD (21 Pt); 01 Shakira Austin Assist (1 Asst)
2018,9910,4,248,05,Kaila Charles,5,32,Sara Vujacic,JUMPER,2,71.0,46.0,32 Sara Vujacic JUMPER GOOD (4 Pt); 05 Kaila Charles Assist (5 Asst)
2018,9911,1,394,24,Stephanie Jones,1,22,Blair Watson,3PTR,3,7.0,7.0,22 Blair Watson 3PTR GOOD (3 Pt); 24 Stephanie Jones Assist (1 Asst)
2018,9911,1,352,22,Blair Watson,1,11,Taylor Mikesell,3PTR,3,10.0,10.0,11 Taylor Mikesell 3PTR GOOD (3 Pt); 22 Blair Watson Assist (1 Asst)
2018,9911,1,297,11,Taylor Mikesell,1,34,Brianna Fraser,JUMPER,2,12.0,10.0,34 Brianna Fraser JUMPER GOOD (2 Pt); 11 Taylor Mikesell Assist (1 Asst)
2018,9911,1,256,05,Kaila Charles,1,11,Taylor Mikesell,JUMPER,2,15.0,10.0,11 Taylor Mikesell JUMPER GOOD (5 Pt); 05 Kaila Charles Assist (1 Asst)
2018,9911,1,229,05,Kaila Charles,2,01,Shakira Austin,LAYUP,2,17.0,12.0,01 Shakira Austin LAYUP GOOD (2 Pt); 05 Kaila Charles Assist (2 Asst)
2018,9911,1,64,22,Blair Watson,2,05,Kaila Charles,LAYUP,2,20.0,16.0,05 Kaila Charles LAYUP GOOD (4 Pt); 22 Blair Watson Assist (2 Asst)
2018,9911,1,34,03,Channise Lewis,1,22,Blair Watson,3PTR,3,23.0,19.0,22 Blair Watson 3PTR GOOD (6 Pt); 03 Channise Lewis Assist (1 Asst)
2018,9911,2,578,03,Channise Lewis,2,05,Kaila Charles,LAYUP,2,25.0,21.0,05 Kaila Charles LAYUP GOOD (6 Pt); 03 Channise Lewis Assist (2 Asst)
2018,9911,2,549,22,Blair Watson,3,03,Channise Lewis,LAYUP,2,27.0,21.0,03 Channise Lewis LAYUP GOOD (4 Pt); 22 Blair Watson Assist (3 Asst)
2018,9911,2,521,03,Channise Lewis,3,24,Stephanie Jones,LAYUP,2,29.0,21.0,24 Stephanie Jones LAYUP GOOD (3 Pt); 03 Channise Lewis Assist (3 Asst)
2018,9911,2,330,05,Kaila Charles,3,22,Blair Watson,JUMPER,2,33.0,30.0,22 Blair Watson JUMPER GOOD (8 Pt); 05 Kaila Charles Assist (3 Asst)
2018,9911,2,207,34,Brianna Fraser,1,22,Blair Watson,3PTR,3,37.0,34.0,22 Blair Watson 3PTR GOOD (11 Pt); 34 Brianna Fraser Assist (1 Asst)
2018,9911,3,517,03,Channise Lewis,4,24,Stephanie Jones,LAYUP,2,45.0,46.0,24 Stephanie Jones LAYUP GOOD (8 Pt); 03 Channise Lewis Assist (4 Asst)
2018,9911,3,463,11,Taylor Mikesell,2,22,Blair Watson,3PTR,3,48.0,46.0,22 Blair Watson 3PTR GOOD (14 Pt); 11 Taylor Mikesell Assist (2 Asst)
2018,9911,3,418,03,Channise Lewis,5,05,Kaila Charles,LAYUP,2,50.0,48.0,05 Kaila Charles LAYUP GOOD (14 Pt); 03 Channise Lewis Assist (5 Asst)
2018,9911,3,376,03,Channise Lewis,6,11,Taylor Mikesell,3PTR,3,53.0,48.0,11 Taylor Mikesell 3PTR GOOD (8 Pt); 03 Channise Lewis Assist (6 Asst)
2018,9911,3,141,22,Blair Watson,4,03,Channise Lewis,LAYUP,2,59.0,54.0,03 Channise Lewis LAYUP GOOD (8 Pt); 22 Blair Watson Assist (4 Asst)
2018,9911,3,24,01,Shakira Austin,1,24,Stephanie Jones,JUMPER,2,65.0,56.0,24 Stephanie Jones JUMPER GOOD (10 Pt); 01 Shakira Austin Assist (1 Asst)
2018,9912,1,586,03,Channise Lewis,1,22,Blair Watson,3PTR,3,3.0,0.0,22 Blair Watson 3PTR GOOD (3 Pt); 03 Channise Lewis Assist (1 Asst)
2018,9912,1,529,03,Channise Lewis,2,01,Shakira Austin,LAYUP,2,7.0,2.0,01 Shakira Austin LAYUP GOOD (2 Pt); 03 Channise Lewis Assist (2 Asst)
2018,9912,1,296,03,Channise Lewis,3,01,Shakira Austin,LAYUP,2,9.0,17.0,01 Shakira Austin LAYUP GOOD (4 Pt); 03 Channise Lewis Assist (3 Asst)
2018,9912,1,65,03,Channise Lewis,4,05,Kaila Charles,LAYUP,2,13.0,23.0,05 Kaila Charles LAYUP GOOD (4 Pt); 03 Channise Lewis Assist (4 Asst)
2018,9912,2,540,03,Channise Lewis,5,05,Kaila Charles,JUMPER,2,17.0,28.0,05 Kaila Charles JUMPER GOOD (8 Pt); 03 Channise Lewis Assist (5 Asst)
2018,9912,2,516,03,Channise Lewis,6,05,Kaila Charles,JUMPER,2,19.0,31.0,05 Kaila Charles JUMPER GOOD (10 Pt); 03 Channise Lewis Assist (6 Asst)
2018,9912,2,393,11,Taylor Mikesell,1,05,Kaila Charles,JUMPER,2,29.0,35.0,05 Kaila Charles JUMPER GOOD (16 Pt); 11 Taylor Mikesell Assist (1 Asst)
2018,9912,2,178,11,Taylor Mikesell,2,32,Sara Vujacic,3PTR,3,36.0,43.0,32 Sara Vujacic 3PTR GOOD (3 Pt); 11 Taylor Mikesell Assist (2 Asst)
2018,9912,2,65,03,Channise Lewis,7,22,Blair Watson,3PTR,3,43.0,49.0,22 Blair Watson 3PTR GOOD (8 Pt); 03 Channise Lewis Assist (7 Asst)
2018,9912,2,30,32,Sara Vujacic,1,05,Kaila Charles,JUMPER,2,45.0,51.0,05 Kaila Charles JUMPER GOOD (22 Pt); 32 Sara Vujacic Assist (1 Asst)
2018,9912,3,533,03,Channise Lewis,8,24,Stephanie Jones,LAYUP,2,47.0,53.0,24 Stephanie Jones LAYUP GOOD (2 Pt); 03 Channise Lewis Assist (8 Asst)
2018,9912,3,469,03,Channise Lewis,9,05,Kaila Charles,JUMPER,2,51.0,53.0,05 Kaila Charles JUMPER GOOD (24 Pt); 03 Channise Lewis Assist (9 Asst)
2018,9912,3,441,03,Channise Lewis,10,05,Kaila Charles,LAYUP,2,53.0,53.0,05 Kaila Charles LAYUP GOOD (26 Pt); 03 Channise Lewis Assist (10 Asst)
2018,9912,3,280,11,Taylor Mikesell,3,35,Olivia Owens,JUMPER,2,58.0,59.0,35 Olivia Owens JUMPER GOOD (4 Pt); 11 Taylor Mikesell Assist (3 Asst)
2018,9912,3,109,34,Brianna Fraser,1,11,Taylor Mikesell,LAYUP,2,60.0,65.0,11 Taylor Mikesell LAYUP GOOD (4 Pt); 34 Brianna Fraser Assist (1 Asst)
2018,9912,4,286,22,Blair Watson,1,24,Stephanie Jones,LAYUP,2,65.0,79.0,24 Stephanie Jones LAYUP GOOD (4 Pt); 22 Blair Watson Assist (1 Asst)
2018,9912,4,254,03,Channise Lewis,11,05,Kaila Charles,JUMPER,2,67.0,81.0,05 Kaila Charles JUMPER GOOD (32 Pt); 03 Channise Lewis Assist (11 Asst)
2018,9912,4,227,22,Blair Watson,2,11,Taylor Mikesell,JUMPER,2,69.0,82.0,11 Taylor Mikesell JUMPER GOOD (6 Pt); 22 Blair Watson Assist (2 Asst)
2018,9913,1,510,11,Taylor Mikesell,1,05,Kaila Charles,LAYUP,2,2.0,0.0,05 Kaila Charles LAYUP GOOD (2 Pt); 11 Taylor Mikesell Assist (1 Asst)
2018,9913,1,464,05,Kaila Charles,1,24,Stephanie Jones,JUMPER,2,4.0,0.0,24 Stephanie Jones JUMPER GOOD (2 Pt); 05 Kaila Charles Assist (1 Asst)
2018,9913,1,418,05,Kaila Charles,2,24,Stephanie Jones,JUMPER,2,6.0,0.0,24 Stephanie Jones JUMPER GOOD (4 Pt); 05 Kaila Charles Assist (2 Asst)
2018,9913,1,385,11,Taylor Mikesell,2,05,Kaila Charles,JUMPER,2,8.0,0.0,05 Kaila Charles JUMPER GOOD (4 Pt); 11 Taylor Mikesell Assist (2 Asst)
2018,9913,1,327,03,Channise Lewis,1,11,Taylor Mikesell,3PTR,3,11.0,2.0,11 Taylor Mikesell 3PTR GOOD (3 Pt); 03 Channise Lewis Assist (1 Asst)
2018,9913,1,299,34,Brianna Fraser,1,22,Blair Watson,3PTR,3,14.0,2.0,22 Blair Watson 3PTR GOOD (3 Pt); 34 Brianna Fraser Assist (1 Asst)
2018,9913,1,268,03,Channise Lewis,2,24,Stephanie Jones,LAYUP,2,16.0,2.0,24 Stephanie Jones LAYUP GOOD (6 Pt); 03 Channise Lewis Assist (2 Asst)
2018,9913,1,64,11,Taylor Mikesell,3,35,Olivia Owens,LAYUP,2,18.0,7.0,35 Olivia Owens LAYUP GOOD (2 Pt); 11 Taylor Mikesell Assist (3 Asst)
2018,9913,2,570,03,Channise Lewis,3,22,Blair Watson,JUMPER,2,20.0,12.0,22 Blair Watson JUMPER GOOD (5 Pt); 03 Channise Lewis Assist (3 Asst)
2018,9913,2,408,22,Blair Watson,1,24,Stephanie Jones,JUMPER,2,22.0,15.0,24 Stephanie Jones JUMPER GOOD (8 Pt); 22 Blair Watson Assist (1 Asst)
2018,9913,2,349,05,Kaila Charles,3,24,Stephanie Jones,LAYUP,2,24.0,17.0,24 Stephanie Jones LAYUP GOOD (10 Pt); 05 Kaila Charles Assist (3 Asst)
2018,9913,2,179,01,Shakira Austin,1,24,Stephanie Jones,LAYUP,2,29.0,20.0,24 Stephanie Jones LAYUP GOOD (12 Pt); 01 Shakira Austin Assist (1 Asst)
2018,9913,3,553,11,Taylor Mikesell,4,34,Brianna Fraser,LAYUP,2,35.0,21.0,34 Brianna Fraser LAYUP GOOD (2 Pt); 11 Taylor Mikesell Assist (4 Asst)
2018,9913,3,532,05,Kaila Charles,4,34,Brianna Fraser,LAYUP,2,37.0,21.0,34 Brianna Fraser LAYUP GOOD (4 Pt); 05 Kaila Charles Assist (4 Asst)
2018,9913,3,494,11,Taylor Mikesell,5,34,Brianna Fraser,JUMPER,2,39.0,22.0,34 Brianna Fraser JUMPER GOOD (6 Pt); 11 Taylor Mikesell Assist (5 Asst)
2018,9913,3,188,03,Channise Lewis,4,11,Taylor Mikesell,3PTR,3,48.0,31.0,11 Taylor Mikesell 3PTR GOOD (10 Pt); 03 Channise Lewis Assist (4 Asst)
2018,9913,3,92,11,Taylor Mikesell,6,05,Kaila Charles,LAYUP,2,55.0,33.0,05 Kaila Charles LAYUP GOOD (14 Pt); 11 Taylor Mikesell Assist (6 Asst)
2018,9913,3,69,03,Channise Lewis,5,11,Taylor Mikesell,3PTR,3,58.0,33.0,11 Taylor Mikesell 3PTR GOOD (13 Pt); 03 Channise Lewis Assist (5 Asst)
2018,9913,4,539,03,Channise Lewis,6,11,Taylor Mikesell,3PTR,3,62.0,35.0,11 Taylor Mikesell 3PTR GOOD (16 Pt); 03 Channise Lewis Assist (6 Asst)
2018,9913,4,370,03,Channise Lewis,7,34,Brianna Fraser,JUMPER,2,64.0,41.0,34 Brianna Fraser JUMPER GOOD (8 Pt); 03 Channise Lewis Assist (7 Asst)
2018,9913,4,345,22,Blair Watson,2,01,Shakira Austin,LAYUP,2,67.0,44.0,01 Shakira Austin LAYUP GOOD (7 Pt); 22 Blair Watson Assist (2 Asst)
2018,9913,4,275,24,Stephanie Jones,1,01,Shakira Austin,LAYUP,2,71.0,46.0,01 Shakira Austin LAYUP GOOD (11 Pt); 24 Stephanie Jones Assist (1 Asst)
2018,9914,1,521,11,Taylor Mikesell,1,24,Stephanie Jones,JUMPER,2,4.0,3.0,24 Stephanie Jones JUMPER GOOD (4 Pt); 11 Taylor Mikesell Assist (1 Asst)
