"source_id","player_name","streak_type","length","start_date","end_date","start_file_id","end_file_id","spans_games","active"
"2018-19","Taylor Mikesell","ft_makes",18,"2019-01-27","2019-03-25","10062","9914",1,0
"2018-19","Blair Watson","ft_makes",15,"2018-11-18","2019-01-17","9888","10059",1,0
"2018-19","Stephanie Jones","ft_makes",14,"2019-02-04","2019-02-14","10064","10067",1,0
"2018-19","Shakira Austin","fg_misses",12,"2018-12-31","2019-01-08","10055","10057",1,0
"2018-19","Kaila Charles","ft_makes",12,"2018-12-31","2019-01-05","10055","10056",1,0
"2018-19","Kaila Charles","ft_makes",12,"2019-03-09","2019-03-10","9911","9912",1,0
"2018-19","Kaila Charles","fg_misses",11,"2019-02-17","2019-02-17","10068","10068",0,0
"2018-19","Sara Vujacic","ft_makes",11,"2018-12-02","2019-02-10","9892","10066",1,1
"2018-19","Stephanie Jones","ft_makes",11,"2018-12-10","2018-12-31","9894","10055",1,0
"2018-19","Sarah Myers","fg_misses",10,"2018-11-09","2018-12-10","9885","9894",1,0
"2018-19","Kaila Charles","ft_makes",10,"2018-11-24","2018-11-29","9889","9891",1,0
"2018-19","Kaila Charles","ft_makes",10,"2018-12-08","2018-12-20","9893","9895",1,0
"2018-19","Taylor Mikesell","fg_misses",9,"2018-12-10","2018-12-20","9894","9895",1,0
"2018-19","Taylor Mikesell","fg_misses",9,"2019-02-10","2019-02-14","10066","10067",1,0
"2018-19","Kaila Charles","ft_makes",9,"2018-11-09","2018-11-14","9885","9887",1,0
"2018-19","Stephanie Jones","ft_makes",9,"2018-12-31","2019-01-20","10055","10060",1,0
"2018-19","Stephanie Jones","fg_makes",8,"2018-12-10","2018-12-20","9894","9895",1,0
"2018-19","Brianna Fraser","fg_misses",8,"2018-11-18","2018-11-23","9888","9890",1,0
"2018-19","Channise Lewis","fg_misses",8,"2018-11-11","2018-11-18","9886","9888",1,0
"2018-19","Shakira Austin","fg_misses",8,"2019-02-14","2019-02-17","10067","10068",1,0
"2018-19","Taylor Mikesell","fg_misses",8,"2019-03-09","2019-03-10","9911","9912",1,0
"2018-19","Brianna Fraser","fg_makes",7,"2019-03-08","2019-03-23","9910","9913",1,0
"2018-19","Kaila Charles","fg_makes",7,"2019-01-31","2019-02-04","10063","10064",1,0
"2018-19","Shakira Austin","fg_makes",7,"2018-12-08","2018-12-10","9893","9894",1,0
"2018-19","Stephanie Jones","fg_makes",7,"2019-01-20","2019-01-24","10060","10061",1,0
"2018-19","Stephanie Jones","fg_makes",7,"2019-03-10","2019-03-23","9912","9913",1,0
"2018-19","Stephanie Jones","fg_makes",7,"2019-03-25","2019-03-25","9914","9914",0,0
"2018-19","Blair Watson","fg_misses",7,"2018-12-08","2018-12-20","9893","9895",1,0
"2018-19","Blair Watson","fg_misses",7,"2019-02-21","2019-03-02","10069","10071",1,0
"2018-19","Blair Watson","fg_misses",7,"2019-03-23","2019-03-25","9913","9914",1,1
"2018-19","Kaila Charles","fg_misses",7,"2018-11-09","2018-11-11","9885","9886",1,0
"2018-19","Sara Vujacic","fg_misses",7,"2018-11-09","2018-11-09","9885","9885",0,0
"2018-19","Shakira Austin","fg_misses",7,"2018-11-24","2018-11-29","9889","9891",1,0
"2018-19","Shakira Austin","fg_misses",7,"2019-02-21","2019-02-25","10069","10070",1,0
"2018-19","Taylor Mikesell","fg_misses",7,"2019-02-04","2019-02-07","10064","10065",1,0
"2018-19","Brianna Fraser","ft_makes",7,"2018-11-23","2018-12-08","9890","9893",1,0
"2018-19","Channise Lewis","ft_makes",7,"2019-02-04","2019-02-25","10064","10070",1,0
"2018-19","Kaila Charles","ft_makes",7,"2019-01-27","2019-01-31","10062","10063",1,0
