"source_id","file_id","period","time_remaining","seconds_elapsed","team","player_name","player_number","foul_type","player_foul_count","team_fouls_in_period","bonus_active","margin_at_foul"
"2018-19","9885",1,558,42,"Coppin State","E'Mya Price",10,"personal",1,1,0,-1
"2018-19","9885",1,401,199,"Maryland","Channise Lewis",3,"personal",1,1,0,8
"2018-19","9885",1,283,317,"Maryland","Blair Watson",22,"personal",1,2,0,10
"2018-19","9885",1,54,546,"Coppin State","Chance Graham",23,"personal",1,2,0,-16
"2018-19","9885",2,558,642,"Maryland","Brianna Fraser",34,"personal",1,1,0,18
"2018-19","9885",2,526,674,"Coppin State","Brooke Fields",4,"personal",1,1,0,-20
"2018-19","9885",2,483,717,"Maryland","Kaila Charles",5,"personal",1,2,0,23
"2018-19","9885",2,385,815,"Maryland","Brianna Fraser",34,"personal",2,3,0,25
"2018-19","9885",2,324,876,"Maryland","Stephanie Jones",24,"personal",1,4,0,28
"2018-19","9885",2,209,991,"Coppin State","Jalynda Salley",45,"personal",1,2,0,-25
"2018-19","9885",2,200,1000,"Maryland","Olivia Owens",35,"personal",1,5,1,26
"2018-19","9885",2,143,1057,"Coppin State","E'Mya Price",10,"personal",2,3,0,-26
"2018-19","9885",2,77,1123,"Coppin State","Jalynda Salley",45,"personal",2,4,0,-26
"2018-19","9885",3,558,1242,"Coppin State","Jalynda Salley",45,"personal",3,1,0,-28
"2018-19","9885",3,470,1330,"Coppin State","Kaiya Coleman",3,"personal",1,2,0,-33
"2018-19","9885",3,396,1404,"Maryland","Stephanie Jones",24,"personal",2,1,0,34
"2018-19","9885",3,321,1479,"Coppin State","Brooke Fields",4,"personal",2,3,0,-35
"2018-19","9885",3,294,1506,"Maryland","Shakira Austin",1,"personal",1,2,0,35
"2018-19","9885",3,239,1561,"Coppin State","Chance Graham",23,"personal",2,4,0,-36
"2018-19","9885",3,156,1644,"Maryland","Sara Vujacic",32,"personal",1,3,0,39
"2018-19","9885",3,56,1744,"Maryland","Olivia Owens",35,"personal",2,4,0,40
"2018-19","9885",3,3,1797,"Coppin State","Diamond Adams",1,"personal",1,5,1,-38
"2018-19","9885",4,539,1861,"Maryland","Olivia Owens",35,"personal",3,1,0,40
"2018-19","9885",4,470,1930,"Coppin State","E'Mya Price",10,"personal",3,1,0,-43
"2018-19","9885",4,326,2074,"Coppin State","Jalynda Salley",45,"personal",4,2,0,-45
"2018-19","9885",4,222,2178,"Maryland","Sara Vujacic",32,"personal",2,2,0,53
"2018-19","9885",4,212,2188,"Maryland","Olivia Owens",35,"personal",4,3,0,53
"2018-19","9885",4,211,2189,"Maryland","Olivia Owens",35,"personal",5,4,0,53
"2018-19","9885",4,108,2292,"Coppin State","Jalynda Salley",45,"personal",5,3,0,-53
"2018-19","9885",4,67,2333,"Maryland","Channise Lewis",3,"personal",2,5,1,54
"2018-19","9885",4,52,2348,"Maryland","Stephanie Jones",24,"personal",3,6,1,54
"2018-19","9885",4,33,2367,"Coppin State","Oluwadamilola Oloyed",12,"personal",1,4,0,-54
"2018-19","9885",4,13,2387,"Coppin State","Chance Graham",23,"personal",3,5,1,-57
"2018-19","9886",1,422,178,"Dayton","Lauren Cannatelli",24,"personal",1,1,0,4
"2018-19","9886",1,336,264,"Dayton","Julia Chandler",13,"personal",1,2,0,1
"2018-19","9886",1,252,348,"Dayton","Jenna Giacone",12,"personal",1,3,0,-7
"2018-19","9886",1,225,375,"Dayton","Jordan Wilmoth",2,"personal",1,4,0,-7
"2018-19","9886",1,202,398,"Maryland","Channise Lewis",3,"personal",1,1,0,7
"2018-19","9886",1,200,400,"Maryland","Blair Watson",22,"personal",1,2,0,7
"2018-19","9886",1,160,440,"Maryland","Taylor Mikesell",11,"personal",1,3,0,9
"2018-19","9886",1,135,465,"Dayton","Julia Chandler",13,"personal",2,5,1,-6
"2018-19","9886",1,116,484,"Dayton","Jordan Wilmoth",2,"personal",2,6,1,-9
"2018-19","9886",2,589,611,"Dayton","Kyla Whitehead",5,"personal",1,1,0,-17
"2018-19","9886",2,515,685,"Dayton","Maddy Dennis",23,"personal",1,2,0,-21
"2018-19","9886",2,441,759,"Maryland","Brianna Fraser",34,"personal",1,1,0,23
"2018-19","9886",2,408,792,"Maryland","Blair Watson",22,"personal",2,2,0,20
"2018-19","9886",2,375,825,"Maryland","Channise Lewis",3,"personal",2,3,0,20
"2018-19","9886",2,339,861,"Maryland","Stephanie Jones",24,"personal",1,4,0,22
"2018-19","9886",2,277,923,"Dayton","Kyla Whitehead",5,"personal",2,3,0,-22
"2018-19","9886",2,265,935,"Maryland","Shakira Austin",1,"personal",1,5,1,23
"2018-19","9886",3,572,1228,"Dayton","Jayla Scaife",42,"personal",1,1,0,-18
