"source_id","file_id","team","opponent","is_home","points_in_paint","points_off_turnovers","points_fastbreak","points_second_chance","points_from_bench","largest_lead","largest_lead_time","time_with_lead_sec","pct_lead","ties","lead_changes","possessions","avg_scoring_possession","largest_deficit"
"2018-19","9885","Maryland","Coppin State",1,0,30,0,28,34,57,"0:33 (4th)",2366,98.6,0,0,78,"0:11",0
"2018-19","9885","Coppin State","Maryland",0,0,0,0,7,4,0,"-",0,0.0,1,0,78,"0:17",57
"2018-19","9886","Maryland","Dayton",1,0,30,0,9,28,23,"4:37 (2nd)",2122,88.4,0,1,83,"0:11",6
"2018-19","9886","Dayton","Maryland",0,0,19,0,4,17,6,"8:27 (1st)",259,10.8,0,0,84,"0:14",23
"2018-19","9887","George Washington","Maryland",1,4,2,0,5,12,4,"8:14 (1st)",102,4.3,1,1,69,"0:21",45
"2018-19","9887","Maryland","George Washington",0,48,19,16,13,28,45,"2:19 (4th)",2179,90.8,1,1,68,"0:14",4
"2018-19","9888","#10/11 South Carolina","Maryland",1,0,22,0,14,19,12,"4:46 (1st)",497,20.7,0,0,75,"0:15",29
"2018-19","9888","Maryland","#10/11 South Carolina",0,0,19,0,19,10,29,"3:55 (4th)",1888,78.7,0,1,76,"0:15",12
"2018-19","9889","Maryland","Georgia",1,18,3,0,5,13,15,"6:10 (2nd)",2000,83.3,3,2,68,"0:14",2
"2018-19","9889","Georgia","Maryland",0,28,8,0,18,8,2,"5:20 (3rd)",216,9.0,1,1,70,"0:21",15
"2018-19","9890","Morgan State","Maryland",1,12,16,0,0,4,0,"-",0,0.0,0,0,73,"0:23",24
"2018-19","9890","Maryland","Morgan State",0,34,17,0,19,12,24,"0:36 (4th)",2394,99.8,0,0,72,"0:13",0
"2018-19","9891","Maryland","Georgia Tech",1,26,14,24,7,7,20,"0:50 (2nd)",2358,98.3,0,0,76,"0:13",0
"2018-19","9891","Georgia Tech","Maryland",0,28,18,8,3,8,0,"-",0,0.0,0,0,76,"0:14",20
"2018-19","9892","Maryland","Umbc",1,50,24,15,20,45,37,"0:53 (3rd)",2383,99.3,0,0,0,"-",0
"2018-19","9892","Umbc","Maryland",0,18,2,2,1,32,0,"-",0,0.0,0,0,0,"-",37
"2018-19","9893","Maryland","James Madison",1,42,11,21,17,32,29,"1:46 (3rd)",2297,95.7,0,0,75,"0:13",0
"2018-19","9893","James Madison","Maryland",0,22,23,6,17,26,0,"-",0,0.0,3,0,75,"0:17",29
"2018-19","9894","Maryland","Loyola",1,54,28,22,20,35,35,"0:53 (4th)",2266,94.4,0,1,66,"0:13",3
"2018-19","9894","Loyola","Maryland",0,4,4,5,9,15,3,"8:29 (1st)",43,1.8,0,0,66,"0:23",35
"2018-19","9895","Delaware","Maryland",1,24,13,15,11,12,4,"6:49 (1st)",47,2.0,2,1,80,"0:12",26
"2018-19","9895","Maryland","Delaware",0,36,21,12,20,9,26,"0:48 (4th)",2148,89.5,1,1,77,"0:13",4
"2018-19","9910","Maryland","Michigan State",1,28,9,13,7,15,25,"4:08 (4th)",2306,96.1,0,0,72,"0:18",0
"2018-19","9910","Michigan State","Maryland",0,22,20,11,6,7,0,"-",0,0.0,2,0,74,"0:14",25
"2018-19","9911","Maryland","Michigan",1,36,18,12,16,7,9,"0:24 (3rd)",1794,74.8,3,5,69,"0:14",6
"2018-19","9911","Michigan","Maryland",0,26,16,7,16,23,6,"9:18 (3rd)",451,18.8,2,5,69,"0:19",9
"2018-19","9912","Maryland","Iowa",1,40,9,32,10,17,5,"8:49 (1st)",194,8.1,1,0,83,"0:12",16
"2018-19","9912","Iowa","Maryland",0,46,18,8,14,3,16,"4:28 (4th)",2125,88.5,0,1,81,"0:16",5
"2018-19","9913","Maryland","Radford",1,40,17,18,4,15,27,"8:59 (4th)",2310,96.3,0,0,79,"0:12",0
"2018-19","9913","Radford","Maryland",0,18,18,14,3,10,0,"-",0,0.0,0,0,78,"0:14",27
"2018-19","9914","Maryland","Ucla",1,52,18,14,19,13,5,"0:00 (3rd)",771,32.1,4,5,77,"0:13",8
"2018-19","9914","Ucla","Maryland",0,30,12,15,27,2,8,"4:04 (2nd)",1375,57.3,7,6,77,"0:17",5
"2018-19","10054","Penn State","Maryland",1,23,18,9,7,23,7,"6:00 (2nd)",981,40.9,3,5,80,"0:15",16
"2018-19","10054","Maryland","Penn State",0,42,18,4,13,10,16,"0:57 (4th)",1152,48.0,6,5,79,"0:18",7
"2018-19","10055","Maryland","Rutgers",1,22,10,9,7,10,2,"7:15 (4th)",103,4.3,5,2,68,"0:15",8
"2018-19","10055","Rutgers","Maryland",0,28,19,18,15,37,8,"0:03 (4th)",1869,77.9,1,3,67,"0:19",2
"2018-19","10056","Maryland","Ohio State",1,40,20,19,14,15,9,"9:33 (3rd)",1113,46.4,2,6,73,"0:15",7
"2018-19","10056","Ohio State","Maryland",0,34,15,4,9,14,7,"7:55 (2nd)",1015,42.3,7,5,76,"0:17",9
"2018-19","10057","Nebraska","Maryland",1,34,12,12,9,28,0,"-",0,0.0,0,0,76,"0:13",20
"2018-19","10057","Maryland","Nebraska",0,36,19,5,10,14,20,"3:26 (4th)",2386,99.4,0,0,77,"0:17",0
"2018-19","10058","Maryland","Michigan",1,36,13,26,5,14,14,"0:13 (4th)",1254,52.3,3,6,79,"0:13",7
"2018-19","10058","Michigan","Maryland",0,48,12,16,9,11,7,"0:45 (1st)",910,37.9,3,5,77,"0:14",14
"2018-19","10059","Michigan State","Maryland",1,30,10,18,7,16,16,"2:51 (1st)",2367,98.6,0,1,52,"0:16",2
"2018-19","10059","Maryland","Michigan State",0,26,16,4,7,24,2,"9:50 (1st)",23,1.0,0,0,51,"0:18",16
"2018-19","10060","Maryland","Penn State",1,40,15,9,2,15,15,"0:11 (4th)",1677,69.9,5,2,78,"0:14",5
"2018-19","10060","Penn State","Maryland",0,28,20,15,8,33,5,"6:39 (3rd)",371,15.5,3,2,78,"0:14",15
"2018-19","10061","Ohio State","Maryland",1,28,14,4,9,9,3,"0:21 (1st)",249,10.4,1,2,75,"0:17",16
"2018-19","10061","Maryland","Ohio State",0,28,14,8,4,13,16,"2:09 (4th)",2029,84.5,2,2,76,"0:13",3
"2018-19","10062","Indiana","Maryland",1,32,16,18,3,14,8,"3:14 (1st)",455,19.0,2,2,78,"0:12",25
"2018-19","10062","Maryland","Indiana",0,42,23,25,14,16,25,"6:15 (4th)",1809,75.4,1,2,79,"0:14",8
"2018-19","10063","Maryland","Wisconsin",1,36,12,18,8,23,24,"1:35 (4th)",2123,88.5,2,2,76,"0:14",2
"2018-19","10063","Wisconsin","Maryland",0,30,15,5,6,14,2,"7:06 (1st)",84,3.5,2,2,78,"0:19",24
"2018-19","10064","Illinois","Maryland",1,22,9,10,12,25,4,"7:00 (1st)",163,6.8,1,2,73,"0:17",24
"2018-19","10064","Maryland","Illinois",0,36,14,6,19,15,24,"3:49 (2nd)",2210,92.1,1,2,72,"0:14",4
"2018-19","10065","Maryland","Northwestern",1,40,7,11,10,19,27,"8:14 (3rd)",2326,96.9,0,0,67,"0:15",0
"2018-19","10065","Northwestern","Maryland",0,26,13,6,5,13,0,"-",0,0.0,0,0,68,"0:19",27
"2018-19","10066","Rutgers","Maryland",1,30,23,8,9,31,0,"-",0,0.0,0,0,72,"0:16",22
"2018-19","10066","Maryland","Rutgers",0,32,17,17,9,18,22,"5:28 (4th)",2366,98.6,0,0,72,"0:16",0
