"source_id","lineup","games","stints","seconds","minutes","pts_for","pts_against","plus_minus","net_per_40"
"2018-19","Blair Watson|Kaila Charles|Shakira Austin|Stephanie Jones|Taylor Mikesell",28,59,8950,149.2,271,243,28,7.5
"2018-19","Blair Watson|Channise Lewis|Kaila Charles|Stephanie Jones|Taylor Mikesell",24,52,7367,122.8,269,205,64,20.8
"2018-19","Blair Watson|Channise Lewis|Shakira Austin|Stephanie Jones|Taylor Mikesell",19,30,4244,70.7,155,113,42,23.8
"2018-19","Blair Watson|Channise Lewis|Kaila Charles|Shakira Austin|Taylor Mikesell",14,24,3706,61.8,118,109,9,5.8
"2018-19","Blair Watson|Brianna Fraser|Kaila Charles|Stephanie Jones|Taylor Mikesell",21,30,3680,61.3,118,97,21,13.7
"2018-19","Channise Lewis|Kaila Charles|Shakira Austin|Stephanie Jones|Taylor Mikesell",14,26,2993,49.9,63,74,-11,-8.8
"2018-19","Brianna Fraser|Channise Lewis|Kaila Charles|Stephanie Jones|Taylor Mikesell",15,18,2714,45.2,95,92,3,2.7
"2018-19","Blair Watson|Brianna Fraser|Channise Lewis|Kaila Charles|Taylor Mikesell",13,18,2428,40.5,86,62,24,23.7
"2018-19","Blair Watson|Brianna Fraser|Kaila Charles|Shakira Austin|Taylor Mikesell",14,15,1724,28.7,60,40,20,27.8
"2018-19","Blair Watson|Brianna Fraser|Channise Lewis|Kaila Charles|Stephanie Jones",10,13,1681,28.0,52,20,32,45.7
"2018-19","Blair Watson|Brianna Fraser|Channise Lewis|Kaila Charles|Shakira Austin",7,9,1659,27.6,55,36,19,27.5
"2018-19","Brianna Fraser|Channise Lewis|Kaila Charles|Shakira Austin|Taylor Mikesell",10,13,1501,25.0,38,42,-4,-6.4
"2018-19","Blair Watson|Channise Lewis|Kaila Charles|Shakira Austin|Stephanie Jones",10,12,1490,24.8,52,24,28,45.1
"2018-19","Blair Watson|Brianna Fraser|Channise Lewis|Shakira Austin|Taylor Mikesell",9,10,1375,22.9,39,39,0,0.0
"2018-19","Channise Lewis|Sara Vujacic|Shakira Austin|Stephanie Jones|Taylor Mikesell",8,11,1213,20.2,50,33,17,33.6
"2018-19","Channise Lewis|Kaila Charles|Sara Vujacic|Stephanie Jones|Taylor Mikesell",7,10,1056,17.6,44,29,15,34.1
"2018-19","Blair Watson|Brianna Fraser|Channise Lewis|Stephanie Jones|Taylor Mikesell",9,10,965,16.1,19,26,-7,-17.4
"2018-19","Blair Watson|Brianna Fraser|Kaila Charles|Shakira Austin|Stephanie Jones",2,2,880,14.7,28,21,7,19.1
"2018-19","Channise Lewis|Kaila Charles|Sara Vujacic|Shakira Austin|Taylor Mikesell",7,9,727,12.1,23,20,3,9.9
"2018-19","Blair Watson|Brianna Fraser|Sara Vujacic|Shakira Austin|Taylor Mikesell",5,6,725,12.1,20,6,14,46.3
"2018-19","Blair Watson|Sara Vujacic|Shakira Austin|Stephanie Jones|Taylor Mikesell",5,6,615,10.2,19,13,6,23.4
"2018-19","Brianna Fraser|Channise Lewis|Kaila Charles|Shakira Austin|Stephanie Jones",1,1,600,10.0,16,9,7,28.0
"2018-19","Blair Watson|Kaila Charles|Sara Vujacic|Shakira Austin|Taylor Mikesell",6,7,594,9.9,16,19,-3,-12.1
"2018-19","Brianna Fraser|Channise Lewis|Kaila Charles|Sara Vujacic|Taylor Mikesell",3,6,533,8.9,13,14,-1,-4.5
"2018-19","Brianna Fraser|Kaila Charles|Sara Vujacic|Stephanie Jones|Taylor Mikesell",5,5,522,8.7,24,17,7,32.2
"2018-19","Blair Watson|Brianna Fraser|Kaila Charles|Sara Vujacic|Taylor Mikesell",4,5,521,8.7,14,21,-7,-32.2
