"source_id","file_id","team","name","number","position","minutes","field_goals","fg_pct","three_pointers","three_pt_pct","free_throws","ft_pct","rebounds","assists","turnovers","steals","blocks","points","offensive_rebounds","defensive_rebounds","personal_fouls","technical_fouls","efficiency","usage_pct","points_per_minute","fgm","fga","tpm","tpa","ftm","fta","starter"
2018,9885,"Maryland","C. LEWIS",3,"G",24,"3-8",37.5,"1-3",33.3,"1-1",100.0,1,3,0,1,0,8,0,1,2,0,8.0,13.2,0.333,3,8,1,3,1,1,1
2018,9885,"Maryland","K. CHARLES",5,"G",21,"4-13",30.8,"0-1",0.0,"3-4",75.0,7,5,3,2,1,11,3,4,1,0,13.0,31.75,0.524,4,13,0,1,3,4,1
2018,9885,"Maryland","T. MIKESELL",11,"G",23,"7-14",50.0,"4-10",40.0,"0-0",0.0,3,4,2,0,0,18,0,3,0,0,16.0,26.11,0.783,7,14,4,10,0,0,1
2018,9885,"Maryland","S. JONES",24,"F",22,"7-12",58.3,"0-0",0.0,"3-3",100.0,12,2,0,3,1,17,9,3,3,0,30.0,22.73,0.773,7,12,0,0,3,3,1
2018,9885,"Maryland","B. FRASER",34,"F",19,"2-5",40.0,"0-0",0.0,"1-1",100.0,7,1,1,0,0,5,5,2,2,0,9.0,12.72,0.263,2,5,0,0,1,1,1
2018,9885,"Maryland","S. AUSTIN",1,"",24,"3-11",27.3,"0-0",0.0,"6-10",60.0,21,0,1,1,7,12,8,13,1,0,28.0,25.65,0.5,3,11,0,0,6,10,0
2018,9885,"Maryland","S. MYERS",21,"",19,"2-6",33.3,"0-2",0.0,"3-4",75.0,4,1,0,0,0,7,1,3,0,0,7.0,15.33,0.368,2,6,0,2,3,4,0
2018,9885,"Maryland","B. WATSON",22,"",18,"3-7",42.9,"1-5",20.0,"0-0",0.0,0,0,1,0,0,7,0,0,1,0,2.0,16.68,0.389,3,7,1,5,0,0,0
2018,9885,"Maryland","S. VUJACIC",32,"",23,"2-10",20.0,"2-7",28.6,"0-0",0.0,3,3,0,1,0,6,2,1,2,0,5.0,16.32,0.261,2,10,2,7,0,0,0
2018,9885,"Maryland","O. OWENS",35,"",11,"1-2",50.0,"0-0",0.0,"0-1",0.0,6,1,0,1,0,2,2,4,5,0,8.0,8.33,0.182,1,2,0,0,0,1,0
2018,9885,"Coppin State","M. SMITH",2,"G",24,"2-3",66.7,"0-0",0.0,"0-0",0.0,1,2,1,0,0,4,0,1,0,0,5.0,7.9,0.167,2,3,0,0,0,0,1
2018,9885,"Coppin State","B. FIELDS",4,"G",27,"1-10",10.0,"0-4",0.0,"0-0",0.0,1,3,6,1,0,2,0,1,2,0,-8.0,28.1,0.074,1,10,0,4,0,0,1
2018,9885,"Coppin State","E. PRICE",10,"G",36,"4-8",50.0,"2-4",50.0,"1-3",33.3,3,1,2,0,0,11,0,3,3,0,7.0,14.91,0.306,4,8,2,4,1,3,1
2018,9885,"Coppin State","C. GRAHAM",23,"F",39,"3-21",14.3,"1-7",14.3,"2-10",20.0,13,1,4,1,1,9,4,9,3,0,-5.0,35.74,0.231,3,21,1,7,2,10,1
2018,9885,"Coppin State","J. SALLEY",45,"C",26,"3-8",37.5,"0-0",0.0,"0-2",0.0,4,0,0,1,2,6,2,2,5,0,6.0,16.19,0.231,3,8,0,0,0,2,1
2018,9885,"Coppin State","T. CORBIE",0,"",8,"0-1",0.0,"0-0",0.0,"0-0",0.0,1,0,0,1,0,0,0,1,0,0,1.0,0.0,0.0,0,1,0,0,0,0,0
2018,9885,"Coppin State","D. ADAMS",1,"",1,"0-0",0.0,"0-0",0.0,"0-0",0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0
2018,9885,"Coppin State","K. COLEMAN",3,"",24,"1-3",33.3,"0-0",0.0,"2-2",100.0,3,0,7,1,0,4,0,3,1,0,-1.0,21.5,0.167,1,3,0,0,2,2,0
