"source_id","file_id","team","period","score"
2015,9639,"Maryland",1,11
2015,9639,"Maryland",2,23
2015,9639,"Maryland",3,8
2015,9639,"Maryland",4,23
2015,9639,"Washington",1,19
2015,9639,"Washington",2,10
2015,9639,"Washington",3,20
2015,9639,"Washington",4,25
2015,9615,"Umes",1,5
2015,9615,"Umes",2,8
2015,9615,"Umes",3,16
2015,9615,"Umes",4,1
2015,9615,"Maryland",1,20
2015,9615,"Maryland",2,33
2015,9615,"Maryland",3,28
2015,9615,"Maryland",4,25
2015,9635,"Maryland",1,18
2015,9635,"Maryland",2,21
2015,9635,"Maryland",3,18
2015,9635,"Maryland",4,18
2015,9635,"Iowa",1,28
2015,9635,"Iowa",2,4
2015,9635,"Iowa",3,15
2015,9635,"Iowa",4,8
2015,9623,"Wisconsin",1,20
2015,9623,"Wisconsin",2,10
2015,9623,"Wisconsin",3,21
2015,9623,"Wisconsin",4,14
2015,9623,"Maryland",1,15
2015,9623,"Maryland",2,34
2015,9623,"Maryland",3,28
2015,9623,"Maryland",4,13
2015,9619,"Maryland",1,20
2015,9619,"Maryland",2,26
2015,9619,"Maryland",3,27
2015,9619,"Maryland",4,16
2015,9619,"Nebraska",1,10
2015,9619,"Nebraska",2,11
2015,9619,"Nebraska",3,15
2015,9619,"Nebraska",4,14
2015,9618,"Maryland",1,18
2015,9618,"Maryland",2,22
2015,9618,"Maryland",3,17
2015,9618,"Maryland",4,14
2015,9618,"Ohio State",1,14
2015,9618,"Ohio State",2,23
2015,9618,"Ohio State",3,24
2015,9618,"Ohio State",4,19
2015,9622,"Maryland",1,26
2015,9622,"Maryland",2,18
2015,9622,"Maryland",3,21
2015,9622,"Maryland",4,15
2015,9622,"Northwestern",1,13
2015,9622,"Northwestern",2,17
2015,9622,"Northwestern",3,23
2015,9622,"Northwestern",4,9
2015,9634,"Maryland",1,25
2015,9634,"Maryland",2,27
2015,9634,"Maryland",3,30
2015,9634,"Maryland",4,28
2015,9634,"Minnesota",1,19
2015,9634,"Minnesota",2,15
2015,9634,"Minnesota",3,20
2015,9634,"Minnesota",4,23
2015,9614,"Maryland",1,25
2015,9614,"Maryland",2,25
2015,9614,"Maryland",3,24
2015,9614,"Maryland",4,20
2015,9614,"Southern",1,14
2015,9614,"Southern",2,15
2015,9614,"Southern",3,15
2015,9614,"Southern",4,17
2015,9638,"Maryland",1,26
2015,9638,"Maryland",2,16
2015,9638,"Maryland",3,18
2015,9638,"Maryland",4,14
2015,9638,"Iona",1,16
2015,9638,"Iona",2,11
2015,9638,"Iona",3,21
2015,9638,"Iona",4,10
2015,9633,"Maryland",1,15
2015,9633,"Maryland",2,21
2015,9633,"Maryland",3,27
2015,9633,"Maryland",4,20
2015,9633,"Wisconsin",1,22
2015,9633,"Wisconsin",2,10
2015,9633,"Wisconsin",3,19
2015,9633,"Wisconsin",4,26
2015,9625,"Maryland",1,23
2015,9625,"Maryland",2,15
2015,9625,"Maryland",3,32
2015,9625,"Maryland",4,16
2015,9625,"Indiana",1,10
2015,9625,"Indiana",2,17
2015,9625,"Indiana",3,12
2015,9625,"Indiana",4,24
2015,9609,"South Dakota State",1,4
2015,9609,"South Dakota State",2,17
2015,9609,"South Dakota State",3,18
2015,9609,"South Dakota State",4,16
2015,9609,"Maryland",1,17
2015,9609,"Maryland",2,14
2015,9609,"Maryland",3,13
2015,9609,"Maryland",4,18
2015,9629,"Maryland",1,16
2015,9629,"Maryland",2,19
2015,9629,"Maryland",3,16
