"source_id","file_id","team","opponent","is_home","points_in_paint","points_off_turnovers","points_fastbreak","points_second_chance","points_from_bench","largest_lead","largest_lead_time","time_with_lead_sec","pct_lead","ties","lead_changes","possessions","avg_scoring_possession","largest_deficit"
"2015-16","9605","Maryland","UMass-Lowell",1,36,31,12,25,45,55,"7:02 (4th)",2375,99.0,0,0,88,"0:11",0
"2015-16","9605","UMass-Lowell","Maryland",0,16,8,0,10,10,0,"-",0,0.0,0,0,87,"0:17",55
"2015-16","9606","Maryland","High Point",1,48,22,20,21,30,56,"0:39 (4th)",2387,99.5,0,0,79,"0:13",0
"2015-16","9606","High Point","Maryland",0,8,2,2,11,9,0,"-",0,0.0,0,0,79,"0:17",56
"2015-16","9607","Maryland","Detroit",1,40,18,8,10,45,56,"1:03 (4th)",2335,97.3,0,0,71,"0:15",0
"2015-16","9607","Detroit","Maryland",0,18,6,0,5,2,0,"-",0,0.0,1,0,71,"0:23",56
"2015-16","9608","Maryland","Old Dominion",1,40,17,27,16,58,47,"1:32 (4th)",2301,95.9,0,0,75,"0:13",0
"2015-16","9608","Old Dominion","Maryland",0,16,12,0,9,13,0,"-",0,0.0,0,0,76,"0:19",47
"2015-16","9609","South Dakota State","Maryland",1,22,6,0,5,8,2,"5:36 (4th)",65,2.7,1,1,70,"0:18",14
"2015-16","9609","Maryland","South Dakota State",0,34,12,6,16,16,14,"2:35 (2nd)",2174,90.6,2,1,69,"0:15",2
"2015-16","9610","Maryland","Pittsburgh",1,36,21,12,17,22,22,"0:28 (3rd)",2303,96.0,0,0,75,"0:12",0
"2015-16","9610","Pittsburgh","Maryland",0,26,24,6,8,0,0,"-",0,0.0,1,0,72,"0:18",22
"2015-16","9611","Maryland","Syracuse",1,48,8,8,15,33,18,"0:42 (4th)",2246,93.6,0,0,82,"0:15",0
"2015-16","9611","Syracuse","Maryland",0,30,17,12,8,14,0,"-",0,0.0,3,0,83,"0:12",18
"2015-16","9612","Maryland","Ccsu",1,48,27,18,10,42,43,"0:14 (4th)",2384,99.3,0,0,73,"0:13",0
"2015-16","9612","Ccsu","Maryland",0,10,10,0,1,13,0,"-",0,0.0,0,0,73,"0:21",43
"2015-16","9613","Maryland","Loyola",1,48,28,14,15,52,50,"1:02 (4th)",2372,98.8,0,0,74,"0:14",0
"2015-16","9613","Loyola","Maryland",0,20,3,9,4,24,0,"-",0,0.0,0,0,72,"0:18",50
"2015-16","9614","Maryland","Southern",1,43,17,17,27,40,37,"1:03 (4th)",2338,97.4,0,0,76,"0:14",0
"2015-16","9614","Southern","Maryland",0,16,15,2,6,12,0,"-",0,0.0,0,0,77,"0:18",37
"2015-16","9615","Umes","Maryland",1,12,8,4,5,14,0,"-",0,0.0,0,0,75,"0:17",76
"2015-16","9615","Maryland","Umes",0,40,18,22,15,59,76,"1:44 (4th)",2391,99.6,0,0,73,"0:13",0
"2015-16","9616","Connecticut","Maryland",1,42,20,7,7,13,12,"8:17 (4th)",1908,79.5,2,3,79,"0:14",3
"2015-16","9616","Maryland","Connecticut",0,38,12,11,13,16,3,"2:49 (2nd)",224,9.3,5,3,81,"0:16",12
"2015-16","9617","Illinois","Maryland",1,22,17,2,4,20,4,"1:30 (1st)",135,5.6,0,1,78,"0:15",23
"2015-16","9617","Maryland","Illinois",0,34,15,10,21,25,23,"7:19 (4th)",2154,89.8,1,1,78,"0:14",4
"2015-16","9618","Maryland","Ohio State",1,14,5,2,9,31,8,"1:07 (2nd)",1326,55.3,0,2,78,"0:16",11
"2015-16","9618","Ohio State","Maryland",0,34,16,2,15,15,11,"0:17 (4th)",939,39.1,3,3,79,"0:15",8
"2015-16","9619","Maryland","Nebraska",1,46,11,10,12,41,42,"3:22 (4th)",2387,99.5,0,0,78,"0:16",0
"2015-16","9619","Nebraska","Maryland",0,16,6,0,4,23,0,"-",0,0.0,0,0,78,"0:16",42
"2015-16","9620","Iowa","Maryland",1,22,9,5,9,22,0,"-",0,0.0,0,0,73,"0:16",22
"2015-16","9620","Maryland","Iowa",0,30,18,10,8,27,22,"1:49 (4th)",2354,98.1,0,0,75,"0:14",0
"2015-16","9621","Michigan","Maryland",1,34,17,7,4,7,2,"5:25 (3rd)",142,5.9,1,3,72,"0:14",16
"2015-16","9621","Maryland","Michigan",0,26,16,4,18,33,16,"3:11 (4th)",2240,93.3,1,3,71,"0:16",2
"2015-16","9622","Maryland","Northwestern",1,26,6,4,13,25,19,"6:21 (2nd)",2357,98.2,0,0,79,"0:18",0
"2015-16","9622","Northwestern","Maryland",0,34,19,10,3,8,0,"-",0,0.0,0,0,80,"0:14",19
"2015-16","9623","Wisconsin","Maryland",1,28,6,10,16,8,7,"1:24 (1st)",576,24.0,0,1,68,"0:18",33
"2015-16","9623","Maryland","Wisconsin",0,48,16,6,19,41,33,"5:19 (4th)",1678,69.9,3,2,68,"0:16",7
"2015-16","9624","Penn State","Maryland",1,28,8,12,4,11,0,"-",0,0.0,1,0,76,"0:14",39
"2015-16","9624","Maryland","Penn State",0,42,21,4,15,40,39,"0:27 (4th)",2370,98.8,0,0,76,"0:14",0
"2015-16","9625","Maryland","Indiana",1,34,10,6,14,47,31,"5:26 (4th)",2211,92.1,1,1,75,"0:15",3
"2015-16","9625","Indiana","Maryland",0,36,19,0,12,14,3,"8:09 (1st)",135,5.6,0,0,77,"0:18",31
"2015-16","9626","Purdue","Maryland",1,22,12,2,13,19,2,"8:27 (1st)",36,1.5,3,1,72,"0:16",20
"2015-16","9626","Maryland","Purdue",0,44,26,12,6,4,20,"1:12 (4th)",2220,92.5,1,1,72,"0:15",2
"2015-16","9627","Maryland","Michigan State",1,36,22,10,11,24,18,"3:33 (3rd)",2384,99.3,0,0,81,"0:17",0
"2015-16","9627","Michigan State","Maryland",0,34,11,17,9,11,0,"-",0,0.0,0,0,83,"0:14",18
