"source_id","file_id","period","time_remaining","seconds_elapsed","team","player_name","player_number","trip_size","made","missed","trip_result","first_attempt_made","margin_before","clutch","trip_context"
"2015-16","9605",1,575,25,"Maryland","S. Walker-Kimbrough",32,2,2,0,"2/2",1,0,0,""
"2015-16","9605",1,472,128,"Maryland","S. Walker-Kimbrough",32,2,2,0,"2/2",1,2,0,""
"2015-16","9605",1,359,241,"Maryland","Brionna Jones",42,1,0,1,"0/1",0,7,0,"and_one"
"2015-16","9605",1,99,501,"Maryland","Brionna Jones",42,2,2,0,"2/2",1,19,0,""
"2015-16","9605",1,29,571,"Maryland","Brene Moseley",3,2,2,0,"2/2",1,23,0,""
"2015-16","9605",2,488,712,"Maryland","Kiah Gillespie",1,3,1,2,"1/3",0,25,0,""
"2015-16","9605",2,273,927,"Maryland","Brene Moseley",3,2,1,1,"1/2",1,29,0,""
"2015-16","9605",2,177,1023,"Maryland","Brianna Fraser",34,2,2,0,"2/2",1,31,0,""
"2015-16","9605",2,100,1100,"Maryland","Malina Howard",5,2,2,0,"2/2",1,35,0,""
"2015-16","9605",2,42,1158,"UMass-Lowell","Lindsey DOUCETTE",33,1,1,0,"1/1",1,-38,0,"and_one"
"2015-16","9605",3,572,1228,"UMass-Lowell","Nicole RIDDICK",21,2,1,1,"1/2",0,-39,0,""
"2015-16","9605",3,286,1514,"Maryland","Brionna Jones",42,2,2,0,"2/2",1,42,0,""
"2015-16","9605",3,214,1586,"Maryland","Brene Moseley",3,2,2,0,"2/2",1,44,0,""
"2015-16","9605",3,194,1606,"UMass-Lowell","Nazarae BUTLER",22,2,1,1,"1/2",1,-46,0,""
"2015-16","9605",4,517,1883,"UMass-Lowell","Nazarae BUTLER",22,2,1,1,"1/2",0,-47,0,""
"2015-16","9605",4,363,2037,"UMass-Lowell","Kayla GIBBS",1,2,2,0,"2/2",1,-53,0,""
"2015-16","9605",4,340,2060,"Maryland","Aja Ellison",0,1,1,0,"1/1",1,53,0,"and_one"
"2015-16","9605",4,227,2173,"UMass-Lowell","Nicole HAYNER",34,2,1,1,"1/2",0,-52,0,""
"2015-16","9605",4,187,2213,"UMass-Lowell","Katherine SMITH",50,2,1,1,"1/2",0,-53,0,""
"2015-16","9606",1,547,53,"Maryland","Kiah Gillespie",1,1,1,0,"1/1",1,3,0,"and_one"
"2015-16","9606",1,507,93,"Maryland","Kiara Leslie",2,2,2,0,"2/2",1,4,0,""
"2015-16","9606",1,376,224,"High Point","Kaylah KEYS",3,2,1,1,"1/2",1,-11,0,""
"2015-16","9606",1,207,393,"Maryland","Brianna Fraser",34,1,1,0,"1/1",1,9,0,"and_one"
"2015-16","9606",1,185,415,"High Point","Lindsey EDWARDS",21,2,1,1,"1/2",0,-10,0,""
"2015-16","9606",1,46,554,"Maryland","S. Walker-Kimbrough",32,2,2,0,"2/2",1,9,0,""
"2015-16","9606",2,500,700,"High Point","Haleigh HATFIELD",0,2,1,1,"1/2",1,-13,0,""
"2015-16","9606",2,424,776,"Maryland","S. Walker-Kimbrough",32,2,1,1,"1/2",0,14,0,""
"2015-16","9606",2,196,1004,"Maryland","Brene Moseley",3,2,2,0,"2/2",1,19,0,""
"2015-16","9606",3,504,1296,"High Point","Aariel ALLEN",33,1,1,0,"1/1",1,-29,0,"and_one"
"2015-16","9606",3,477,1323,"High Point","Aariel ALLEN",33,2,0,2,"0/2",0,-30,0,""
"2015-16","9606",3,341,1459,"High Point","Lindsey EDWARDS",21,1,0,1,"0/1",0,-35,0,"and_one"
"2015-16","9606",3,269,1531,"Maryland","S. Walker-Kimbrough",32,2,2,0,"2/2",1,37,0,""
"2015-16","9606",3,243,1557,"Maryland","Kiah Gillespie",1,1,0,1,"0/1",0,41,0,"and_one"
"2015-16","9606",3,173,1627,"Maryland","Brianna Fraser",34,2,1,1,"1/2",1,45,0,""
"2015-16","9606",3,150,1650,"Maryland","A'Lexus Harrison",33,2,0,2,"0/2",0,46,0,""
"2015-16","9606",3,111,1689,"Maryland","Brianna Fraser",34,2,1,1,"1/2",1,46,0,""
