"source_id","file_id","team","player_name","player_number","stint_index","in_seconds","out_seconds","duration","pts_for","pts_against","plus_minus","starter"
"2015-16","9605","Maryland","Kiah Gillespie",1,1,0,305,305,14,5,9,1
"2015-16","9605","Maryland","Kiara Leslie",2,1,0,366,366,17,5,12,1
"2015-16","9605","Maryland","Chloe Pavlech",15,1,0,366,366,17,5,12,1
"2015-16","9605","Maryland","S. Walker-Kimbrough",32,1,0,501,501,26,5,21,1
"2015-16","9605","Maryland","Brionna Jones",42,1,0,501,501,26,5,21,1
"2015-16","9605","UMass-Lowell","Kayla GIBBS",1,1,0,241,241,5,12,-7,1
"2015-16","9605","UMass-Lowell","Asia MITCHELL-OWENS",12,1,0,98,98,0,2,-2,1
"2015-16","9605","UMass-Lowell","Nicole RIDDICK",21,1,0,241,241,5,12,-7,1
"2015-16","9605","UMass-Lowell","Lindsey DOUCETTE",33,1,0,366,366,5,17,-12,1
"2015-16","9605","UMass-Lowell","Nicole HAYNER",34,1,0,1712,1712,28,76,-48,1
"2015-16","9605","UMass-Lowell","Melissa FRASE",24,1,241,366,125,0,5,-5,0
"2015-16","9605","UMass-Lowell","Lauren PARRA",32,1,241,501,260,0,14,-14,0
"2015-16","9605","Maryland","Malina Howard",5,1,305,600,295,16,2,14,0
"2015-16","9605","Maryland","Brene Moseley",3,1,366,600,234,13,2,11,0
"2015-16","9605","Maryland","Kristen Confroy",12,1,366,600,234,13,2,11,0
"2015-16","9605","UMass-Lowell","Kayla GIBBS",1,2,366,712,346,4,18,-14,0
"2015-16","9605","UMass-Lowell","Nicole RIDDICK",21,2,366,571,205,0,13,-13,0
"2015-16","9605","Maryland","Kiah Gillespie",1,2,501,909,408,17,9,8,0
"2015-16","9605","Maryland","Brianna Fraser",34,1,501,600,99,4,2,2,0
"2015-16","9605","UMass-Lowell","Asia MITCHELL-OWENS",12,2,501,600,99,2,4,-2,0
"2015-16","9605","UMass-Lowell","Katherine SMITH",50,1,501,600,99,2,4,-2,0
"2015-16","9605","UMass-Lowell","Melissa FRASE",24,2,571,600,29,2,0,2,0
"2015-16","9605","Maryland","Kiara Leslie",2,2,600,909,309,13,7,6,0
"2015-16","9605","Maryland","Chloe Pavlech",15,2,600,909,309,13,7,6,0
"2015-16","9605","Maryland","S. Walker-Kimbrough",32,2,600,1100,500,23,9,14,0
"2015-16","9605","Maryland","Brionna Jones",42,2,600,909,309,13,7,6,0
"2015-16","9605","UMass-Lowell","Nicole RIDDICK",21,3,600,600,0,0,0,0,0
"2015-16","9605","UMass-Lowell","Melissa FRASE",24,3,600,1200,600,12,28,-16,0
"2015-16","9605","UMass-Lowell","Lauren PARRA",32,2,600,1200,600,12,28,-16,0
