"source_id","file_id","team","period","points","fgm","fga","tpm","tpa","ftm","fta","offensive_rebounds","defensive_rebounds","rebounds","assists","turnovers","steals","blocks","personal_fouls","points_in_paint","points_off_turnovers","points_fastbreak","points_second_chance","points_from_bench"
"2015-16","9605","Maryland",1,30,10,20,2,5,8,9,5,11,16,7,3,5,2,3,8,6,2,9,4
"2015-16","9605","Maryland",2,28,10,25,2,9,6,9,7,12,19,4,3,5,1,3,12,9,4,8,12
"2015-16","9605","Maryland",3,20,7,18,2,5,4,4,3,7,10,5,4,4,1,4,8,6,4,4,9
"2015-16","9605","Maryland",4,24,10,17,3,5,1,1,5,3,8,8,5,3,0,5,8,10,2,4,20
"2015-16","9605","UMass-Lowell",1,7,3,16,1,4,0,0,2,6,8,1,7,1,0,6,4,0,0,0,0
"2015-16","9605","UMass-Lowell",2,12,5,17,1,7,1,1,0,9,9,4,8,3,1,6,4,2,0,0,2
"2015-16","9605","UMass-Lowell",3,12,4,14,2,7,2,4,4,7,11,4,6,1,2,4,2,1,0,4,1
"2015-16","9605","UMass-Lowell",4,22,7,13,3,5,5,8,3,3,6,4,5,3,0,2,6,5,0,6,7
"2015-16","9606","Maryland",1,25,8,15,3,6,6,6,1,9,10,6,3,2,4,5,8,3,2,2,3
"2015-16","9606","Maryland",2,23,9,19,2,8,3,4,4,9,13,6,3,6,3,4,10,7,6,6,10
"2015-16","9606","Maryland",3,35,13,19,5,6,4,9,8,8,16,9,3,3,0,6,16,8,6,8,7
"2015-16","9606","Maryland",4,22,9,22,0,4,4,8,10,9,19,5,2,3,1,4,14,4,6,5,10
"2015-16","9606","High Point",1,14,5,18,2,8,2,4,5,6,11,3,4,1,0,5,2,2,0,3,1
"2015-16","9606","High Point",2,6,2,13,1,2,1,2,3,6,9,2,7,1,0,4,0,0,0,2,2
"2015-16","9606","High Point",3,17,7,16,1,3,2,5,3,1,4,4,5,3,1,7,6,0,2,3,6
"2015-16","9606","High Point",4,13,4,16,1,7,4,5,4,6,10,1,4,0,0,7,0,0,0,3,0
"2015-16","9607","Maryland",1,22,8,16,3,8,3,3,4,8,12,6,5,5,1,3,10,8,2,2,4
"2015-16","9607","Maryland",2,25,11,17,2,5,1,1,1,10,11,7,2,1,3,1,16,6,2,0,7
"2015-16","9607","Maryland",3,24,8,18,3,8,5,8,7,8,15,5,2,1,0,2,6,2,2,6,10
"2015-16","9607","Maryland",4,26,8,12,3,3,7,9,2,10,12,6,2,2,3,5,8,2,2,2,24
"2015-16","9607","Detroit",1,8,3,13,2,8,0,0,2,4,6,2,6,1,0,3,2,0,0,0,0
"2015-16","9607","Detroit",2,11,5,20,1,8,0,0,4,5,9,1,3,2,1,2,6,0,0,3,2
"2015-16","9607","Detroit",3,11,5,13,1,5,0,0,0,5,5,1,3,0,1,7,8,2,0,0,0
"2015-16","9607","Detroit",4,11,3,13,1,5,4,5,1,2,3,0,2,0,0,6,2,4,0,2,0
"2015-16","9608","Maryland",1,30,11,17,3,6,5,8,4,7,11,7,2,3,1,2,14,13,13,6,16
"2015-16","9608","Maryland",2,18,7,17,3,7,1,2,4,9,13,2,7,2,1,7,8,2,4,0,12
"2015-16","9608","Maryland",3,29,8,14,1,3,12,14,3,13,16,4,4,0,1,9,12,2,8,6,14
"2015-16","9608","Maryland",4,18,8,18,0,3,2,3,5,6,11,2,1,1,0,7,6,0,2,4,16
"2015-16","9608","Old Dominion",1,6,3,17,0,2,0,0,6,2,8,1,7,1,0,6,4,0,0,2,2
"2015-16","9608","Old Dominion",2,18,6,18,2,5,4,8,3,7,10,2,2,2,1,4,6,8,0,0,3
"2015-16","9608","Old Dominion",3,16,6,24,2,9,2,6,7,3,10,3,1,0,2,9,4,4,0,4,8
