"source_id","file_id","team","lineup","num_players","start_seconds","end_seconds","duration","pts_for","pts_against","plus_minus"
"2015-16","9605","UMass-Lowell","Asia MITCHELL-OWENS|Kayla GIBBS|Lindsey DOUCETTE|Nicole HAYNER|Nicole RIDDICK",5,0,98,98,0,2,-2
"2015-16","9605","UMass-Lowell","Kayla GIBBS|Lindsey DOUCETTE|Nicole HAYNER|Nicole RIDDICK",4,98,241,143,5,10,-5
"2015-16","9605","Maryland","Brionna Jones|Chloe Pavlech|Kiah Gillespie|Kiara Leslie|S. Walker-Kimbrough",5,0,305,305,14,5,9
"2015-16","9605","UMass-Lowell","Lauren PARRA|Lindsey DOUCETTE|Melissa FRASE|Nicole HAYNER",4,241,366,125,0,5,-5
"2015-16","9605","Maryland","Brionna Jones|Chloe Pavlech|Kiara Leslie|Malina Howard|S. Walker-Kimbrough",5,305,366,61,3,0,3
"2015-16","9605","UMass-Lowell","Kayla GIBBS|Lauren PARRA|Nicole HAYNER|Nicole RIDDICK",4,366,501,135,0,9,-9
"2015-16","9605","Maryland","Brene Moseley|Brionna Jones|Kristen Confroy|Malina Howard|S. Walker-Kimbrough",5,366,501,135,9,0,9
"2015-16","9605","UMass-Lowell","Asia MITCHELL-OWENS|Katherine SMITH|Kayla GIBBS|Nicole HAYNER|Nicole RIDDICK",5,501,571,70,0,4,-4
"2015-16","9605","Maryland","Brene Moseley|Brianna Fraser|Kiah Gillespie|Kristen Confroy|Malina Howard",5,501,600,99,4,2,2
"2015-16","9605","UMass-Lowell","Asia MITCHELL-OWENS|Katherine SMITH|Kayla GIBBS|Melissa FRASE|Nicole HAYNER",5,571,600,29,2,0,2
"2015-16","9605","UMass-Lowell","Katherine SMITH|Kayla GIBBS|Lauren PARRA|Melissa FRASE|Nicole HAYNER",5,600,670,70,2,2,0
"2015-16","9605","UMass-Lowell","Katherine SMITH|Kayla GIBBS|Lauren PARRA|Melissa FRASE|Nazarae BUTLER|Nicole HAYNER",6,670,712,42,0,3,-3
"2015-16","9605","UMass-Lowell","Katherine SMITH|Lauren PARRA|Lindsey DOUCETTE|Melissa FRASE|Nazarae BUTLER|Nicole HAYNER",6,712,779,67,2,4,-2
"2015-16","9605","UMass-Lowell","Asia MITCHELL-OWENS|Katherine SMITH|Lauren PARRA|Lindsey DOUCETTE|Melissa FRASE|Nicole HAYNER",6,779,909,130,3,4,-1
"2015-16","9605","Maryland","Brionna Jones|Chloe Pavlech|Kiah Gillespie|Kiara Leslie|S. Walker-Kimbrough",5,600,909,309,13,7,6
"2015-16","9605","UMass-Lowell","Asia MITCHELL-OWENS|Kayla GIBBS|Lauren PARRA|Lindsey DOUCETTE|Melissa FRASE|Nicole HAYNER",6,909,989,80,2,4,-2
"2015-16","9605","UMass-Lowell","Kayla GIBBS|Lauren PARRA|Lindsey DOUCETTE|Melissa FRASE|Nazarae BUTLER|Nicole HAYNER",6,989,1100,111,0,6,-6
"2015-16","9605","Maryland","Brene Moseley|Brianna Fraser|Kristen Confroy|Malina Howard|S. Walker-Kimbrough",5,909,1100,191,10,2,8
