"source_id","file_id","team","opponent","points","start_seconds","end_seconds","duration","period_start","period_end","score_before","score_after"
"2015-16","9605","Maryland","UMass-Lowell",8,25,193,168,1,1,"0-0","8-0"
"2015-16","9605","Maryland","UMass-Lowell",22,218,571,353,1,1,"8-5","30-5"
"2015-16","9605","Maryland","UMass-Lowell",6,744,825,81,2,2,"35-11","41-11"
"2015-16","9605","Maryland","UMass-Lowell",6,850,951,101,2,2,"41-14","47-14"
"2015-16","9605","Maryland","UMass-Lowell",9,1023,1121,98,2,2,"47-16","56-16"
"2015-16","9605","Maryland","UMass-Lowell",6,1488,1586,98,3,3,"65-25","71-25"
"2015-16","9605","Maryland","UMass-Lowell",9,1904,1978,74,4,4,"80-34","89-34"
"2015-16","9605","UMass-Lowell","Maryland",6,2213,2268,55,4,4,"94-41","94-47"
"2015-16","9606","Maryland","High Point",9,53,151,98,1,1,"3-2","12-2"
"2015-16","9606","High Point","Maryland",6,262,278,16,1,1,"18-5","18-11"
"2015-16","9606","Maryland","High Point",20,886,1253,367,2,3,"32-20","52-20"
"2015-16","9606","Maryland","High Point",8,1309,1407,98,3,3,"54-26","62-26"
"2015-16","9606","Maryland","High Point",12,1505,1603,98,3,3,"65-30","77-30"
"2015-16","9606","Maryland","High Point",6,1721,1864,143,3,4,"81-37","87-37"
"2015-16","9606","Maryland","High Point",11,2071,2361,290,4,4,"94-49","105-49"
"2015-16","9607","Maryland","Detroit",7,96,363,267,1,1,"3-3","10-3"
"2015-16","9607","Maryland","Detroit",10,542,618,76,1,2,"14-8","24-8"
"2015-16","9607","Maryland","Detroit",10,807,985,178,2,2,"29-15","39-15"
"2015-16","9607","Maryland","Detroit",7,1059,1239,180,2,3,"41-19","48-19"
"2015-16","9607","Maryland","Detroit",10,1456,1586,130,3,3,"54-26","64-26"
"2015-16","9607","Maryland","Detroit",9,2257,2337,80,4,4,"88-41","97-41"
"2015-16","9608","Maryland","Old Dominion",9,99,142,43,1,1,"0-0","9-0"
"2015-16","9608","Maryland","Old Dominion",6,405,473,68,1,1,"14-4","20-4"
"2015-16","9608","Maryland","Old Dominion",15,491,727,236,1,2,"20-6","35-6"
"2015-16","9608","Maryland","Old Dominion",15,1273,1475,202,3,3,"50-28","65-28"
"2015-16","9608","Maryland","Old Dominion",8,1797,2025,228,3,4,"75-40","83-40"
"2015-16","9608","Old Dominion","Maryland",6,2049,2142,93,4,4,"83-40","83-46"
"2015-16","9608","Maryland","Old Dominion",8,2161,2269,108,4,4,"83-46","91-46"
"2015-16","9609","Maryland","South Dakota State",10,238,578,340,1,1,"4-7","4-17"
"2015-16","9609","South Dakota State","Maryland",8,1156,1261,105,2,3,"18-31","26-31"
"2015-16","9609","South Dakota State","Maryland",7,1948,2039,91,4,4,"41-46","48-46"
"2015-16","9609","Maryland","South Dakota State",6,2113,2234,121,4,4,"50-48","50-54"
"2015-16","9609","Maryland","South Dakota State",6,2371,2395,24,4,4,"55-56","55-62"
"2015-16","9610","Maryland","Pittsburgh",7,263,317,54,1,1,"6-5","13-5"
"2015-16","9610","Maryland","Pittsburgh",12,606,787,181,2,2,"19-11","31-11"
"2015-16","9610","Pittsburgh","Maryland",9,930,1195,265,2,2,"33-13","33-22"
"2015-16","9610","Maryland","Pittsburgh",7,1466,1566,100,3,3,"39-28","46-28"
"2015-16","9610","Pittsburgh","Maryland",9,1850,1950,100,4,4,"55-33","55-42"
"2015-16","9610","Maryland","Pittsburgh",7,2080,2209,129,4,4,"57-46","64-46"
"2015-16","9611","Maryland","Syracuse",9,458,593,135,1,1,"16-15","25-15"
"2015-16","9611","Maryland","Syracuse",6,1004,1085,81,2,2,"33-29","39-29"
"2015-16","9611","Maryland","Syracuse",6,1284,1376,92,3,3,"43-35","49-35"
"2015-16","9611","Maryland","Syracuse",6,1970,2019,49,4,4,"67-56","73-56"
"2015-16","9612","Maryland","Ccsu",6,16,95,79,1,1,"0-0","6-0"
"2015-16","9612","Maryland","Ccsu",25,181,732,551,1,2,"6-2","31-2"
"2015-16","9612","Maryland","Ccsu",8,1701,1736,35,3,3,"53-32","61-32"
"2015-16","9612","Maryland","Ccsu",8,1799,1865,66,3,4,"61-36","69-36"
"2015-16","9612","Maryland","Ccsu",8,2074,2284,210,4,4,"72-42","80-42"
"2015-16","9612","Maryland","Ccsu",6,2355,2386,31,4,4,"80-43","86-43"
"2015-16","9613","Maryland","Loyola",6,28,99,71,1,1,"0-0","6-0"
"2015-16","9613","Maryland","Loyola",6,365,460,95,1,1,"12-7","18-7"
"2015-16","9613","Loyola","Maryland",6,647,671,24,2,2,"22-12","22-18"
"2015-16","9613","Maryland","Loyola",13,817,976,159,2,2,"28-22","41-22"
"2015-16","9613","Maryland","Loyola",11,1032,1214,182,2,3,"41-24","52-24"
"2015-16","9613","Maryland","Loyola",8,1492,1533,41,3,3,"57-29","65-29"
"2015-16","9613","Maryland","Loyola",6,1799,1902,103,3,4,"77-41","83-41"
"2015-16","9613","Maryland","Loyola",9,1947,2227,280,4,4,"83-44","92-44"
"2015-16","9614","Maryland","Southern",6,62,127,65,1,1,"0-0","6-0"
"2015-16","9614","Maryland","Southern",8,259,315,56,1,1,"6-4","14-4"
"2015-16","9614","Southern","Maryland",6,459,555,96,1,1,"23-8","23-14"
"2015-16","9614","Maryland","Southern",6,910,996,86,2,2,"35-22","41-22"
"2015-16","9614","Maryland","Southern",8,1151,1261,110,2,3,"46-29","54-29"
"2015-16","9614","Maryland","Southern",6,1487,1510,23,3,3,"59-37","65-37"
"2015-16","9614","Maryland","Southern",12,2126,2337,211,4,4,"82-57","94-57"
"2015-16","9615","Maryland","Umes",11,9,261,252,1,1,"0-0","0-11"
"2015-16","9615","Maryland","Umes",6,321,400,79,1,1,"2-11","2-17"
"2015-16","9615","Maryland","Umes",11,441,737,296,1,2,"5-17","5-28"
"2015-16","9615","Maryland","Umes",18,1059,1241,182,2,3,"13-40","13-58"
"2015-16","9615","Maryland","Umes",24,1712,2033,321,3,4,"29-73","29-97"
"2015-16","9615","Maryland","Umes",9,2085,2296,211,4,4,"30-97","30-106"
"2015-16","9616","Maryland","Connecticut",6,79,167,88,1,1,"4-0","4-6"
"2015-16","9616","Connecticut","Maryland",8,228,396,168,1,1,"4-6","12-6"
"2015-16","9616","Maryland","Connecticut",7,655,708,53,2,2,"21-14","21-21"
"2015-16","9616","Connecticut","Maryland",11,1098,1292,194,2,3,"29-32","40-32"
"2015-16","9616","Maryland","Connecticut",8,1316,1387,71,3,3,"40-32","40-40"
"2015-16","9616","Connecticut","Maryland",10,1537,1704,167,3,3,"41-43","51-43"
"2015-16","9616","Connecticut","Maryland",6,2360,2387,27,4,4,"75-71","81-71"
