source_id,file_id,period,time_remaining,assister_number,assister_name,assister_assist_count,scorer_number,scorer_name,shot_type,points,home_score,visiting_score,narrative
2022,13150,4,404,10,Abby Meyers,3,05,Brinae Alexander,3PTR,3,53.0,66.0,05 Brinae Alexander 3PTR GOOD (8 Pt); 10 Abby Meyers Assist (3 Asst)
2022,13150,4,375,13,Faith Masonius,3,10,Abby Meyers,LAYUP,2,53.0,68.0,10 Abby Meyers LAYUP GOOD (8 Pt); 13 Faith Masonius Assist (3 Asst)
2022,13150,4,258,11,Gia Cooke,2,00,Shyanne Sellers,LAYUP,2,59.0,70.0,00 Shyanne Sellers LAYUP GOOD (10 Pt); 11 Gia Cooke Assist (2 Asst)
2022,13150,4,178,11,Gia Cooke,3,10,Abby Meyers,JUMPER,2,62.0,72.0,10 Abby Meyers JUMPER GOOD (10 Pt); 11 Gia Cooke Assist (3 Asst)
2022,13151,1,544,13,Faith Masonius,1,10,Abby Meyers,LAYUP,2,2.0,0.0,10 Abby Meyers LAYUP GOOD (2 Pt); 13 Faith Masonius Assist (1 Asst)
2022,13151,1,409,12,Elisa Pinzan,1,10,Abby Meyers,3PTR,3,7.0,5.0,10 Abby Meyers 3PTR GOOD (5 Pt); 12 Elisa Pinzan Assist (1 Asst)
2022,13151,1,349,13,Faith Masonius,2,01,Diamond Miller,LAYUP,2,9.0,5.0,01 Diamond Miller LAYUP GOOD (2 Pt); 13 Faith Masonius Assist (2 Asst)
2022,13151,1,183,10,Abby Meyers,1,05,Brinae Alexander,3PTR,3,14.0,9.0,05 Brinae Alexander 3PTR GOOD (5 Pt); 10 Abby Meyers Assist (1 Asst)
2022,13151,1,109,12,Elisa Pinzan,2,10,Abby Meyers,JUMPER,2,16.0,9.0,10 Abby Meyers JUMPER GOOD (7 Pt); 12 Elisa Pinzan Assist (2 Asst)
2022,13151,2,537,00,Shyanne Sellers,1,10,Abby Meyers,LAYUP,2,21.0,11.0,10 Abby Meyers LAYUP GOOD (9 Pt); 00 Shyanne Sellers Assist (1 Asst)
2022,13151,2,153,01,Diamond Miller,1,03,Lavender Briggs,JUMPER,2,27.0,21.0,03 Lavender Briggs JUMPER GOOD (3 Pt); 01 Diamond Miller Assist (1 Asst)
2022,13151,2,41,00,Shyanne Sellers,2,13,Faith Masonius,LAYUP,2,33.0,26.0,13 Faith Masonius LAYUP GOOD (2 Pt); 00 Shyanne Sellers Assist (2 Asst)
2022,13151,3,548,01,Diamond Miller,2,10,Abby Meyers,JUMPER,2,35.0,26.0,10 Abby Meyers JUMPER GOOD (11 Pt); 01 Diamond Miller Assist (2 Asst)
2022,13151,3,395,10,Abby Meyers,2,03,Lavender Briggs,LAYUP,2,42.0,32.0,03 Lavender Briggs LAYUP GOOD (8 Pt); 10 Abby Meyers Assist (2 Asst)
2022,13151,3,365,00,Shyanne Sellers,3,10,Abby Meyers,3PTR,3,45.0,35.0,10 Abby Meyers 3PTR GOOD (16 Pt); 00 Shyanne Sellers Assist (3 Asst)
2022,13151,3,333,12,Elisa Pinzan,3,05,Brinae Alexander,3PTR,3,48.0,35.0,05 Brinae Alexander 3PTR GOOD (8 Pt); 12 Elisa Pinzan Assist (3 Asst)
2022,13151,3,233,11,Gia Cooke,1,05,Brinae Alexander,3PTR,3,51.0,37.0,05 Brinae Alexander 3PTR GOOD (11 Pt); 11 Gia Cooke Assist (1 Asst)
2022,13151,3,172,03,Lavender Briggs,1,05,Brinae Alexander,3PTR,3,54.0,39.0,05 Brinae Alexander 3PTR GOOD (14 Pt); 03 Lavender Briggs Assist (1 Asst)
2022,13151,3,34,00,Shyanne Sellers,4,10,Abby Meyers,3PTR,3,66.0,44.0,10 Abby Meyers 3PTR GOOD (21 Pt); 00 Shyanne Sellers Assist (4 Asst)
2022,13151,3,0,10,Abby Meyers,3,00,Shyanne Sellers,3PTR,3,69.0,47.0,00 Shyanne Sellers 3PTR GOOD (13 Pt); 10 Abby Meyers Assist (3 Asst)
2022,13151,4,564,24,Bri McDaniel,1,15,Mila Reynolds,LAYUP,2,71.0,47.0,15 Mila Reynolds LAYUP GOOD (2 Pt); 24 Bri McDaniel Assist (1 Asst)
2022,13151,4,438,10,Abby Meyers,4,05,Brinae Alexander,3PTR,3,76.0,49.0,05 Brinae Alexander 3PTR GOOD (17 Pt); 10 Abby Meyers Assist (4 Asst)
2022,13151,4,413,12,Elisa Pinzan,4,03,Lavender Briggs,JUMPER,2,78.0,51.0,03 Lavender Briggs JUMPER GOOD (10 Pt); 12 Elisa Pinzan Assist (4 Asst)
2022,13151,4,337,12,Elisa Pinzan,5,10,Abby Meyers,LAYUP,2,80.0,54.0,10 Abby Meyers LAYUP GOOD (23 Pt); 12 Elisa Pinzan Assist (5 Asst)
2022,13151,4,300,05,Brinae Alexander,1,15,Mila Reynolds,LAYUP,2,82.0,54.0,15 Mila Reynolds LAYUP GOOD (4 Pt); 05 Brinae Alexander Assist (1 Asst)
2022,13175,1,590,01,Diamond Miller,1,13,Faith Masonius,LAYUP,2,2.0,0.0,13 Faith Masonius LAYUP GOOD (2 Pt); 01 Diamond Miller Assist (1 Asst)
2022,13175,1,276,12,Elisa Pinzan,1,05,Brinae Alexander,JUMPER,2,6.0,11.0,05 Brinae Alexander JUMPER GOOD (2 Pt); 12 Elisa Pinzan Assist (1 Asst)
2022,13175,1,247,12,Elisa Pinzan,2,03,Lavender Briggs,JUMPER,2,8.0,11.0,03 Lavender Briggs JUMPER GOOD (2 Pt); 12 Elisa Pinzan Assist (2 Asst)
2022,13175,2,306,10,Abby Meyers,1,05,Brinae Alexander,3PTR,3,27.0,25.0,05 Brinae Alexander 3PTR GOOD (8 Pt); 10 Abby Meyers Assist (1 Asst)
2022,13175,2,156,13,Faith Masonius,1,05,Brinae Alexander,3PTR,3,32.0,25.0,05 Brinae Alexander 3PTR GOOD (11 Pt); 13 Faith Masonius Assist (1 Asst)
2022,13175,3,549,10,Abby Meyers,2,01,Diamond Miller,3PTR,3,39.0,31.0,01 Diamond Miller 3PTR GOOD (3 Pt); 10 Abby Meyers Assist (2 Asst)
2022,13175,3,402,05,Brinae Alexander,1,13,Faith Masonius,LAYUP,2,43.0,38.0,13 Faith Masonius LAYUP GOOD (7 Pt); 05 Brinae Alexander Assist (1 Asst)
2022,13175,3,247,00,Shyanne Sellers,1,03,Lavender Briggs,LAYUP,2,50.0,43.0,03 Lavender Briggs LAYUP GOOD (6 Pt); 00 Shyanne Sellers Assist (1 Asst)
2022,13175,3,50,01,Diamond Miller,2,11,Gia Cooke,JUMPER,2,56.0,58.0,11 Gia Cooke JUMPER GOOD (2 Pt); 01 Diamond Miller Assist (2 Asst)
2022,13175,4,547,13,Faith Masonius,2,05,Brinae Alexander,3PTR,3,59.0,65.0,05 Brinae Alexander 3PTR GOOD (14 Pt); 13 Faith Masonius Assist (2 Asst)
2022,13175,4,307,13,Faith Masonius,3,00,Shyanne Sellers,JUMPER,2,65.0,75.0,00 Shyanne Sellers JUMPER GOOD (21 Pt); 13 Faith Masonius Assist (3 Asst)
2022,13176,1,408,12,Elisa Pinzan,1,03,Lavender Briggs,JUMPER,2,2.0,2.0,03 Lavender Briggs JUMPER GOOD (2 Pt); 12 Elisa Pinzan Assist (1 Asst)
2022,13176,1,229,12,Elisa Pinzan,2,10,Abby Meyers,LAYUP,2,11.0,9.0,10 Abby Meyers LAYUP GOOD (2 Pt); 12 Elisa Pinzan Assist (2 Asst)
2022,13176,1,171,00,Shyanne Sellers,1,12,Elisa Pinzan,3PTR,3,15.0,12.0,12 Elisa Pinzan 3PTR GOOD (5 Pt); 00 Shyanne Sellers Assist (1 Asst)
2022,13176,1,49,00,Shyanne Sellers,2,10,Abby Meyers,JUMPER,2,19.0,17.0,10 Abby Meyers JUMPER GOOD (4 Pt); 00 Shyanne Sellers Assist (2 Asst)
2022,13176,1,33,00,Shyanne Sellers,3,10,Abby Meyers,3PTR,3,19.0,20.0,10 Abby Meyers 3PTR GOOD (7 Pt); 00 Shyanne Sellers Assist (3 Asst)
2022,13176,2,465,01,Diamond Miller,1,13,Faith Masonius,JUMPER,2,25.0,24.0,13 Faith Masonius JUMPER GOOD (5 Pt); 01 Diamond Miller Assist (1 Asst)
2022,13176,2,405,12,Elisa Pinzan,3,01,Diamond Miller,LAYUP,2,27.0,26.0,01 Diamond Miller LAYUP GOOD (4 Pt); 12 Elisa Pinzan Assist (3 Asst)
2022,13176,3,586,12,Elisa Pinzan,4,05,Brinae Alexander,3PTR,3,38.0,38.0,05 Brinae Alexander 3PTR GOOD (8 Pt); 12 Elisa Pinzan Assist (4 Asst)
2022,13176,3,556,12,Elisa Pinzan,5,01,Diamond Miller,3PTR,3,41.0,41.0,01 Diamond Miller 3PTR GOOD (10 Pt); 12 Elisa Pinzan Assist (5 Asst)
2022,13176,3,181,03,Lavender Briggs,1,00,Shyanne Sellers,JUMPER,2,54.0,48.0,00 Shyanne Sellers JUMPER GOOD (8 Pt); 03 Lavender Briggs Assist (1 Asst)
2022,13176,3,152,01,Diamond Miller,2,10,Abby Meyers,3PTR,3,54.0,51.0,10 Abby Meyers 3PTR GOOD (12 Pt); 01 Diamond Miller Assist (2 Asst)
2022,13176,3,50,03,Lavender Briggs,2,10,Abby Meyers,LAYUP,2,59.0,57.0,10 Abby Meyers LAYUP GOOD (14 Pt); 03 Lavender Briggs Assist (2 Asst)
2022,13176,4,457,00,Shyanne Sellers,4,01,Diamond Miller,3PTR,3,63.0,62.0,01 Diamond Miller 3PTR GOOD (16 Pt); 00 Shyanne Sellers Assist (4 Asst)
2022,13176,4,422,00,Shyanne Sellers,5,03,Lavender Briggs,LAYUP,2,63.0,64.0,03 Lavender Briggs LAYUP GOOD (4 Pt); 00 Shyanne Sellers Assist (5 Asst)
2022,13176,4,361,01,Diamond Miller,3,10,Abby Meyers,3PTR,3,65.0,67.0,10 Abby Meyers 3PTR GOOD (17 Pt); 01 Diamond Miller Assist (3 Asst)
2022,13176,4,162,01,Diamond Miller,4,05,Brinae Alexander,3PTR,3,73.0,72.0,05 Brinae Alexander 3PTR GOOD (11 Pt); 01 Diamond Miller Assist (4 Asst)
2022,13176,4,1,10,Abby Meyers,1,00,Shyanne Sellers,3PTR,3,74.0,77.0,00 Shyanne Sellers 3PTR GOOD (15 Pt); 10 Abby Meyers Assist (1 Asst)
2022,13177,1,523,12,Elisa Pinzan,1,00,Shyanne Sellers,3PTR,3,3.0,2.0,00 Shyanne Sellers 3PTR GOOD (3 Pt); 12 Elisa Pinzan Assist (1 Asst)
2022,13177,1,294,12,Elisa Pinzan,2,10,Abby Meyers,JUMPER,2,11.0,9.0,10 Abby Meyers JUMPER GOOD (6 Pt); 12 Elisa Pinzan Assist (2 Asst)
2022,13177,1,186,03,Lavender Briggs,1,01,Diamond Miller,LAYUP,2,15.0,9.0,01 Diamond Miller LAYUP GOOD (2 Pt); 03 Lavender Briggs Assist (1 Asst)
2022,13177,1,51,00,Shyanne Sellers,1,10,Abby Meyers,3PTR,3,22.0,13.0,10 Abby Meyers 3PTR GOOD (11 Pt); 00 Shyanne Sellers Assist (1 Asst)
2022,13177,1,11,10,Abby Meyers,1,13,Faith Masonius,JUMPER,2,24.0,15.0,13 Faith Masonius JUMPER GOOD (2 Pt); 10 Abby Meyers Assist (1 Asst)
2022,13177,2,586,05,Brinae Alexander,1,01,Diamond Miller,LAYUP,2,26.0,15.0,01 Diamond Miller LAYUP GOOD (6 Pt); 05 Brinae Alexander Assist (1 Asst)
2022,13177,2,568,01,Diamond Miller,1,05,Brinae Alexander,3PTR,3,30.0,15.0,05 Brinae Alexander 3PTR GOOD (3 Pt); 01 Diamond Miller Assist (1 Asst)
2022,13177,2,1,10,Abby Meyers,2,05,Brinae Alexander,3PTR,3,48.0,39.0,05 Brinae Alexander 3PTR GOOD (6 Pt); 10 Abby Meyers Assist (2 Asst)
2022,13177,3,549,01,Diamond Miller,2,10,Abby Meyers,LAYUP,2,52.0,41.0,10 Abby Meyers LAYUP GOOD (13 Pt); 01 Diamond Miller Assist (2 Asst)
2022,13177,3,477,01,Diamond Miller,3,10,Abby Meyers,JUMPER,2,54.0,43.0,10 Abby Meyers JUMPER GOOD (15 Pt); 01 Diamond Miller Assist (3 Asst)
2022,13177,3,458,10,Abby Meyers,3,00,Shyanne Sellers,LAYUP,2,56.0,44.0,00 Shyanne Sellers LAYUP GOOD (16 Pt); 10 Abby Meyers Assist (3 Asst)
2022,13177,3,436,10,Abby Meyers,4,01,Diamond Miller,LAYUP,2,58.0,44.0,01 Diamond Miller LAYUP GOOD (17 Pt); 10 Abby Meyers Assist (4 Asst)
2022,13177,3,410,12,Elisa Pinzan,3,01,Diamond Miller,JUMPER,2,62.0,44.0,01 Diamond Miller JUMPER GOOD (19 Pt); 12 Elisa Pinzan Assist (3 Asst)
2022,13177,3,410,10,Abby Meyers,5,00,Shyanne Sellers,3PTR,3,65.0,44.0,00 Shyanne Sellers 3PTR GOOD (19 Pt); 10 Abby Meyers Assist (5 Asst)
2022,13177,3,338,12,Elisa Pinzan,4,10,Abby Meyers,JUMPER,2,67.0,49.0,10 Abby Meyers JUMPER GOOD (17 Pt); 12 Elisa Pinzan Assist (4 Asst)
2022,13177,3,277,12,Elisa Pinzan,5,13,Faith Masonius,LAYUP,2,69.0,51.0,13 Faith Masonius LAYUP GOOD (4 Pt); 12 Elisa Pinzan Assist (5 Asst)
2022,13177,3,107,05,Brinae Alexander,2,03,Lavender Briggs,JUMPER,2,80.0,57.0,03 Lavender Briggs JUMPER GOOD (9 Pt); 05 Brinae Alexander Assist (2 Asst)
2022,13177,3,82,12,Elisa Pinzan,6,03,Lavender Briggs,3PTR,3,83.0,59.0,03 Lavender Briggs 3PTR GOOD (12 Pt); 12 Elisa Pinzan Assist (6 Asst)
2022,13177,4,524,11,Gia Cooke,1,05,Brinae Alexander,JUMPER,2,87.0,63.0,05 Brinae Alexander JUMPER GOOD (8 Pt); 11 Gia Cooke Assist (1 Asst)
2022,13177,4,463,03,Lavender Briggs,2,15,Mila Reynolds,JUMPER,2,91.0,65.0,15 Mila Reynolds JUMPER GOOD (2 Pt); 03 Lavender Briggs Assist (2 Asst)
2022,13177,4,23,12,Elisa Pinzan,7,24,Bri McDaniel,LAYUP,2,107.0,85.0,24 Bri McDaniel LAYUP GOOD (7 Pt); 12 Elisa Pinzan Assist (7 Asst)
2022,13178,1,583,12,Elisa Pinzan,1,10,Abby Meyers,3PTR,3,0.0,3.0,10 Abby Meyers 3PTR GOOD (3 Pt); 12 Elisa Pinzan Assist (1 Asst)
2022,13178,1,508,01,Diamond Miller,1,10,Abby Meyers,3PTR,3,0.0,6.0,10 Abby Meyers 3PTR GOOD (6 Pt); 01 Diamond Miller Assist (1 Asst)
2022,13178,1,436,10,Abby Meyers,1,00,Shyanne Sellers,JUMPER,2,3.0,8.0,00 Shyanne Sellers JUMPER GOOD (2 Pt); 10 Abby Meyers Assist (1 Asst)
2022,13178,1,343,00,Shyanne Sellers,1,13,Faith Masonius,LAYUP,2,3.0,12.0,13 Faith Masonius LAYUP GOOD (2 Pt); 00 Shyanne Sellers Assist (1 Asst)
2022,13178,1,313,10,Abby Meyers,2,00,Shyanne Sellers,LAYUP,2,3.0,14.0,00 Shyanne Sellers LAYUP GOOD (4 Pt); 10 Abby Meyers Assist (2 Asst)
2022,13178,1,289,13,Faith Masonius,1,10,Abby Meyers,LAYUP,2,5.0,16.0,10 Abby Meyers LAYUP GOOD (8 Pt); 13 Faith Masonius Assist (1 Asst)
2022,13178,1,196,12,Elisa Pinzan,2,10,Abby Meyers,JUMPER,2,7.0,18.0,10 Abby Meyers JUMPER GOOD (10 Pt); 12 Elisa Pinzan Assist (2 Asst)
2022,13178,1,150,10,Abby Meyers,3,03,Lavender Briggs,3PTR,3,7.0,21.0,03 Lavender Briggs 3PTR GOOD (3 Pt); 10 Abby Meyers Assist (3 Asst)
2022,13178,1,130,11,Gia Cooke,1,10,Abby Meyers,3PTR,3,7.0,24.0,10 Abby Meyers 3PTR GOOD (13 Pt); 11 Gia Cooke Assist (1 Asst)
2022,13178,2,567,03,Lavender Briggs,1,12,Elisa Pinzan,3PTR,3,9.0,27.0,12 Elisa Pinzan 3PTR GOOD (3 Pt); 03 Lavender Briggs Assist (1 Asst)
2022,13178,2,467,12,Elisa Pinzan,3,13,Faith Masonius,JUMPER,2,11.0,29.0,13 Faith Masonius JUMPER GOOD (4 Pt); 12 Elisa Pinzan Assist (3 Asst)
2022,13178,2,361,10,Abby Meyers,4,13,Faith Masonius,LAYUP,2,16.0,31.0,13 Faith Masonius LAYUP GOOD (6 Pt); 10 Abby Meyers Assist (4 Asst)
2022,13178,2,260,03,Lavender Briggs,2,00,Shyanne Sellers,3PTR,3,21.0,36.0,00 Shyanne Sellers 3PTR GOOD (7 Pt); 03 Lavender Briggs Assist (2 Asst)
2022,13178,2,216,03,Lavender Briggs,3,24,Bri McDaniel,JUMPER,2,23.0,38.0,24 Bri McDaniel JUMPER GOOD (2 Pt); 03 Lavender Briggs Assist (3 Asst)
2022,13178,3,491,13,Faith Masonius,2,00,Shyanne Sellers,JUMPER,2,35.0,43.0,00 Shyanne Sellers JUMPER GOOD (10 Pt); 13 Faith Masonius Assist (2 Asst)
2022,13178,3,443,12,Elisa Pinzan,4,10,Abby Meyers,3PTR,3,35.0,48.0,10 Abby Meyers 3PTR GOOD (18 Pt); 12 Elisa Pinzan Assist (4 Asst)
2022,13178,3,407,10,Abby Meyers,5,01,Diamond Miller,LAYUP,2,35.0,50.0,01 Diamond Miller LAYUP GOOD (6 Pt); 10 Abby Meyers Assist (5 Asst)
2022,13178,3,326,01,Diamond Miller,2,10,Abby Meyers,LAYUP,2,37.0,52.0,10 Abby Meyers LAYUP GOOD (20 Pt); 01 Diamond Miller Assist (2 Asst)
2022,13178,3,198,01,Diamond Miller,3,03,Lavender Briggs,LAYUP,2,40.0,58.0,03 Lavender Briggs LAYUP GOOD (7 Pt); 01 Diamond Miller Assist (3 Asst)
2022,13178,3,175,12,Elisa Pinzan,5,24,Bri McDaniel,LAYUP,2,40.0,60.0,24 Bri McDaniel LAYUP GOOD (4 Pt); 12 Elisa Pinzan Assist (5 Asst)
2022,13178,4,523,13,Faith Masonius,3,03,Lavender Briggs,3PTR,3,47.0,73.0,03 Lavender Briggs 3PTR GOOD (10 Pt); 13 Faith Masonius Assist (3 Asst)
2022,13178,4,446,13,Faith Masonius,4,12,Elisa Pinzan,JUMPER,2,49.0,75.0,12 Elisa Pinzan JUMPER GOOD (5 Pt); 13 Faith Masonius Assist (4 Asst)
2022,13179,1,529,01,Diamond Miller,1,13,Faith Masonius,JUMPER,2,2.0,4.0,13 Faith Masonius JUMPER GOOD (2 Pt); 01 Diamond Miller Assist (1 Asst)
2022,13179,1,438,10,Abby Meyers,1,03,Lavender Briggs,JUMPER,2,6.0,7.0,03 Lavender Briggs JUMPER GOOD (2 Pt); 10 Abby Meyers Assist (1 Asst)
2022,13179,1,347,10,Abby Meyers,2,03,Lavender Briggs,LAYUP,2,8.0,7.0,03 Lavender Briggs LAYUP GOOD (4 Pt); 10 Abby Meyers Assist (2 Asst)
2022,13179,1,61,13,Faith Masonius,1,10,Abby Meyers,3PTR,3,17.0,16.0,10 Abby Meyers 3PTR GOOD (5 Pt); 13 Faith Masonius Assist (1 Asst)
2022,13179,2,550,13,Faith Masonius,2,10,Abby Meyers,3PTR,3,20.0,16.0,10 Abby Meyers 3PTR GOOD (8 Pt); 13 Faith Masonius Assist (2 Asst)
2022,13179,2,475,00,Shyanne Sellers,1,10,Abby Meyers,3PTR,3,25.0,19.0,10 Abby Meyers 3PTR GOOD (11 Pt); 00 Shyanne Sellers Assist (1 Asst)
2022,13179,2,286,10,Abby Meyers,3,00,Shyanne Sellers,LAYUP,2,31.0,25.0,00 Shyanne Sellers LAYUP GOOD (6 Pt); 10 Abby Meyers Assist (3 Asst)
2022,13179,2,160,12,Elisa Pinzan,1,05,Brinae Alexander,3PTR,3,38.0,32.0,05 Brinae Alexander 3PTR GOOD (3 Pt); 12 Elisa Pinzan Assist (1 Asst)
2022,13179,3,578,00,Shyanne Sellers,2,01,Diamond Miller,LAYUP,2,42.0,40.0,01 Diamond Miller LAYUP GOOD (14 Pt); 00 Shyanne Sellers Assist (2 Asst)
2022,13179,3,289,01,Diamond Miller,2,03,Lavender Briggs,JUMPER,2,57.0,43.0,03 Lavender Briggs JUMPER GOOD (8 Pt); 01 Diamond Miller Assist (2 Asst)
2022,13179,3,202,00,Shyanne Sellers,3,05,Brinae Alexander,LAYUP,2,61.0,46.0,05 Brinae Alexander LAYUP GOOD (5 Pt); 00 Shyanne Sellers Assist (3 Asst)
2022,13179,3,138,13,Faith Masonius,3,00,Shyanne Sellers,JUMPER,2,63.0,46.0,00 Shyanne Sellers JUMPER GOOD (16 Pt); 13 Faith Masonius Assist (3 Asst)
2022,13179,3,116,00,Shyanne Sellers,4,03,Lavender Briggs,LAYUP,2,65.0,46.0,03 Lavender Briggs LAYUP GOOD (10 Pt); 00 Shyanne Sellers Assist (4 Asst)
2022,13179,3,22,12,Elisa Pinzan,2,13,Faith Masonius,LAYUP,2,67.0,48.0,13 Faith Masonius LAYUP GOOD (6 Pt); 12 Elisa Pinzan Assist (2 Asst)
2022,13179,4,580,10,Abby Meyers,4,24,Bri McDaniel,LAYUP,2,72.0,51.0,24 Bri McDaniel LAYUP GOOD (7 Pt); 10 Abby Meyers Assist (4 Asst)
2022,13179,4,321,01,Diamond Miller,3,03,Lavender Briggs,3PTR,3,79.0,64.0,03 Lavender Briggs 3PTR GOOD (13 Pt); 01 Diamond Miller Assist (3 Asst)
2022,13179,4,248,03,Lavender Briggs,1,13,Faith Masonius,LAYUP,2,81.0,64.0,13 Faith Masonius LAYUP GOOD (8 Pt); 03 Lavender Briggs Assist (1 Asst)
2022,13179,4,198,03,Lavender Briggs,2,00,Shyanne Sellers,JUMPER,2,83.0,67.0,00 Shyanne Sellers JUMPER GOOD (18 Pt); 03 Lavender Briggs Assist (2 Asst)
2022,13179,4,142,01,Diamond Miller,4,13,Faith Masonius,JUMPER,2,85.0,73.0,13 Faith Masonius JUMPER GOOD (10 Pt); 01 Diamond Miller Assist (4 Asst)
2022,13179,4,56,00,Shyanne Sellers,5,01,Diamond Miller,JUMPER,2,87.0,76.0,01 Diamond Miller JUMPER GOOD (23 Pt); 00 Shyanne Sellers Assist (5 Asst)
2022,13180,1,555,00,Shyanne Sellers,1,13,Faith Masonius,JUMPER,2,0.0,2.0,13 Faith Masonius JUMPER GOOD (2 Pt); 00 Shyanne Sellers Assist (1 Asst)
2022,13180,1,387,00,Shyanne Sellers,2,10,Abby Meyers,JUMPER,2,7.0,7.0,10 Abby Meyers JUMPER GOOD (2 Pt); 00 Shyanne Sellers Assist (2 Asst)
2022,13180,1,327,12,Elisa Pinzan,1,05,Brinae Alexander,3PTR,3,7.0,10.0,05 Brinae Alexander 3PTR GOOD (3 Pt); 12 Elisa Pinzan Assist (1 Asst)
2022,13180,1,109,01,Diamond Miller,1,00,Shyanne Sellers,3PTR,3,17.0,15.0,00 Shyanne Sellers 3PTR GOOD (5 Pt); 01 Diamond Miller Assist (1 Asst)
2022,13180,2,456,03,Lavender Briggs,1,10,Abby Meyers,3PTR,3,24.0,23.0,10 Abby Meyers 3PTR GOOD (5 Pt); 03 Lavender Briggs Assist (1 Asst)
2022,13180,2,136,12,Elisa Pinzan,2,05,Brinae Alexander,LAYUP,2,33.0,25.0,05 Brinae Alexander LAYUP GOOD (5 Pt); 12 Elisa Pinzan Assist (2 Asst)
2022,13180,3,399,13,Faith Masonius,1,05,Brinae Alexander,3PTR,3,39.0,32.0,05 Brinae Alexander 3PTR GOOD (10 Pt); 13 Faith Masonius Assist (1 Asst)
2022,13180,3,277,00,Shyanne Sellers,3,10,Abby Meyers,JUMPER,2,44.0,36.0,10 Abby Meyers JUMPER GOOD (9 Pt); 00 Shyanne Sellers Assist (3 Asst)
2022,13180,4,426,00,Shyanne Sellers,4,01,Diamond Miller,3PTR,3,50.0,48.0,01 Diamond Miller 3PTR GOOD (13 Pt); 00 Shyanne Sellers Assist (4 Asst)
2022,13180,4,372,05,Brinae Alexander,1,01,Diamond Miller,LAYUP,2,50.0,50.0,01 Diamond Miller LAYUP GOOD (15 Pt); 05 Brinae Alexander Assist (1 Asst)
2022,13180,4,68,10,Abby Meyers,1,05,Brinae Alexander,3PTR,3,62.0,57.0,05 Brinae Alexander 3PTR GOOD (15 Pt); 10 Abby Meyers Assist (1 Asst)
2022,13181,1,561,12,Elisa Pinzan,1,00,Shyanne Sellers,LAYUP,2,2.0,2.0,00 Shyanne Sellers LAYUP GOOD (2 Pt); 12 Elisa Pinzan Assist (1 Asst)
2022,13181,1,452,13,Faith Masonius,1,10,Abby Meyers,3PTR,3,7.0,5.0,10 Abby Meyers 3PTR GOOD (3 Pt); 13 Faith Masonius Assist (1 Asst)
2022,13181,1,400,12,Elisa Pinzan,2,10,Abby Meyers,JUMPER,2,10.0,5.0,10 Abby Meyers JUMPER GOOD (5 Pt); 12 Elisa Pinzan Assist (2 Asst)
2022,13181,1,339,00,Shyanne Sellers,1,10,Abby Meyers,LAYUP,2,12.0,5.0,10 Abby Meyers LAYUP GOOD (7 Pt); 00 Shyanne Sellers Assist (1 Asst)
2022,13181,1,312,01,Diamond Miller,1,10,Abby Meyers,3PTR,3,15.0,5.0,10 Abby Meyers 3PTR GOOD (10 Pt); 01 Diamond Miller Assist (1 Asst)
2022,13181,1,230,00,Shyanne Sellers,2,05,Brinae Alexander,3PTR,3,18.0,7.0,05 Brinae Alexander 3PTR GOOD (3 Pt); 00 Shyanne Sellers Assist (2 Asst)
2022,13181,1,113,00,Shyanne Sellers,3,12,Elisa Pinzan,3PTR,3,21.0,11.0,12 Elisa Pinzan 3PTR GOOD (3 Pt); 00 Shyanne Sellers Assist (3 Asst)
2022,13181,1,70,12,Elisa Pinzan,3,01,Diamond Miller,LAYUP,2,23.0,13.0,01 Diamond Miller LAYUP GOOD (5 Pt); 12 Elisa Pinzan Assist (3 Asst)
2022,13181,2,433,05,Brinae Alexander,1,10,Abby Meyers,LAYUP,2,29.0,18.0,10 Abby Meyers LAYUP GOOD (12 Pt); 05 Brinae Alexander Assist (1 Asst)
2022,13181,2,330,10,Abby Meyers,1,00,Shyanne Sellers,3PTR,3,35.0,18.0,00 Shyanne Sellers 3PTR GOOD (8 Pt); 10 Abby Meyers Assist (1 Asst)
2022,13181,2,276,01,Diamond Miller,2,11,Gia Cooke,LAYUP,2,37.0,18.0,11 Gia Cooke LAYUP GOOD (2 Pt); 01 Diamond Miller Assist (2 Asst)
2022,13181,2,119,00,Shyanne Sellers,4,05,Brinae Alexander,3PTR,3,42.0,23.0,05 Brinae Alexander 3PTR GOOD (6 Pt); 00 Shyanne Sellers Assist (4 Asst)
2022,13181,2,31,01,Diamond Miller,3,03,Lavender Briggs,JUMPER,2,44.0,26.0,03 Lavender Briggs JUMPER GOOD (2 Pt); 01 Diamond Miller Assist (3 Asst)
2022,13181,3,467,10,Abby Meyers,2,01,Diamond Miller,LAYUP,2,48.0,30.0,01 Diamond Miller LAYUP GOOD (13 Pt); 10 Abby Meyers Assist (2 Asst)
2022,13181,3,439,10,Abby Meyers,3,00,Shyanne Sellers,JUMPER,2,50.0,30.0,00 Shyanne Sellers JUMPER GOOD (10 Pt); 10 Abby Meyers Assist (3 Asst)
2022,13181,3,286,00,Shyanne Sellers,5,05,Brinae Alexander,JUMPER,2,54.0,33.0,05 Brinae Alexander JUMPER GOOD (8 Pt); 00 Shyanne Sellers Assist (5 Asst)
