source_id,file_id,period,time_remaining,assister_number,assister_name,assister_assist_count,scorer_number,scorer_name,shot_type,points,home_score,visiting_score,narrative
2022,13150,2,268,01,Diamond Miller,1,15,Mila Reynolds,LAYUP,2,26.0,28.0,15 Mila Reynolds LAYUP GOOD (2 Pt); 01 Diamond Miller Assist (1 Asst)
2022,13150,2,217,11,Gia Cooke,1,05,Brinae Alexander,3PTR,3,29.0,31.0,05 Brinae Alexander 3PTR GOOD (5 Pt); 11 Gia Cooke Assist (1 Asst)
2022,13150,2,141,03,Lavender Briggs,1,13,Faith Masonius,3PTR,3,34.0,35.0,13 Faith Masonius 3PTR GOOD (10 Pt); 03 Lavender Briggs Assist (1 Asst)
2022,13150,2,78,13,Faith Masonius,1,12,Elisa Pinzan,LAYUP,2,34.0,39.0,12 Elisa Pinzan LAYUP GOOD (5 Pt); 13 Faith Masonius Assist (1 Asst)
2022,13150,3,536,10,Abby Meyers,1,13,Faith Masonius,JUMPER,2,38.0,41.0,13 Faith Masonius JUMPER GOOD (12 Pt); 10 Abby Meyers Assist (1 Asst)
2022,13150,3,432,12,Elisa Pinzan,1,10,Abby Meyers,LAYUP,2,40.0,45.0,10 Abby Meyers LAYUP GOOD (4 Pt); 12 Elisa Pinzan Assist (1 Asst)
2022,13150,3,382,00,Shyanne Sellers,5,01,Diamond Miller,LAYUP,2,42.0,47.0,01 Diamond Miller LAYUP GOOD (12 Pt); 00 Shyanne Sellers Assist (5 Asst)
2022,13150,3,357,10,Abby Meyers,2,00,Shyanne Sellers,LAYUP,2,42.0,49.0,00 Shyanne Sellers LAYUP GOOD (8 Pt); 10 Abby Meyers Assist (2 Asst)
2022,13150,3,31,13,Faith Masonius,2,10,Abby Meyers,LAYUP,2,49.0,57.0,10 Abby Meyers LAYUP GOOD (6 Pt); 13 Faith Masonius Assist (2 Asst)
2022,13150,4,468,05,Brinae Alexander,1,11,Gia Cooke,LAYUP,2,51.0,62.0,11 Gia Cooke LAYUP GOOD (3 Pt); 05 Brinae Alexander Assist (1 Asst)
