"source_id","file_id","team","opponent","is_home","points_in_paint","points_off_turnovers","points_fastbreak","points_second_chance","points_from_bench","largest_lead","largest_lead_time","time_with_lead_sec","pct_lead","ties","lead_changes","possessions","avg_scoring_possession","largest_deficit"
"2022-23","13186","Iowa","Maryland",1,52,10,18,2,20,20,"9:36 (3rd)",2329,97.0,0,1,0,"-",2
"2022-23","13186","Maryland","Iowa",0,48,24,23,13,4,2,"9:00 (1st)",12,0.5,0,1,0,"-",20
"2022-23","13187","Maryland","Ohio St.",1,48,24,11,20,16,39,"3:44 (4th)",2344,97.6,1,0,0,"-",0
"2022-23","13187","Ohio St.","Maryland",0,28,15,4,9,8,0,"-",0,0.0,1,0,0,"-",39
"2022-23","13188","Northwestern","Maryland",1,36,12,7,7,24,4,"0:00 (1st)",357,14.9,1,2,0,"-",27
"2022-23","13188","Maryland","Northwestern",0,30,27,23,8,32,27,"4:53 (4th)",1998,83.2,1,2,0,"-",4
"2022-23","13189","Maryland","Illinois",1,56,29,30,11,14,18,"6:17 (4th)",1056,44.0,7,4,0,"-",11
"2022-23","13189","Illinois","Maryland",0,12,10,13,14,17,11,"1:25 (2nd)",983,40.9,7,4,0,"-",18
"2022-23","13190","Michigan St.","Maryland",1,22,19,16,10,29,6,"4:14 (2nd)",510,21.2,6,2,0,"-",16
"2022-23","13190","Maryland","Michigan St.",0,30,11,21,11,10,16,"1:09 (3rd)",1539,64.1,6,2,0,"-",6
"2022-23","13192","Ohio St.","Maryland",1,30,8,9,13,16,5,"0:44 (3rd)",410,17.1,11,6,0,"-",7
"2022-23","13192","Maryland","Ohio St.",0,40,18,7,9,25,7,"2:20 (2nd)",1529,63.7,11,6,0,"-",5
"2022-23","13193","Maryland","Illinois",1,42,18,12,22,28,21,"4:48 (4th)",2105,87.7,4,2,0,"-",5
"2022-23","13193","Illinois","Maryland",0,34,12,7,10,0,5,"2:19 (1st)",102,4.2,4,2,0,"-",21
"2022-23","13194","Maryland","Holy Cross",1,44,37,19,10,37,36,"1:13 (4th)",2332,97.1,0,0,0,"-",0
"2022-23","13194","Holy Cross","Maryland",0,24,7,6,4,33,0,"-",0,0.0,0,0,0,"-",36
"2022-23","13195","Maryland","Notre Dame",1,24,22,18,12,25,22,"1:33 (4th)",1857,77.3,6,4,0,"-",8
"2022-23","13195","Notre Dame","Maryland",0,34,12,13,2,13,8,"4:13 (2nd)",412,17.2,6,4,0,"-",22
"2022-23","13530","Maryland","Iowa",1,24,24,26,13,43,30,"4:25 (4th)",1787,74.4,1,4,0,"-",5
"2022-23","13530","Iowa","Maryland",0,24,13,18,15,19,5,"2:52 (1st)",530,22.1,1,4,0,"-",30
"2022-23","13547","Iowa","Maryland",1,28,22,13,9,0,12,"6:29 (2nd)",2284,95.1,2,2,0,"-",2
"2022-23","13547","Maryland","Iowa",0,24,16,10,12,18,2,"8:53 (1st)",27,1.1,2,2,0,"-",12
"2022-23","13554","Maryland","Arizona",1,32,16,18,7,17,24,"8:30 (4th)",2152,89.6,1,2,0,"-",4
"2022-23","13554","Arizona","Maryland",0,46,20,22,14,16,4,"1:12 (2nd)",196,8.2,1,2,0,"-",24
"2022-23","13558","South Carolina","Maryland",1,46,10,9,23,22,19,"2:43 (4th)",1726,71.9,2,5,0,"-",6
"2022-23","13558","Maryland","South Carolina",0,42,16,14,7,18,6,"0:12 (1st)",625,26.0,2,5,0,"-",19
