"source_id","file_id","team","opponent","is_home","points_in_paint","points_off_turnovers","points_fastbreak","points_second_chance","points_from_bench","largest_lead","largest_lead_time","time_with_lead_sec","pct_lead","ties","lead_changes","possessions","avg_scoring_possession","largest_deficit"
"2022-23","13134","George Mason","Maryland",1,22,5,9,4,12,0,"-",0,0.0,0,0,0,"-",0
"2022-23","13134","Maryland","George Mason",0,28,29,9,9,42,0,"-",0,0.0,0,0,0,"-",0
"2022-23","13135","Maryland","South Carolina",1,20,11,10,7,16,0,"-",0,0.0,1,0,0,"-",27
"2022-23","13135","South Carolina","Maryland",0,40,14,11,18,34,27,"0:39 (4th)",2298,95.7,1,0,0,"-",0
"2022-23","13136","Maryland","Fordham",1,32,20,22,12,30,15,"5:06 (3rd)",2278,94.9,3,3,0,"-",2
"2022-23","13136","Fordham","Maryland",0,20,12,5,15,9,2,"9:03 (1st)",36,1.5,3,3,0,"-",15
"2022-23","13137","Maryland","Davidson",1,36,16,10,10,16,21,"3:13 (4th)",2315,96.4,2,0,0,"-",0
"2022-23","13137","Davidson","Maryland",0,26,11,14,4,16,0,"-",0,0.0,2,0,0,"-",21
"2022-23","13138","Baylor","Maryland",1,34,22,8,17,6,5,"3:24 (1st)",425,17.7,6,5,0,"-",14
"2022-23","13138","Maryland","Baylor",0,28,11,13,13,11,14,"7:52 (4th)",1725,71.8,6,5,0,"-",5
"2022-23","13139","Maryland","DePaul",1,30,16,23,15,25,2,"7:17 (4th)",74,3.1,2,6,0,"-",13
"2022-23","13139","DePaul","Maryland",0,28,10,23,10,13,13,"2:24 (2nd)",2257,94.0,2,6,0,"-",2
"2022-23","13140","Notre Dame","Maryland",1,38,14,9,9,9,7,"8:02 (1st)",960,40.0,10,15,0,"-",8
"2022-23","13140","Maryland","Notre Dame",0,32,15,0,21,16,8,"7:38 (2nd)",1108,46.1,10,15,0,"-",7
"2022-23","13141","Maryland","UConn",1,16,21,6,8,20,12,"5:42 (3rd)",1585,66.0,4,2,0,"-",8
"2022-23","13141","UConn","Maryland",0,46,7,13,16,10,8,"4:38 (1st)",614,25.6,4,2,0,"-",12
"2022-23","13142","Purdue Fort Wayne","Maryland",1,26,10,2,12,10,2,"9:13 (1st)",16,0.7,1,1,0,"-",39
"2022-23","13142","Maryland","Purdue Fort Wayne",0,34,26,27,16,32,39,"0:33 (4th)",2298,95.7,1,1,0,"-",2
"2022-23","13150","Towson","Maryland",1,24,7,18,14,25,2,"2:46 (2nd)",181,7.5,8,8,0,"-",15
"2022-23","13150","Maryland","Towson",0,34,15,21,16,17,15,"6:15 (4th)",1988,82.8,8,8,0,"-",2
"2022-23","13151","Maryland","Pittsburgh",1,34,22,23,12,36,29,"4:14 (4th)",2222,92.5,0,2,0,"-",3
"2022-23","13151","Pittsburgh","Maryland",0,22,5,8,4,33,3,"7:42 (1st)",123,5.1,0,2,0,"-",29
"2022-23","13175","Maryland","Nebraska",1,34,8,10,24,22,11,"1:22 (2nd)",1058,44.1,3,13,0,"-",23
"2022-23","13175","Nebraska","Maryland",0,28,16,10,9,10,23,"0:04 (4th)",1270,52.9,3,13,0,"-",11
"2022-23","13176","Purdue","Maryland",1,34,19,2,6,26,8,"3:35 (3rd)",1872,78.0,5,9,0,"-",4
"2022-23","13176","Maryland","Purdue",0,28,25,15,17,23,4,"4:44 (4th)",262,10.9,5,9,0,"-",8
"2022-23","13177","Maryland","Minnesota",1,48,30,26,17,39,26,"3:07 (4th)",2203,91.8,3,3,0,"-",2
"2022-23","13177","Minnesota","Maryland",0,40,2,13,6,26,2,"8:16 (1st)",66,2.7,3,3,0,"-",26
"2022-23","13178","Rutgers","Maryland",1,36,8,10,11,12,0,"-",0,0.0,0,0,0,"-",26
"2022-23","13178","Maryland","Rutgers",0,30,23,16,9,16,26,"7:26 (4th)",2384,99.3,0,0,0,"-",0
"2022-23","13179","Maryland","Michigan St.",1,36,23,20,12,27,21,"9:40 (4th)",1978,82.4,3,7,0,"-",5
"2022-23","13179","Michigan St.","Maryland",0,22,7,4,19,29,5,"8:21 (1st)",309,12.9,3,7,0,"-",21
"2022-23","13180","Indiana","Maryland",1,32,12,3,8,5,10,"4:54 (3rd)",2046,85.2,7,7,0,"-",3
"2022-23","13180","Maryland","Indiana",0,18,14,16,2,17,3,"5:27 (1st)",106,4.4,7,7,0,"-",10
"2022-23","13181","Maryland","Rutgers",1,38,19,15,15,30,24,"2:07 (4th)",2253,93.8,1,1,0,"-",3
"2022-23","13181","Rutgers","Maryland",0,22,7,14,6,9,3,"8:39 (1st)",117,4.9,1,1,0,"-",24
"2022-23","13182","Wisconsin","Maryland",1,22,5,6,5,14,0,"-",0,0.0,1,0,0,"-",22
"2022-23","13182","Maryland","Wisconsin",0,30,19,12,14,18,22,"5:21 (3rd)",2295,95.6,1,0,0,"-",0
"2022-23","13183","Nebraska","Maryland",1,26,4,6,10,21,0,"-",0,0.0,0,0,0,"-",27
"2022-23","13183","Maryland","Nebraska",0,30,22,10,13,15,27,"6:37 (3rd)",2358,98.2,0,0,0,"-",0
"2022-23","13184","Maryland","Michigan",1,28,25,10,2,18,16,"4:38 (3rd)",2021,84.2,4,4,0,"-",4
"2022-23","13184","Michigan","Maryland",0,24,5,3,13,9,4,"4:34 (1st)",214,8.9,4,4,0,"-",16
"2022-23","13185","Maryland","Penn St.",1,38,31,13,12,26,25,"5:14 (3rd)",2289,95.3,1,1,0,"-",2
"2022-23","13185","Penn St.","Maryland",0,30,17,15,11,14,2,"9:42 (1st)",13,0.5,1,1,0,"-",25
