"source_id","file_id","team","name","number","position","minutes","field_goals","fg_pct","three_pointers","three_pt_pct","free_throws","ft_pct","rebounds","assists","turnovers","steals","blocks","points","offensive_rebounds","defensive_rebounds","personal_fouls","technical_fouls","efficiency","usage_pct","points_per_minute","fgm","fga","tpm","tpa","ftm","fta","starter"
2022,13134,"George Mason","T. JAMESON",0,"G",33,"5-16",31.3,"1-9",11.1,"4-6",66.7,4,0,2,0,0,15,0,4,2,0,4.0,30.27,0.455,5,16,1,9,4,6,0
2022,13134,"George Mason","J. DOSTER",1,"C",17,"2-4",50.0,"0-0",0.0,"3-4",75.0,7,0,2,0,0,7,4,3,4,0,9.0,22.09,0.412,2,4,0,0,3,4,0
2022,13134,"George Mason","T. LAWHORNE",2,"F",19,"2-12",16.7,"1-7",14.3,"0-0",0.0,2,1,0,0,0,5,0,2,1,0,-2.0,30.57,0.263,2,12,1,7,0,0,0
2022,13134,"George Mason","S. SMITH",4,"G",19,"1-4",25.0,"0-1",0.0,"1-2",50.0,1,2,3,0,0,3,0,1,4,0,-1.0,20.07,0.158,1,4,0,1,1,2,0
2022,13134,"George Mason","J. EPHRAIM",15,"G",30,"2-7",28.6,"1-1",100.0,"4-6",66.7,5,3,2,0,0,9,1,4,2,0,8.0,18.78,0.3,2,7,1,1,4,6,0
2022,13134,"George Mason","T. KENNEDY",5,"G",14,"1-3",33.3,"1-2",50.0,"0-2",0.0,1,0,0,0,0,3,0,1,0,0,0.0,13.41,0.214,1,3,1,2,0,2,0
2022,13134,"George Mason","A. RODRIGUEZ",13,"F",8,"1-1",100.0,"0-0",0.0,"0-0",0.0,0,0,1,0,0,2,0,0,0,0,1.0,0.0,0.0,1,1,0,0,0,0,0
2022,13134,"George Mason","P. SUAREZ",14,"G",27,"1-1",100.0,"1-1",100.0,"2-2",100.0,4,4,3,1,0,5,1,3,1,0,11.0,8.75,0.185,1,1,1,1,2,2,0
2022,13134,"George Mason","N. MITCHELL",23,"F",14,"0-3",0.0,"0-1",0.0,"0-0",0.0,1,0,1,0,0,0,1,0,0,0,-3.0,13.83,0.0,0,3,0,1,0,0,0
2022,13134,"George Mason","N. KAYSIA",42,"F",19,"1-4",25.0,"0-0",0.0,"0-0",0.0,5,0,3,0,2,2,1,4,1,0,3.0,17.83,0.105,1,4,0,0,0,0,0
2022,13134,"Maryland","D. MILLER",1,"G",9,"3-5",60.0,"1-2",50.0,"4-5",80.0,1,0,1,1,2,11,0,1,0,0,11.0,0.0,0.0,3,5,1,2,4,5,0
2022,13134,"Maryland","L. BRIGGS",3,"G",29,"4-12",33.3,"1-2",50.0,"0-0",0.0,8,3,1,1,1,9,1,7,3,0,13.0,21.31,0.31,4,12,1,2,0,0,0
2022,13134,"Maryland","A. MEYERS",10,"G",30,"7-13",53.8,"5-6",83.3,"0-0",0.0,6,3,0,2,1,19,3,3,4,0,25.0,20.6,0.633,7,13,5,6,0,0,0
2022,13134,"Maryland","E. PINZAN",12,"G",29,"2-5",40.0,"1-3",33.3,"0-0",0.0,2,3,1,4,0,5,0,2,1,0,10.0,9.84,0.172,2,5,1,3,0,0,0
2022,13134,"Maryland","F. MASONIUS",13,"F",15,"1-3",33.3,"0-0",0.0,"0-0",0.0,3,1,0,0,0,2,2,1,4,0,4.0,9.51,0.133,1,3,0,0,0,0,0
2022,13134,"Maryland","S. SELLERS",0,"G",22,"6-12",50.0,"1-3",33.3,"1-3",33.3,4,1,2,1,1,14,1,3,3,0,11.0,33.11,0.636,6,12,1,3,1,3,0
2022,13134,"Maryland","A. SCIOLLA",2,"G",3,"0-0",0.0,"0-0",0.0,"0-0",0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0
2022,13134,"Maryland","B. ALEXANDER",5,"F",11,"3-4",75.0,"1-1",100.0,"0-0",0.0,4,0,1,0,1,7,2,2,4,0,10.0,21.61,0.636,3,4,1,1,0,0,0
2022,13134,"Maryland","G. COOKE",11,"G",16,"2-7",28.6,"0-1",0.0,"1-2",50.0,2,0,0,0,0,5,0,2,1,0,1.0,23.42,0.313,2,7,0,1,1,2,0
2022,13134,"Maryland","M. REYNOLDS",15,"F",12,"1-2",50.0,"0-1",0.0,"1-1",100.0,1,1,1,0,0,3,0,1,2,0,3.0,13.63,0.25,1,2,0,1,1,1,0
2022,13134,"Maryland","E. CHARDON",21,"F",5,"0-0",0.0,"0-0",0.0,"0-0",0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0
2022,13134,"Maryland","B. MCDANIEL",24,"G",19,"5-6",83.3,"2-3",66.7,"1-3",33.3,7,1,2,0,0,13,2,5,2,0,16.0,23.32,0.684,5,6,2,3,1,3,0
2022,13135,"Maryland","S. SELLERS",0,"G",22,"4-10",40.0,"1-3",33.3,"0-0",0.0,5,3,3,1,0,9,0,5,5,0,9.0,27.77,0.409,4,10,1,3,0,0,1
2022,13135,"Maryland","L. BRIGGS",3,"G",32,"1-8",12.5,"1-3",33.3,"1-2",50.0,4,2,1,0,0,4,1,3,0,0,1.0,14.51,0.125,1,8,1,3,1,2,1
2022,13135,"Maryland","A. MEYERS",10,"G",37,"9-23",39.1,"2-6",33.3,"1-2",50.0,6,1,2,0,0,21,1,5,2,0,11.0,32.87,0.568,9,23,2,6,1,2,1
