"source_id","player_name","streak_type","length","start_date","end_date","start_file_id","end_file_id","spans_games","active"
"2022-23","Bri McDaniel","fg_misses",19,"2022-11-11","2022-12-21","13135","13142",1,0
"2022-23","Lavender Briggs","fg_misses",18,"2022-11-16","2022-11-27","13137","13151",1,0
"2022-23","Shyanne Sellers","ft_makes",18,"2023-01-26","2023-02-05","13184","13187",1,0
"2022-23","Brinae Alexander","ft_makes",17,"2023-01-30","2023-03-19","13185","13554",1,1
"2022-23","Diamond Miller","ft_makes",16,"2023-01-26","2023-02-02","13184","13186",1,0
"2022-23","Diamond Miller","ft_makes",16,"2023-02-18","2023-03-04","13190","13547",1,0
"2022-23","Diamond Miller","ft_makes",14,"2022-12-11","2022-12-30","13141","13177",1,0
"2022-23","Lavender Briggs","ft_makes",14,"2022-11-27","2023-02-09","13151","13188",1,0
"2022-23","Shyanne Sellers","ft_makes",14,"2022-11-25","2022-12-01","13139","13140",1,0
"2022-23","Diamond Miller","ft_makes",13,"2023-02-09","2023-02-18","13188","13190",1,0
"2022-23","Diamond Miller","ft_makes",12,"2022-11-13","2022-11-13","13136","13136",0,0
"2022-23","Diamond Miller","ft_makes",11,"2022-11-25","2022-12-01","13139","13140",1,0
"2022-23","Diamond Miller","ft_makes",10,"2023-01-07","2023-01-12","13179","13180",1,0
"2022-23","Shyanne Sellers","ft_makes",10,"2023-03-19","2023-03-25","13554","13195",1,0
"2022-23","Gia Cooke","fg_misses",9,"2022-11-11","2022-11-25","13135","13139",1,0
"2022-23","Abby Meyers","ft_makes",9,"2023-02-05","2023-02-18","13187","13190",1,0
"2022-23","Diamond Miller","ft_makes",9,"2022-12-01","2022-12-08","13140","13176",1,0
"2022-23","Lavender Briggs","ft_makes",9,"2023-02-18","2023-03-19","13190","13554",1,1
"2022-23","Abby Meyers","fg_misses",8,"2023-02-02","2023-02-02","13186","13186",0,0
"2022-23","Brinae Alexander","fg_misses",8,"2023-02-09","2023-02-18","13188","13190",1,0
"2022-23","Diamond Miller","fg_misses",8,"2022-11-25","2022-11-26","13139","13150",1,0
"2022-23","Diamond Miller","fg_misses",8,"2022-12-08","2022-12-11","13176","13141",1,0
"2022-23","Shyanne Sellers","ft_makes",8,"2022-12-08","2022-12-30","13176","13177",1,0
"2022-23","Abby Meyers","fg_makes",7,"2023-02-24","2023-02-24","13192","13192",0,0
"2022-23","Faith Masonius","fg_makes",7,"2022-11-25","2022-11-26","13139","13150",1,0
"2022-23","Abby Meyers","fg_misses",7,"2023-02-12","2023-02-18","13189","13190",1,0
"2022-23","Brinae Alexander","fg_misses",7,"2023-01-22","2023-01-26","13183","13184",1,0
"2022-23","Gia Cooke","fg_misses",7,"2022-12-30","2023-01-15","13177","13181",1,0
"2022-23","Lavender Briggs","fg_misses",7,"2022-11-11","2022-11-13","13135","13136",1,0
"2022-23","Lavender Briggs","fg_misses",7,"2023-01-22","2023-01-26","13183","13184",1,0
"2022-23","Mila Reynolds","fg_misses",7,"2022-12-30","2023-01-19","13177","13182",1,0
"2022-23","Brinae Alexander","ft_makes",7,"2022-11-11","2022-12-04","13135","13175",1,0
"2022-23","Diamond Miller","ft_makes",7,"2023-03-04","2023-03-04","13547","13547",0,0
"2022-23","Faith Masonius","ft_makes",7,"2022-11-25","2022-12-11","13139","13141",1,0
"2022-23","Faith Masonius","ft_makes",7,"2022-12-30","2023-01-07","13177","13179",1,0
"2022-23","Faith Masonius","ft_makes",7,"2023-02-18","2023-03-04","13190","13547",1,0
"2022-23","Shyanne Sellers","ft_makes",7,"2023-02-09","2023-02-12","13188","13189",1,0
"2022-23","Bri McDaniel","three_makes",7,"2023-01-07","2023-02-09","13179","13188",1,0
"2022-23","Diamond Miller","fg_makes",6,"2023-03-19","2023-03-19","13554","13554",0,0
"2022-23","Abby Meyers","fg_misses",6,"2023-01-07","2023-01-12","13179","13180",1,0
"2022-23","Brinae Alexander","fg_misses",6,"2022-12-04","2022-12-08","13175","13176",1,0
"2022-23","Elisa Pinzan","fg_misses",6,"2023-02-12","2023-02-21","13189","13530",1,0
"2022-23","Faith Masonius","fg_misses",6,"2023-01-12","2023-01-15","13180","13181",1,0
"2022-23","Faith Masonius","fg_misses",6,"2023-01-19","2023-01-22","13182","13183",1,0
"2022-23","Faith Masonius","fg_misses",6,"2023-01-26","2023-01-30","13184","13185",1,0
"2022-23","Shyanne Sellers","fg_misses",6,"2023-02-09","2023-02-12","13188","13189",1,0
"2022-23","Abby Meyers","ft_makes",6,"2023-01-02","2023-01-12","13178","13180",1,0
"2022-23","Abby Meyers","ft_makes",6,"2023-02-24","2023-03-17","13192","13194",1,0
"2022-23","Diamond Miller","ft_makes",6,"2022-11-20","2022-11-20","13138","13138",0,0
"2022-23","Diamond Miller","ft_makes",6,"2023-01-22","2023-01-22","13183","13183",0,0
