"source_id","file_id","period","time_remaining","seconds_elapsed","team","player_name","player_number","foul_type","player_foul_count","team_fouls_in_period","bonus_active","margin_at_foul"
"2022-23","13135",1,360,240,"South Carolina","Kierra Fletcher",41,"personal",1,1,0,3
"2022-23","13135",1,221,379,"South Carolina","Brea Beal",12,"personal",1,2,0,3
"2022-23","13135",1,97,503,"South Carolina","Ashlyn Watkins",2,"personal",1,3,0,5
"2022-23","13135",2,343,857,"South Carolina","Sania Feagin",20,"personal",1,1,0,7
"2022-23","13135",2,310,890,"South Carolina","Laeticia Amihere",15,"personal",1,2,0,7
"2022-23","13135",2,238,962,"Maryland","Abby Meyers",10,"personal",1,1,0,-8
"2022-23","13135",2,212,988,"South Carolina","Aliyah Boston",4,"personal",1,3,0,8
"2022-23","13135",2,191,1009,"Maryland","Brinae Alexander",5,"personal",1,2,0,-8
"2022-23","13135",2,34,1166,"Maryland","Abby Meyers",10,"personal",2,3,0,-6
"2022-23","13135",2,28,1172,"Maryland","Faith Masonius",13,"personal",1,4,0,-6
"2022-23","13135",2,15,1185,"South Carolina","Aliyah Boston",4,"personal",2,4,0,6
"2022-23","13135",3,571,1229,"Maryland","Faith Masonius",13,"personal",2,1,0,-6
"2022-23","13135",3,513,1287,"South Carolina","Brea Beal",12,"personal",2,1,0,7
"2022-23","13135",3,360,1440,"Maryland","Shyanne Sellers",0,"personal",1,2,0,-9
"2022-23","13135",3,285,1515,"Maryland","Brinae Alexander",5,"personal",2,3,0,-9
"2022-23","13135",3,274,1526,"South Carolina","Kierra Fletcher",41,"personal",2,2,0,10
"2022-23","13135",3,228,1572,"South Carolina","Brea Beal",12,"personal",3,3,0,9
"2022-23","13135",3,208,1592,"Maryland","Faith Masonius",13,"personal",3,4,0,-7
"2022-23","13135",3,191,1609,"Maryland","Bri McDaniel",24,"personal",1,5,1,-8
"2022-23","13135",3,191,1609,"Maryland","Bri McDaniel",24,"technical","",5,1,-8
"2022-23","13135",3,191,1609,"South Carolina","Kierra Fletcher",41,"technical","",3,0,8
"2022-23","13135",3,191,1609,"South Carolina","Kamilla Cardoso",10,"personal",1,4,0,8
"2022-23","13135",3,96,1704,"Maryland","Shyanne Sellers",0,"personal",2,6,1,-16
"2022-23","13135",3,78,1722,"South Carolina","Zia Cooke",1,"personal",1,5,1,17
"2022-23","13135",3,23,1777,"Maryland","Brinae Alexander",5,"personal",3,7,1,-15
"2022-23","13135",3,1,1799,"Maryland","Shyanne Sellers",0,"personal",3,8,1,-16
"2022-23","13135",4,544,1856,"Maryland","Brinae Alexander",5,"personal",4,1,0,-23
"2022-23","13135",4,527,1873,"South Carolina","Aliyah Boston",4,"personal",3,1,0,24
"2022-23","13135",4,511,1889,"South Carolina","Laeticia Amihere",15,"personal",2,2,0,24
"2022-23","13135",4,510,1890,"South Carolina","Kamilla Cardoso",10,"personal",2,3,0,24
"2022-23","13135",4,440,1960,"Maryland","Shyanne Sellers",0,"personal",4,2,0,-22
"2022-23","13135",4,246,2154,"Maryland","Shyanne Sellers",0,"personal",5,3,0,-23
"2022-23","13135",4,188,2212,"South Carolina","Ashlyn Watkins",2,"personal",2,4,0,23
"2022-23","13135",4,172,2228,"South Carolina","Talaysia Cooper",11,"personal",1,5,1,23
"2022-23","13135",4,151,2249,"Maryland","Faith Masonius",13,"personal",4,4,0,-22
"2022-23","13135",4,94,2306,"Maryland","Brinae Alexander",5,"personal",5,5,1,-22
"2022-23","13135",4,37,2363,"South Carolina","Bree Hall",23,"personal",1,6,1,27
"2022-23","13136",1,481,119,"Fordham","Asiah Dingle",3,"personal",1,1,0,-3
"2022-23","13136",1,308,292,"Fordham","Anna DeWolfe",2,"personal",1,2,0,-6
"2022-23","13136",1,259,341,"Fordham","Matilda Flood",1,"personal",1,3,0,-6
"2022-23","13136",1,232,368,"Fordham","Asiah Dingle",3,"personal",2,4,0,-8
"2022-23","13136",1,131,469,"Fordham","Jada Dapaa",21,"personal",1,5,1,-7
"2022-23","13136",1,53,547,"Maryland","Gia Cooke",11,"personal",1,1,0,10
"2022-23","13136",1,1,599,"Maryland","Bri McDaniel",24,"personal",1,2,0,8
"2022-23","13136",2,512,688,"Fordham","Jada Dapaa",21,"personal",2,1,0,-10
"2022-23","13136",2,334,866,"Maryland","Shyanne Sellers",0,"personal",1,1,0,11
"2022-23","13136",2,168,1032,"Fordham","Kaitlyn Downey",24,"personal",1,2,0,-4
"2022-23","13136",2,168,1032,"Maryland","Brinae Alexander",5,"personal",1,2,0,4
"2022-23","13136",2,110,1090,"Fordham","Matilda Flood",1,"personal",2,3,0,-2
"2022-23","13136",2,94,1106,"Fordham","Sarah Karpell",13,"personal",1,4,0,-3
"2022-23","13136",2,81,1119,"Maryland","Gia Cooke",11,"personal",2,3,0,5
"2022-23","13136",3,591,1209,"Fordham","Kaitlyn Downey",24,"personal",2,1,0,-1
"2022-23","13136",3,493,1307,"Fordham","Kaitlyn Downey",24,"personal",3,2,0,-1
"2022-23","13136",3,469,1331,"Maryland","Brinae Alexander",5,"personal",2,1,0,3
