"source_id","file_id","team","opponent","points","start_seconds","end_seconds","duration","period_start","period_end","score_before","score_after"
"2022-23","13135","South Carolina","Maryland",6,474,620,146,1,2,"12-15","12-21"
"2022-23","13135","South Carolina","Maryland",6,704,750,46,2,2,"14-21","14-27"
"2022-23","13135","Maryland","South Carolina",6,763,824,61,2,2,"14-27","20-27"
"2022-23","13135","South Carolina","Maryland",8,1619,1704,85,3,3,"39-48","39-56"
"2022-23","13135","South Carolina","Maryland",11,1777,1856,79,3,4,"43-56","43-67"
"2022-23","13135","Maryland","South Carolina",7,2085,2285,200,4,4,"47-74","54-74"
"2022-23","13135","South Carolina","Maryland",7,2306,2361,55,4,4,"54-74","54-81"
"2022-23","13136","Maryland","Fordham",10,66,301,235,1,1,"2-4","12-4"
"2022-23","13136","Maryland","Fordham",6,623,780,157,2,2,"21-13","27-13"
"2022-23","13136","Fordham","Maryland",9,872,949,77,2,2,"29-18","29-27"
"2022-23","13136","Maryland","Fordham",14,1307,1494,187,3,3,"40-39","54-39"
"2022-23","13136","Fordham","Maryland",9,1613,1668,55,3,3,"56-44","56-53"
"2022-23","13136","Fordham","Maryland",6,1708,1747,39,3,3,"58-53","58-59"
"2022-23","13136","Maryland","Fordham",8,1757,1970,213,3,4,"58-59","66-59"
"2022-23","13136","Maryland","Fordham",6,2144,2268,124,4,4,"68-63","74-63"
"2022-23","13137","Maryland","Davidson",8,653,810,157,2,2,"14-12","22-12"
"2022-23","13137","Maryland","Davidson",6,1392,1549,157,3,3,"39-31","45-31"
"2022-23","13137","Maryland","Davidson",6,2122,2149,27,4,4,"60-45","66-45"
"2022-23","13138","Baylor","Maryland",7,289,396,107,1,1,"5-7","12-7"
"2022-23","13138","Maryland","Baylor",6,1109,1173,64,2,2,"26-30","26-36"
"2022-23","13138","Baylor","Maryland",9,1217,1309,92,3,3,"26-36","35-36"
"2022-23","13138","Maryland","Baylor",11,1799,1928,129,3,4,"47-50","47-61"
"2022-23","13138","Baylor","Maryland",7,1945,2037,92,4,4,"47-61","54-61"
"2022-23","13139","DePaul","Maryland",8,75,371,296,1,1,"2-2","2-10"
"2022-23","13139","Maryland","DePaul",7,756,827,71,2,2,"13-23","20-23"
"2022-23","13139","DePaul","Maryland",8,991,1056,65,2,2,"22-27","22-35"
"2022-23","13139","Maryland","DePaul",7,1069,1227,158,2,3,"22-35","29-35"
"2022-23","13139","Maryland","DePaul",10,1571,1756,185,3,3,"35-44","45-44"
