"source_id","file_id","team","player_name","player_number","stint_index","in_seconds","out_seconds","duration","pts_for","pts_against","plus_minus","starter"
"2022-23","13135","Maryland","Shyanne Sellers",0,1,0,238,238,4,7,-3,1
"2022-23","13135","Maryland","Lavender Briggs",3,1,0,1054,1054,22,32,-10,1
"2022-23","13135","Maryland","Abby Meyers",10,1,0,1166,1166,26,32,-6,1
"2022-23","13135","Maryland","Elisa Pinzan",12,1,0,491,491,12,17,-5,1
"2022-23","13135","Maryland","Faith Masonius",13,1,0,238,238,4,7,-3,1
"2022-23","13135","South Carolina","Zia Cooke",1,1,0,753,753,27,14,13,1
"2022-23","13135","South Carolina","Aliyah Boston",4,1,0,491,491,17,12,5,1
"2022-23","13135","South Carolina","Victaria Saxton",5,1,0,432,432,15,12,3,1
"2022-23","13135","South Carolina","Brea Beal",12,1,0,379,379,13,10,3,1
"2022-23","13135","South Carolina","Raven Johnson",25,1,0,179,179,3,2,1,1
"2022-23","13135","South Carolina","Kierra Fletcher",41,1,179,379,200,10,8,2,0
"2022-23","13135","Maryland","Brinae Alexander",5,1,238,379,141,6,6,0,0
"2022-23","13135","Maryland","Bri McDaniel",24,1,238,379,141,6,6,0,0
"2022-23","13135","Maryland","Shyanne Sellers",0,2,379,461,82,2,2,0,0
"2022-23","13135","Maryland","Faith Masonius",13,2,379,670,291,2,8,-6,0
"2022-23","13135","South Carolina","Kamilla Cardoso",10,1,379,600,221,6,2,4,0
"2022-23","13135","South Carolina","Laeticia Amihere",15,1,379,890,511,14,10,4,0
"2022-23","13135","South Carolina","Raven Johnson",25,2,432,600,168,4,0,4,0
"2022-23","13135","Maryland","Brinae Alexander",5,2,461,1200,739,14,17,-3,0
"2022-23","13135","Maryland","Gia Cooke",11,1,491,600,109,0,2,-2,0
"2022-23","13135","South Carolina","Ashlyn Watkins",2,1,491,600,109,2,0,2,0
"2022-23","13135","Maryland","Elisa Pinzan",12,2,600,753,153,2,8,-6,0
"2022-23","13135","South Carolina","Brea Beal",12,2,600,1572,972,26,26,0,0
"2022-23","13135","South Carolina","Sania Feagin",20,1,600,947,347,11,10,1,0
"2022-23","13135","South Carolina","Kierra Fletcher",41,2,600,753,153,8,2,6,0
"2022-23","13135","Maryland","Shyanne Sellers",0,3,670,1009,339,10,11,-1,0
"2022-23","13135","Maryland","Gia Cooke",11,2,753,1200,447,12,5,7,0
"2022-23","13135","South Carolina","Aliyah Boston",4,2,753,1185,432,5,12,-7,0
"2022-23","13135","South Carolina","Talaysia Cooper",11,1,753,962,209,3,8,-5,0
"2022-23","13135","South Carolina","Zia Cooke",1,2,890,1068,178,5,2,3,0
"2022-23","13135","South Carolina","Victaria Saxton",5,2,947,1200,253,2,4,-2,0
"2022-23","13135","South Carolina","Bree Hall",23,1,962,1200,238,2,4,-2,0
"2022-23","13135","Maryland","Bri McDaniel",24,2,1009,1200,191,4,0,4,0
"2022-23","13135","Maryland","Faith Masonius",13,3,1054,1618,564,17,16,1,0
"2022-23","13135","South Carolina","Raven Johnson",25,3,1068,1185,117,0,4,-4,0
"2022-23","13135","Maryland","Shyanne Sellers",0,4,1166,1440,274,6,9,-3,0
"2022-23","13135","South Carolina","Laeticia Amihere",15,2,1185,1200,15,0,0,0,0
"2022-23","13135","South Carolina","Kierra Fletcher",41,3,1185,1200,15,0,0,0,0
"2022-23","13135","Maryland","Lavender Briggs",3,2,1200,1515,315,9,12,-3,0
"2022-23","13135","Maryland","Abby Meyers",10,2,1200,1704,504,13,23,-10,0
"2022-23","13135","Maryland","Elisa Pinzan",12,3,1200,1490,290,9,12,-3,0
"2022-23","13135","South Carolina","Zia Cooke",1,3,1200,1960,760,37,21,16,0
"2022-23","13135","South Carolina","Aliyah Boston",4,3,1200,2056,856,39,21,18,0
"2022-23","13135","South Carolina","Raven Johnson",25,4,1200,1200,0,0,0,0,0
"2022-23","13135","South Carolina","Raven Johnson",25,5,1200,1515,315,12,9,3,0
"2022-23","13135","South Carolina","Kierra Fletcher",41,4,1200,1373,173,7,4,3,0
"2022-23","13135","South Carolina","Kamilla Cardoso",10,2,1373,1960,587,30,17,13,0
"2022-23","13135","Maryland","Brinae Alexander",5,3,1440,1777,337,11,17,-6,0
"2022-23","13135","Maryland","Gia Cooke",11,3,1490,1722,232,4,12,-8,0
"2022-23","13135","Maryland","Bri McDaniel",24,3,1515,1609,94,4,4,0,0
"2022-23","13135","South Carolina","Kierra Fletcher",41,5,1515,1799,284,18,8,10,0
"2022-23","13135","South Carolina","Laeticia Amihere",15,3,1572,2156,584,29,13,16,0
"2022-23","13135","Maryland","Shyanne Sellers",0,5,1609,1618,9,0,0,0,0
"2022-23","13135","Maryland","Lavender Briggs",3,3,1618,1960,342,8,21,-13,0
"2022-23","13135","Maryland","Bri McDaniel",24,4,1618,1679,61,0,7,-7,0
"2022-23","13135","Maryland","Shyanne Sellers",0,6,1679,1800,121,4,7,-3,0
"2022-23","13135","Maryland","Mila Reynolds",15,1,1704,1800,96,4,7,-3,0
"2022-23","13135","Maryland","Elisa Pinzan",12,4,1722,2228,506,12,18,-6,0
"2022-23","13135","Maryland","Abby Meyers",10,3,1777,2363,586,11,23,-12,0
"2022-23","13135","South Carolina","Raven Johnson",25,6,1799,1960,161,7,4,3,0
"2022-23","13135","Maryland","Brinae Alexander",5,4,1800,1856,56,0,4,-4,0
"2022-23","13135","Maryland","Faith Masonius",13,4,1800,2400,600,13,19,-6,0
"2022-23","13135","Maryland","Shyanne Sellers",0,7,1856,2154,298,8,8,0,0
"2022-23","13135","Maryland","Bri McDaniel",24,5,1960,2228,268,4,5,-1,0
"2022-23","13135","South Carolina","Victaria Saxton",5,3,1960,2212,252,5,4,1,0
"2022-23","13135","South Carolina","Brea Beal",12,3,1960,2212,252,5,4,1,0
"2022-23","13135","South Carolina","Kierra Fletcher",41,6,1960,2228,268,5,4,1,0
"2022-23","13135","South Carolina","Sania Feagin",20,2,2056,2212,156,3,4,-1,0
"2022-23","13135","Maryland","Brinae Alexander",5,5,2154,2306,152,3,2,1,0
"2022-23","13135","South Carolina","Ashlyn Watkins",2,2,2156,2400,244,7,5,2,0
"2022-23","13135","South Carolina","Talaysia Cooper",11,2,2212,2400,188,7,5,2,0
"2022-23","13135","South Carolina","Bree Hall",23,2,2212,2400,188,7,5,2,0
"2022-23","13135","South Carolina","Raven Johnson",25,7,2212,2400,188,7,5,2,0
"2022-23","13135","Maryland","Lavender Briggs",3,4,2228,2400,172,5,7,-2,0
"2022-23","13135","Maryland","Gia Cooke",11,4,2228,2400,172,5,7,-2,0
"2022-23","13135","South Carolina","Sania Feagin",20,3,2228,2400,172,7,5,2,0
"2022-23","13135","Maryland","Mila Reynolds",15,2,2306,2400,94,2,5,-3,0
"2022-23","13135","Maryland","Bri McDaniel",24,6,2363,2400,37,2,0,2,0
"2022-23","13136","Fordham","Anna DeWolfe",2,1,0,1043,1043,29,31,-2,1
"2022-23","13136","Fordham","Asiah Dingle",3,1,0,368,368,6,14,-8,1
"2022-23","13136","Fordham","Sarah Karpell",13,1,0,292,292,4,10,-6,1
"2022-23","13136","Fordham","Kaitlyn Downey",24,1,0,244,244,4,10,-6,1
"2022-23","13136","Fordham","Megan Jonassen",43,1,0,412,412,9,16,-7,1
"2022-23","13136","Maryland","Diamond Miller",1,1,0,280,280,10,4,6,1
"2022-23","13136","Maryland","Lavender Briggs",3,1,0,688,688,23,13,10,1
"2022-23","13136","Maryland","Abby Meyers",10,1,0,333,333,12,6,6,1
"2022-23","13136","Maryland","Elisa Pinzan",12,1,0,459,459,16,9,7,1
"2022-23","13136","Maryland","Faith Masonius",13,1,0,200,200,8,4,4,1
"2022-23","13136","Maryland","Brinae Alexander",5,1,200,469,269,8,5,3,0
"2022-23","13136","Fordham","Jada Dapaa",21,1,244,688,444,9,13,-4,0
"2022-23","13136","Maryland","Shyanne Sellers",0,1,280,505,225,9,5,4,0
"2022-23","13136","Fordham","Matilda Flood",1,1,292,500,208,5,9,-4,0
"2022-23","13136","Maryland","Diamond Miller",1,2,333,822,489,15,10,5,0
"2022-23","13136","Fordham","Sarah Karpell",13,2,368,1567,1199,38,40,-2,0
"2022-23","13136","Fordham","Kaitlyn Downey",24,2,412,1032,620,20,15,5,0
"2022-23","13136","Maryland","Abby Meyers",10,2,459,1387,928,31,30,1,0
"2022-23","13136","Maryland","Bri McDaniel",24,1,469,600,131,5,2,3,0
"2022-23","13136","Fordham","Colleen McQuillen",33,1,500,783,283,4,8,-4,0
"2022-23","13136","Maryland","Gia Cooke",11,1,505,547,42,0,2,-2,0
"2022-23","13136","Maryland","Elisa Pinzan",12,2,547,954,407,10,16,-6,0
"2022-23","13136","Maryland","Faith Masonius",13,2,600,954,354,8,16,-8,0
"2022-23","13136","Fordham","Megan Jonassen",43,2,688,1455,767,26,28,-2,0
"2022-23","13136","Maryland","Shyanne Sellers",0,2,688,954,266,6,14,-8,0
"2022-23","13136","Fordham","Matilda Flood",1,2,783,1119,336,16,7,9,0
"2022-23","13136","Maryland","Lavender Briggs",3,2,822,1322,500,15,23,-8,0
"2022-23","13136","Maryland","Brinae Alexander",5,2,954,1043,89,2,2,0,0
"2022-23","13136","Maryland","Gia Cooke",11,2,954,1200,246,5,6,-1,0
"2022-23","13136","Maryland","Bri McDaniel",24,2,954,1086,132,2,2,0,0
"2022-23","13136","Fordham","Jada Dapaa",21,2,1032,1200,168,4,3,1,0
"2022-23","13136","Fordham","Asiah Dingle",3,2,1043,1512,469,12,23,-11,0
"2022-23","13136","Maryland","Diamond Miller",1,3,1043,1733,690,27,27,0,0
"2022-23","13136","Maryland","Brinae Alexander",5,3,1086,1200,114,3,4,-1,0
"2022-23","13136","Fordham","Anna DeWolfe",2,2,1119,2400,1281,47,49,-2,0
"2022-23","13136","Fordham","Kaitlyn Downey",24,3,1200,1307,107,6,6,0,0
"2022-23","13136","Maryland","Elisa Pinzan",12,3,1200,2029,829,32,28,4,0
"2022-23","13136","Maryland","Faith Masonius",13,3,1200,1512,312,20,8,12,0
"2022-23","13136","Fordham","Jada Dapaa",21,3,1307,1567,260,5,14,-9,0
"2022-23","13136","Maryland","Brinae Alexander",5,4,1322,1623,301,14,8,6,0
"2022-23","13136","Maryland","Shyanne Sellers",0,3,1387,1800,413,15,20,-5,0
"2022-23","13136","Fordham","Kaitlyn Downey",24,4,1455,2029,574,22,15,7,0
"2022-23","13136","Fordham","Matilda Flood",1,3,1512,1757,245,18,4,14,0
"2022-23","13136","Maryland","Mila Reynolds",15,1,1512,1774,262,5,18,-13,0
"2022-23","13136","Fordham","Asiah Dingle",3,3,1567,1747,180,15,4,11,0
"2022-23","13136","Fordham","Megan Jonassen",43,3,1567,2233,666,19,18,1,0
"2022-23","13136","Maryland","Faith Masonius",13,4,1623,2029,406,10,14,-4,0
"2022-23","13136","Maryland","Brinae Alexander",5,5,1733,1747,14,0,2,-2,0
"2022-23","13136","Fordham","Sarah Karpell",13,3,1747,2029,282,2,8,-6,0
"2022-23","13136","Maryland","Abby Meyers",10,3,1747,2121,374,10,5,5,0
"2022-23","13136","Fordham","Jada Dapaa",21,4,1757,2346,589,9,20,-11,0
"2022-23","13136","Maryland","Diamond Miller",1,4,1774,2400,626,24,17,7,0
"2022-23","13136","Maryland","Lavender Briggs",3,3,1800,2400,600,21,17,4,0
"2022-23","13136","Fordham","Matilda Flood",1,4,2029,2074,45,0,2,-2,0
"2022-23","13136","Fordham","Asiah Dingle",3,4,2029,2400,371,15,17,-2,0
"2022-23","13136","Maryland","Shyanne Sellers",0,4,2029,2400,371,17,15,2,0
"2022-23","13136","Maryland","Brinae Alexander",5,6,2029,2400,371,17,15,2,0
"2022-23","13136","Fordham","Kaitlyn Downey",24,5,2074,2400,326,15,15,0,0
"2022-23","13136","Maryland","Faith Masonius",13,5,2121,2400,279,15,13,2,0
"2022-23","13136","Fordham","Sarah Karpell",13,4,2233,2400,167,13,11,2,0
"2022-23","13136","Fordham","Megan Jonassen",43,4,2346,2400,54,8,5,3,0
"2022-23","13137","Davidson","Suzi-Rose Deegan",0,1,0,337,337,7,10,-3,1
"2022-23","13137","Davidson","Chloe Welch",2,1,0,209,209,7,8,-1,1
"2022-23","13137","Davidson","Sallie Schutz",30,1,0,279,279,7,10,-3,1
